,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,aroma joes,fresh brewed coffee iced 24 oz,0,g,0,mg,5,g,0,g,0,g,0,g,0,g,0,g,0,g
1,aroma joes,fresh brewed coffee iced 32 oz,0,g,0,mg,10,g,0,g,1,g,0,g,0,g,0,g,0,g
2,aroma joes,fronog frojoe 12 oz,8,g,40,mg,180,g,43,g,9,g,5,g,0,g,0,g,40,g
3,aroma joes,fronog frojoe 16 oz,12,g,55,mg,240,g,57,g,13,g,7,g,0,g,0,g,52,g
4,aroma joes,fronog frojoe 20 oz,16,g,70,mg,320,g,74,g,17,g,9,g,0,g,0,g,68,g
5,aroma joes,fronog frojoe 24 oz,18,g,80,mg,370,g,85,g,20,g,11,g,0,g,0,g,79,g
6,aroma joes,fronog frojoe 32 oz,25,g,105,mg,490,g,114,g,26,g,14,g,0.5,g,0,g,105,g
7,aroma joes,frozen black tea lemonade 12 oz,0,g,0,mg,0,g,30,g,0,g,0,g,0,g,0,g,28,g
8,aroma joes,frozen black tea lemonade 16 oz,0,g,0,mg,0,g,40,g,0,g,0,g,0,g,0,g,37,g
9,aroma joes,frozen black tea lemonade 20 oz,0,g,0,mg,0,g,50,g,0,g,0,g,0,g,0,g,47,g
10,aroma joes,frozen black tea lemonade 24 oz,0,g,0,mg,0,g,60,g,0,g,0,g,0,g,0,g,56,g
11,aroma joes,frozen black tea lemonade 32 oz,0,g,0,mg,0,g,79,g,0,g,0,g,0,g,0,g,75,g
12,aroma joes,frozen fuel 32 oz,0,g,0,mg,160,g,38,g,1,g,0,g,0,g,0,g,37,g
13,aroma joes,frozen green tea lemonade 12 oz,0,g,0,mg,0,g,30,g,0,g,0,g,0,g,0,g,28,g
14,aroma joes,frozen green tea lemonade 16 oz,0,g,0,mg,0,g,40,g,0,g,0,g,0,g,0,g,37,g
15,aroma joes,frozen green tea lemonade 20 oz,0,g,0,mg,0,g,50,g,0,g,0,g,0,g,0,g,47,g
16,aroma joes,frozen green tea lemonade 24 oz,0,g,0,mg,0,g,60,g,0,g,0,g,0,g,0,g,56,g
17,aroma joes,frozen green tea lemonade 32 oz,0,g,0,mg,0,g,79,g,0,g,0,g,0,g,0,g,75,g
18,aroma joes,frozen lemonade 12 oz,0,g,0,mg,0,g,60,g,0,g,0,g,0,g,0,g,56,g
19,aroma joes,frozen lemonade 16 oz,0,g,0,mg,0,g,79,g,0,g,0,g,0,g,0,g,75,g
20,aroma joes,frozen lemonade 20 oz,0,g,0,mg,0,g,99,g,0,g,0,g,0,g,0,g,94,g
21,aroma joes,frozen lemonade 24 oz,0,g,0,mg,0,g,119,g,0,g,0,g,0,g,0,g,112,g
22,aroma joes,frozen lemonade 32 oz,0,g,0,mg,0,g,159,g,0,g,0,g,0,g,0,g,150,g
