,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
0,tgi fridays restaurant,ranch dressing,14,g,15,mg,300,g,2,g,1,g,3,g,0,g,0,g,1,g,,
1,tgi fridays restaurant,red bull regular,0,g,0,mg,100,g,28,g,1,g,0,g,0,g,0,g,27,g,,
2,tgi fridays restaurant,red bull sugarfree,0,g,0,mg,100,g,3,g,1,g,0,g,0,g,0,g,0,g,,
3,tgi fridays restaurant,red bull tropical,0,g,0,mg,100,g,28,g,0,g,0,g,0,g,0,g,27,g,,
4,tgi fridays restaurant,red velvet cake,92,g,295,mg,960,g,199,g,16,g,43,g,1.5,g,1,g,146,g,,
5,tgi fridays restaurant,red velvet cake half,49,g,180,mg,520,g,112,g,12,g,23,g,0.5,g,1,g,87,g,,
6,tgi fridays restaurant,seasoned fries,16,g,0,mg,810,g,40,g,5,g,3,g,0,g,5,g,0,g,,
7,tgi fridays restaurant,seasoned fries add on,16,g,0,mg,810,g,40,g,5,g,3,g,0,g,5,g,0,g,,
8,tgi fridays restaurant,sesame citrus dressing,15,g,0,mg,560,g,7,g,0,g,3,g,0,g,0,g,7,g,,
9,tgi fridays restaurant,shareable barbados tropical punch,0,g,0,mg,210,g,108,g,1,g,0,g,0,g,2,g,99,g,,
10,tgi fridays restaurant,shareable shark bait,0,g,0,mg,25,g,139,g,4,g,0,g,0,g,0,g,117,g,,
11,tgi fridays restaurant,shrimp and lobster pasta,89,g,260,mg,2520,g,140,g,78,g,37,g,1,g,7,g,12,g,,
12,tgi fridays restaurant,side bacon,10,g,30,mg,520,g,1,g,10,g,3.5,g,0,g,0,g,1,g,,
13,tgi fridays restaurant,side blue cheese,21,g,20,mg,310,g,1,g,2,g,4,g,0.5,g,0,g,1,g,,
14,tgi fridays restaurant,side fresh fruit,0,g,0,mg,0,g,13,g,1,g,0,g,0,g,2,g,9,g,,
15,tgi fridays restaurant,side house salad,2,g,5,mg,95,g,5,g,2,g,1,g,0,g,1,g,2,g,,
16,tgi fridays restaurant,side multi grain toast,4.5,g,0,mg,290,g,30,g,5,g,1.5,g,0,g,2,g,5,g,,
17,tgi fridays restaurant,side ranch,14,g,10,mg,300,g,1,g,1,g,2.5,g,0,g,0,g,1,g,,
18,tgi fridays restaurant,side salad add on without dressing,2,g,5,mg,95,g,5,g,2,g,1,g,0,g,1,g,2,g,,
19,tgi fridays restaurant,side sausage,20,g,35,mg,430,g,0,g,5,g,7,g,0,g,0,g,0,g,,
20,tgi fridays restaurant,side seasoned fries,16,g,0,mg,810,g,40,g,5,g,3,g,0,g,5,g,0,g,,
21,tgi fridays restaurant,signature slushes blue raspberry,0,g,0,mg,25,g,42,g,0,g,0,g,0,g,0,g,39,g,,
22,tgi fridays restaurant,signature slushes cherry limeade,0,g,0,mg,45,g,49,g,0,g,0,g,0,g,0,g,45,g,,
23,tgi fridays restaurant,signature slushes mango peach lemonade,0,g,0,mg,15,g,44,g,0,g,0,g,0,g,0,g,41,g,,
24,tgi fridays restaurant,signature slushes red bull passion regular,0,g,0,mg,100,g,54,g,1,g,0,g,0,g,3,g,48,g,,
25,tgi fridays restaurant,signature slushes red bull passion sugarfree,0,g,0,mg,210,g,27,g,1,g,0,g,0,g,3,g,21,g,,
26,tgi fridays restaurant,signature slushes red bull passion tropical,0,g,0,mg,100,g,54,g,0,g,0,g,0,g,3,g,48,g,,
27,tgi fridays restaurant,signature slushes strawberry lemonade,0,g,0,mg,10,g,38,g,0,g,0,g,0,g,1,g,35,g,,
28,tgi fridays restaurant,simply grilled chicken,28,g,110,mg,2070,g,77,g,44,g,7,g,0,g,7,g,3,g,,
29,tgi fridays restaurant,simply grilled chicken sandwich with cheese without side,35,g,155,mg,1910,g,43,g,44,g,14,g,0,g,2,g,11,g,,
30,tgi fridays restaurant,simply grilled salmon,45,g,85,mg,2020,g,77,g,44,g,11,g,0,g,7,g,3,g,,
31,tgi fridays restaurant,simply grilled salmon with jasmine rice and lemon butter broccoli,45,g,85,mg,2020,g,81,g,38,g,11,g,0,g,6,g,3,g,,
32,tgi fridays restaurant,simply grilled salmon with mashed potatoes and lemon butter broccoli,46,g,105,mg,2170,g,38,g,37,g,16,g,0.5,g,9,g,4,g,,
33,tgi fridays restaurant,sizzling all day omelet,97,g,795,mg,3610,g,62,g,64,g,36,g,1,g,8,g,8,g,,
34,tgi fridays restaurant,sizzling all day omelet with seasoned fries,97,g,795,mg,3610,g,62,g,64,g,36,g,1,g,8,g,8,g,,
35,tgi fridays restaurant,sizzling chicken and cheese with peppers and mashed potatoes,76,g,200,mg,2580,g,52,g,63,g,30,g,0.5,g,7,g,7,g,,
36,tgi fridays restaurant,sizzling chicken and shrimp with peppers and mashed potatoes,87,g,235,mg,2830,g,57,g,65,g,29,g,0.5,g,8,g,9,g,,
37,tgi fridays restaurant,sizzling chicken and shrimp alfredo,100,g,380,mg,2480,g,104,g,93,g,48,g,2,g,5,g,7,g,,
38,tgi fridays restaurant,sizzling fridays signature whiskey glazed flat iron steak,79,g,175,mg,3580,g,114,g,52,g,37,g,1,g,7,g,60,g,,
39,tgi fridays restaurant,sizzling queso chips,93,g,175,mg,3850,g,81,g,43,g,39,g,1,g,6,g,12,g,,
40,tgi fridays restaurant,sizzling street noodles,39,g,95,mg,6970,g,230,g,73,g,6,g,0,g,13,g,44,g,,
41,tgi fridays restaurant,smoothie mango passion,1,g,0,mg,10,g,72,g,1,g,0.5,g,0,g,1,g,66,g,,
42,tgi fridays restaurant,smoothie triple berry,1,g,0,mg,15,g,48,g,1,g,0.5,g,0,g,4,g,41,g,,
43,tgi fridays restaurant,soda coca cola,0,g,0,mg,65,g,56,g,0,g,0,g,0,g,0,g,56,g,,
44,tgi fridays restaurant,soda coke zero,0,g,0,mg,55,g,0,g,0,g,0,g,0,g,0,g,0,g,,
45,tgi fridays restaurant,soda diet coke,0,g,0,mg,55,g,0,g,0,g,0,g,0,g,0,g,0,g,,
46,tgi fridays restaurant,soda diet pepsi,0,g,0,mg,35,g,0,g,0,g,0,g,0,g,0,g,0,g,,
47,tgi fridays restaurant,soda dr pepper,0,g,0,mg,60,g,40,g,0,g,0,g,0,g,0,g,38,g,,
48,tgi fridays restaurant,soda fanta,0,g,0,mg,85,g,65,g,0,g,0,g,0,g,0,g,63,g,,
49,tgi fridays restaurant,soda fuze,0,g,0,mg,10,g,15,g,0,g,0,g,0,g,0,g,15,g,,
50,tgi fridays restaurant,soda mountain dew,0,g,0,mg,60,g,44,g,0,g,0,g,0,g,0,g,44,g,,
51,tgi fridays restaurant,soda mr pibb xtra,0,g,0,mg,55,g,56,g,0,g,0,g,0,g,0,g,56,g,,
52,tgi fridays restaurant,soda mug root beer,0,g,0,mg,60,g,41,g,0,g,0,g,0,g,0,g,41,g,,
53,tgi fridays restaurant,soda pepsi,0,g,0,mg,35,g,41,g,0,g,0,g,0,g,0,g,41,g,,
54,tgi fridays restaurant,soda sierra mist,0,g,0,mg,35,g,39,g,0,g,0,g,0,g,0,g,39,g,,
55,tgi fridays restaurant,soda sprite,0,g,0,mg,35,g,40,g,0,g,0,g,0,g,0,g,36,g,,
56,tgi fridays restaurant,soup of the day chicken noodle,3.5,g,35,mg,910,g,18,g,11,g,0,g,0,g,1,g,1,g,,
57,tgi fridays restaurant,soup of the day chili,20,g,65,mg,820,g,18,g,20,g,8,g,1,g,3,g,7,g,,
58,tgi fridays restaurant,soup of the day new england clam chowder,30,g,105,mg,1560,g,45,g,14,g,18,g,0,g,2,g,3,g,,
59,tgi fridays restaurant,soup of the day tomato basil,24,g,75,mg,1930,g,20,g,5,g,14,g,0,g,4,g,10,g,,
60,tgi fridays restaurant,soup of the day tortilla,8,g,25,mg,690,g,225,g,12,g,2.5,g,0,g,4,g,6,g,,
61,tgi fridays restaurant,soup chicken noodle,3.5,g,35,mg,910,g,18,g,11,g,0,g,0,g,1,g,1,g,,
62,tgi fridays restaurant,soup chili,20,g,65,mg,820,g,18,g,20,g,8,g,1,g,3,g,7,g,,
63,tgi fridays restaurant,soup creamy tomato basil,24,g,75,mg,1930,g,20,g,5,g,14,g,0,g,4,g,10,g,,
64,tgi fridays restaurant,soup french onion,18,g,105,mg,2230,g,84,g,21,g,10,g,0,g,5,g,16,g,,
65,tgi fridays restaurant,soup new england clam chowder,30,g,105,mg,1560,g,45,g,14,g,18,g,0,g,2,g,3,g,,
66,tgi fridays restaurant,soup tortilla,8,g,25,mg,690,g,225,g,12,g,2.5,g,0,g,4,g,6,g,,
67,tgi fridays restaurant,soup white cheddar broccoli,20,g,50,mg,1530,g,18,g,11,g,11,g,0,g,2,g,5,g,,
68,tgi fridays restaurant,southern fried buffalo chicken sandwich no side,62,g,135,mg,4460,g,62,g,45,g,19,g,0,g,6,g,18,g,,
69,tgi fridays restaurant,southern fried chicken sandwich no side,62,g,135,mg,2630,g,61,g,45,g,19,g,0,g,6,g,17,g,,
70,tgi fridays restaurant,spinach and artichoke dip,50,g,85,mg,2250,g,63,g,21,g,20,g,0.5,g,6,g,4,g,,
71,tgi fridays restaurant,spinach florentine omelet,53,g,470,mg,2060,g,63,g,32,g,14,g,0,g,8,g,8,g,,
72,tgi fridays restaurant,steak and eggs with bacon potatoes and multi grain toast,67,g,485,mg,2820,g,59,g,56,g,20,g,0,g,6,g,9,g,,
73,tgi fridays restaurant,steak and eggs with sausage potatoes and multi grain toast,77,g,490,mg,2730,g,58,g,51,g,23,g,0,g,6,g,8,g,,
74,tgi fridays restaurant,strawberry passion tea,0,g,0,mg,5,g,31,g,0,g,0,g,0,g,1,g,26,g,,
75,tgi fridays restaurant,strawberry waffle,6,g,15,mg,1130,g,77,g,6,g,1.5,g,0,g,3,g,30,g,,
76,tgi fridays restaurant,sweet potato fries,20,g,0,mg,230,g,50,g,3,g,9,g,0,g,6,g,15,g,,
77,tgi fridays restaurant,sweet potato fries add on,20,g,0,mg,230,g,50,g,3,g,9,g,0,g,6,g,15,g,,
78,tgi fridays restaurant,tea apricot,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,
79,tgi fridays restaurant,tea chai,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,
80,tgi fridays restaurant,tea english breakfast,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,
81,tgi fridays restaurant,tea mint green,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,
82,tgi fridays restaurant,the beyond meat cheeseburger with gluten free bun no side,60,g,50,mg,3390,g,55,g,44,g,23,g,0,g,13,g,10,g,,
