,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,corner bakery cafe,avocado salad add on,3.5,g,0,mg,0,g,2,g,0,g,0.5,g,0,g,2,g,0,g,,,,
1,corner bakery cafe,fresh berry grape mix salad add on,0,g,0,mg,0,g,9,g,0,g,0,g,0,g,0.5,g,7,g,,,,
2,corner bakery cafe,genoa salami salad add on,0.4,g,0.0001,mg,21,g,0,g,0.3,g,0.1,g,0,g,0,g,0,g,,,,
3,corner bakery cafe,roasted tomatoes salad add on,0,g,5,mg,65,g,3,g,0,g,0,g,0,g,0.5,g,1,g,,,,
4,corner bakery cafe,cucumber salad add on,0,g,0,mg,0,g,0.5,g,0,g,0,g,0,g,0,g,0,g,,,,
5,corner bakery cafe,dried cranberries salad add on,0,g,0,mg,0,g,12,g,0,g,0,g,0,g,0.5,g,9,g,,,,
6,corner bakery cafe,all natural chicken salad add on,1,g,30,mg,200,g,0.5,g,12,g,0,g,0,g,0,g,0,g,,,,
7,corner bakery cafe,red onion salad add on,0,g,0,mg,0,g,1,g,0,g,0,g,0,g,0,g,0.5,g,,,,
8,corner bakery cafe,strawberries salad add on,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,1,g,3,g,,,,
9,corner bakery cafe,blue cheese salad add on,10,g,25,mg,460,g,0.5,g,7,g,6,g,0,g,0,g,0,g,,,,
10,corner bakery cafe,walnuts salad add on,14,g,0,mg,0,g,3,g,3,g,1.5,g,0,g,2,g,0.5,g,,,,
11,corner bakery cafe,mozzarella cheese salad add on,8,g,25,mg,130,g,2,g,8,g,5,g,0,g,0,g,0,g,,,,
12,corner bakery cafe,mixed berries salad add on,0,g,0,mg,0,g,8,g,0.5,g,0,g,0,g,2,g,5,g,,,,
13,corner bakery cafe,sweet crisps salad add ons,4,g,0,mg,130,g,20,g,2,g,1,g,0,g,1,g,8,g,,,,
14,corner bakery cafe,turkey breast salad add on,0.5,g,25,mg,360,g,0.5,g,8.5,g,0,g,0,g,0,g,0,g,,,,
15,corner bakery cafe,blueberries salad add on,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,0.5,g,3,g,,,,
16,corner bakery cafe,pepperocini salad add on,0,g,0,mg,170,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
17,corner bakery cafe,tortilla strips salad add on,8,g,0,mg,75,g,22,g,2,g,0.5,g,0,g,2,g,0,g,,,,
18,corner bakery cafe,diced tomatoes salad add on,0,g,0,mg,5,g,2,g,0.5,g,0,g,0,g,0.5,g,2,g,,,,
19,corner bakery cafe,granny smith apples salad add on,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,0.5,g,4,g,,,,
20,corner bakery cafe,house dressing,12,g,0,mg,450,g,5,g,0,g,1.5,g,0,g,0,g,4,g,,,,
21,corner bakery cafe,balsamic vinaigrette,5,g,0,mg,210,g,6,g,0,g,1,g,0,g,0,g,5,g,,,,
22,corner bakery cafe,avocado ranch salad dressing,11,g,15,mg,380,g,3,g,1,g,2,g,0,g,0,g,1,g,,,,
23,corner bakery cafe,caesar dressing,20,g,20,mg,340,g,1,g,1,g,3,g,0,g,0,g,1,g,,,,
24,corner bakery cafe,asian dressing,6,g,0,mg,840,g,13,g,1,g,0.5,g,0,g,0,g,10,g,,,,
25,corner bakery cafe,ranch dressing,5,g,15,mg,370,g,3,g,0.5,g,0.5,g,0,g,0,g,0.5,g,,,,
26,corner bakery cafe,chicken chopped salad with house dressing,60,g,110,mg,2710,g,32,g,44,g,16,g,0,g,9,g,19,g,,,,
27,corner bakery cafe,chicken harvest salad with balsamic vinaigrette,40,g,80,mg,1500,g,75,g,37,g,11,g,0,g,8,g,46,g,,,,
28,corner bakery cafe,southwest salad with avocado ranch dressing,42,g,55,mg,1170,g,53,g,17,g,10,g,0,g,9,g,15,g,,,,
29,corner bakery cafe,caesar salad with dressing,52,g,65,mg,1270,g,21,g,16,g,12,g,1,g,4,g,5,g,,,,
30,corner bakery cafe,asian wonton salad with chicken and asian dressing without cheese or bread,17,g,55,mg,2740,g,57,g,36,g,1.5,g,0,g,7,g,32,g,,,,
31,corner bakery cafe,chicken caesar salad with dressing,53,g,120,mg,1680,g,22,g,38,g,12,g,1,g,4,g,5,g,,,,
32,corner bakery cafe,mixed greens salad with house dressing,14,g,0,mg,600,g,15,g,2,g,2,g,0,g,2,g,6,g,,,,
33,corner bakery cafe,spinach sweet crisp salad with strawberry vinaigrette,21,g,25,mg,700,g,68,g,11,g,7,g,0,g,6,g,43,g,,,,
34,corner bakery cafe,turkey breast chopped salad with house dressing,60,g,100,mg,3010,g,32,g,37,g,16,g,0,g,9,g,19,g,,,,
35,corner bakery cafe,roasted garlic shrimp harvest salad with balsamic vinaigrette,44,g,175,mg,1540,g,73,g,32,g,12,g,0,g,8,g,45,g,,,,
36,corner bakery cafe,power caesar salad with dressing,52,g,65,mg,1300,g,20,g,16,g,12,g,1,g,2,g,4,g,,,,
37,corner bakery cafe,garlic shrimp caesar salad with dressing,57,g,210,mg,1720,g,21,g,33,g,14,g,1,g,4,g,5,g,,,,
38,corner bakery cafe,roasted garlic shrimp chopped salad with house dressing,64,g,205,mg,2750,g,30,g,39,g,18,g,0,g,9,g,19,g,,,,
39,corner bakery cafe,turkey breast caesar salad with dressing,53,g,110,mg,1990,g,22,g,31,g,12,g,1,g,4,g,5,g,,,,
40,corner bakery cafe,asian wonton salad with roasted garlic shrimp and asian dressing without cheese or bread,21,g,150,mg,24780,g,55,g,31,g,3.5,g,0,g,7,g,31,g,,,,
41,corner bakery cafe,turkey breast harvest salad with balsamic vinaigrette,40,g,70,mg,1800,g,75,g,30,g,11,g,0,g,8,g,45,g,,,,
42,corner bakery cafe,asian wonton salad with turkey breast and asian dressing without cheese or bread,17,g,45,mg,3050,g,57,g,29,g,1.5,g,0,g,7,g,31,g,,,,
