,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,in n out burger,7up with ice small,0,g,0,mg,45,g,32,g,0,g,0,g,0,g,0,g,32,g
1,in n out burger,7up with ice x large,0,g,0,mg,125,g,84,g,0,g,0,g,0,g,0,g,84,g
2,in n out burger,7up without ice large,0,g,0,mg,125,g,87,g,0,g,0,g,0,g,0,g,87,g
3,in n out burger,7up without ice medium,0,g,0,mg,85,g,58,g,0,g,0,g,0,g,0,g,58,g
4,in n out burger,7up without ice small,0,g,0,mg,60,g,40,g,0,g,0,g,0,g,0,g,40,g
5,in n out burger,7up without ice x large,0,g,0,mg,180,g,121,g,0,g,0,g,0,g,0,g,121,g
6,in n out burger,barqs caffeine free root beer with ice large,0,g,0,mg,65,g,81,g,0,g,0,g,0,g,0,g,81,g
7,in n out burger,barqs caffeine free root beer with ice medium,0,g,0,mg,45,g,56,g,0,g,0,g,0,g,0,g,56,g
8,in n out burger,barqs caffeine free root beer with ice small,0,g,0,mg,30,g,39,g,0,g,0,g,0,g,0,g,39,g
9,in n out burger,barqs caffeine free root beer with ice x large,0,g,0,mg,85,g,107,g,0,g,0,g,0,g,0,g,107,g
10,in n out burger,barqs caffeine free root beer without ice large,0,g,0,mg,90,g,113,g,0,g,0,g,0,g,0,g,113,g
11,in n out burger,barqs caffeine free root beer without ice medium,0,g,0,mg,60,g,75,g,0,g,0,g,0,g,0,g,75,g
12,in n out burger,barqs caffeine free root beer without ice small,0,g,0,mg,40,g,53,g,0,g,0,g,0,g,0,g,53,g
13,in n out burger,barqs caffeine free root beer without ice x large,0,g,0,mg,125,g,158,g,0,g,0,g,0,g,0,g,158,g
14,in n out burger,barqs root beer with ice large,0,g,0,mg,35,g,81,g,0,g,0,g,0,g,0,g,81,g
15,in n out burger,barqs root beer with ice medium,0,g,0,mg,25,g,56,g,0,g,0,g,0,g,0,g,56,g
16,in n out burger,barqs root beer with ice small,0,g,0,mg,15,g,39,g,0,g,0,g,0,g,0,g,39,g
17,in n out burger,barqs root beer with ice x large,0,g,0,mg,45,g,107,g,0,g,0,g,0,g,0,g,107,g
18,in n out burger,barqs root beer without ice large,0,g,0,mg,50,g,113,g,0,g,0,g,0,g,0,g,113,g
19,in n out burger,barqs root beer without ice medium,0,g,0,mg,35,g,75,g,0,g,0,g,0,g,0,g,75,g
20,in n out burger,barqs root beer without ice small,0,g,0,mg,25,g,53,g,0,g,0,g,0,g,0,g,53,g
21,in n out burger,barqs root beer without ice x large,0,g,0,mg,70,g,158,g,0,g,0,g,0,g,0,g,158,g
22,in n out burger,cheeseburger with onion,27,g,60,mg,1000,g,39,g,22,g,10,g,0.5,g,3,g,10,g
23,in n out burger,cheeseburger with onion mustard and ketchup instead of spread,18,g,60,mg,1080,g,41,g,22,g,9,g,0.5,g,3,g,10,g
24,in n out burger,cheeseburger with onion protein style bun replaced with lettuce,25,g,60,mg,720,g,11,g,18,g,9,g,0,g,3,g,7,g
25,in n out burger,chocolate shake,28,g,110,mg,400,g,84,g,10,g,18,g,1,g,1,g,65,g
26,in n out burger,coca cola with ice large,0,g,0,mg,5,g,73,g,0,g,0,g,0,g,0,g,73,g
27,in n out burger,coca cola with ice medium,0,g,0,mg,0,g,51,g,0,g,0,g,0,g,0,g,51,g
28,in n out burger,coca cola with ice small,0,g,0,mg,0,g,35,g,0,g,0,g,0,g,0,g,35,g
29,in n out burger,coca cola with ice x large,0,g,0,mg,10,g,96,g,0,g,0,g,0,g,0,g,96,g
30,in n out burger,coca cola without ice large,0,g,0,mg,10,g,101,g,0,g,0,g,0,g,0,g,101,g
31,in n out burger,coca cola without ice medium,0,g,0,mg,5,g,68,g,0,g,0,g,0,g,0,g,68,g
32,in n out burger,coca cola without ice small,0,g,0,mg,0,g,47,g,0,g,0,g,0,g,0,g,47,g
33,in n out burger,coca cola without ice x large,0,g,0,mg,15,g,142,g,0,g,0,g,0,g,0,g,142,g
34,in n out burger,coffee,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g
35,in n out burger,diet coke with ice large,0,g,0,mg,25,g,0,g,0,g,0,g,0,g,0,g,0,g
36,in n out burger,diet coke with ice medium,0,g,0,mg,15,g,0,g,0,g,0,g,0,g,0,g,0,g
37,in n out burger,diet coke with ice small,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g
38,in n out burger,diet coke with ice x large,0,g,0,mg,30,g,0,g,0,g,0,g,0,g,0,g,0,g
39,in n out burger,diet coke without ice large,0,g,0,mg,35,g,0,g,0,g,0,g,0,g,0,g,0,g
40,in n out burger,diet coke without ice medium,0,g,0,mg,25,g,0,g,0,g,0,g,0,g,0,g,0,g
41,in n out burger,diet coke without ice small,0,g,0,mg,15,g,0,g,0,g,0,g,0,g,0,g,0,g
42,in n out burger,diet coke without ice x large,0,g,0,mg,45,g,1,g,0,g,0,g,0,g,0,g,0,g
43,in n out burger,double double with onion,41,g,120,mg,1440,g,39,g,37,g,18,g,1,g,3,g,10,g
44,in n out burger,double double with onion mustard and ketchup instead of spread,32,g,115,mg,1520,g,41,g,37,g,17,g,1,g,3,g,10,g
45,in n out burger,double double with onion protein style bun replaced with lettuce,39,g,120,mg,1160,g,11,g,33,g,17,g,1,g,3,g,7,g
46,in n out burger,dr pepper with ice large,0,g,0,mg,80,g,72,g,0,g,0,g,0,g,0,g,70,g
47,in n out burger,dr pepper with ice medium,0,g,0,mg,55,g,49,g,0,g,0,g,0,g,0,g,48,g
48,in n out burger,dr pepper with ice small,0,g,0,mg,40,g,36,g,0,g,0,g,0,g,0,g,35,g
49,in n out burger,dr pepper with ice x large,0,g,0,mg,105,g,94,g,0,g,0,g,0,g,0,g,93,g
50,in n out burger,dr pepper without ice large,0,g,0,mg,110,g,98,g,0,g,0,g,0,g,0,g,96,g
51,in n out burger,dr pepper without ice medium,0,g,0,mg,75,g,65,g,0,g,0,g,0,g,0,g,64,g
52,in n out burger,dr pepper without ice small,0,g,0,mg,50,g,46,g,0,g,0,g,0,g,0,g,45,g
53,in n out burger,dr pepper without ice x large,0,g,0,mg,150,g,137,g,0,g,0,g,0,g,0,g,134,g
54,in n out burger,french fries,15,g,0,mg,250,g,52,g,6,g,1.5,g,0,g,6,g,0,g
55,in n out burger,hamburger with onion,19,g,40,mg,650,g,39,g,16,g,5,g,0,g,3,g,10,g
56,in n out burger,hamburger with onion mustard and ketchup instead of spread,10,g,35,mg,730,g,41,g,16,g,4,g,0,g,3,g,10,g
57,in n out burger,hamburger with onion protein style bun replaced with lettuce,17,g,40,mg,370,g,11,g,13,g,4,g,0,g,3,g,7,g
58,in n out burger,hot cocoa,3,g,0,mg,190,g,26,g,2,g,2,g,0,g,2,g,23,g
59,in n out burger,hot cocoa with marshmallows,3,g,0,mg,190,g,32,g,2,g,2,g,0,g,2,g,27,g
60,in n out burger,milk,6,g,30,mg,190,g,18,g,12,g,4,g,0,g,0,g,18,g
61,in n out burger,minute maid light lemonade with ice large,0,g,0,mg,15,g,3,g,0,g,0,g,0,g,0,g,3,g
62,in n out burger,minute maid light lemonade with ice medium,0,g,0,mg,10,g,2,g,0,g,0,g,0,g,0,g,2,g
63,in n out burger,minute maid light lemonade with ice small,0,g,0,mg,5,g,1,g,0,g,0,g,0,g,0,g,1,g
64,in n out burger,minute maid light lemonade with ice x large,0,g,0,mg,20,g,4,g,0,g,0,g,0,g,0,g,4,g
65,in n out burger,minute maid light lemonade without ice large,0,g,0,mg,20,g,4,g,0,g,0,g,0,g,0,g,4,g
66,in n out burger,minute maid light lemonade without ice medium,0,g,0,mg,15,g,3,g,0,g,0,g,0,g,0,g,3,g
67,in n out burger,minute maid light lemonade without ice small,0,g,0,mg,10,g,2,g,0,g,0,g,0,g,0,g,2,g
68,in n out burger,minute maid light lemonade without ice x large,0,g,0,mg,25,g,5,g,0,g,0,g,0,g,0,g,5,g
69,in n out burger,pink lemonade with ice large,0,g,0,mg,40,g,75,g,0,g,0,g,0,g,0,g,70,g
70,in n out burger,pink lemonade with ice medium,0,g,0,mg,30,g,52,g,0,g,0,g,0,g,0,g,49,g
71,in n out burger,pink lemonade with ice small,0,g,0,mg,20,g,37,g,0,g,0,g,0,g,0,g,34,g
72,in n out burger,pink lemonade with ice x large,0,g,0,mg,55,g,100,g,0,g,0,g,0,g,0,g,92,g
73,in n out burger,pink lemonade without ice large,0,g,0,mg,60,g,105,g,0,g,0,g,0,g,0,g,97,g
74,in n out burger,pink lemonade without ice medium,0,g,0,mg,40,g,70,g,0,g,0,g,0,g,0,g,65,g
75,in n out burger,pink lemonade without ice small,0,g,0,mg,25,g,49,g,0,g,0,g,0,g,0,g,45,g
76,in n out burger,pink lemonade without ice x large,0,g,0,mg,80,g,147,g,0,g,0,g,0,g,0,g,136,g
77,in n out burger,strawberry shake,24,g,95,mg,310,g,114,g,8,g,15,g,1,g,0,g,100,g
78,in n out burger,sweet tea with ice large,0,g,0,mg,0,g,47,g,0,g,0,g,0,g,0,g,47,g
79,in n out burger,sweet tea with ice medium,0,g,0,mg,0,g,32,g,0,g,0,g,0,g,0,g,32,g
80,in n out burger,sweet tea with ice small,0,g,0,mg,0,g,22,g,0,g,0,g,0,g,0,g,22,g
81,in n out burger,sweet tea with ice x large,0,g,0,mg,0,g,66,g,0,g,0,g,0,g,0,g,66,g
82,in n out burger,sweet tea without ice large,0,g,0,mg,0,g,105,g,0,g,0,g,0,g,0,g,105,g
83,in n out burger,sweet tea without ice medium,0,g,0,mg,0,g,70,g,0,g,0,g,0,g,0,g,70,g
84,in n out burger,sweet tea without ice small,0,g,0,mg,0,g,49,g,0,g,0,g,0,g,0,g,49,g
85,in n out burger,sweet tea without ice x large,0,g,0,mg,0,g,147,g,0,g,0,g,0,g,0,g,147,g
86,in n out burger,vanilla shake,30,g,120,mg,360,g,65,g,10,g,19,g,1,g,0,g,50,g
87,ihop,original buttermilk pancakes 3 with whipped butter,18,g,80,mg,1560,g,59,g,13,g,7,g,0,g,3,g,11,g
88,ihop,gluten friendly pancakes 4,15,g,80,mg,1140,g,90,g,11,g,6,g,0,g,2,g,17,g
89,ihop,original buttermilk pancakes 2 with whipped butter,12,g,55,mg,1040,g,39,g,9,g,5,g,0,g,2,g,7,g
90,ihop,chocolate chip buttermilk pancakes 4,21,g,85,mg,2000,g,110,g,18,g,8,g,0,g,6,g,41,g
91,ihop,harvest grain n nut pancakes 4,15,g,80,mg,1140,g,90,g,11,g,6,g,0,g,2,g,17,g
92,ihop,double blueberry pancakes 4,23,g,90,mg,2030,g,134,g,17,g,12,g,0,g,4,g,59,g
93,ihop,new york cheesecake pancakes 4,36,g,175,mg,2270,g,130,g,23,g,16,g,0,g,6,g,51,g
94,ihop,strawberry banana pancakes 4,15,g,85,mg,2000,g,120,g,19,g,4.5,g,0,g,8,g,41,g
95,ihop,mexican tres leches pancakes 3,20,g,90,mg,1570,g,76,g,14,g,9,g,0,g,0,g,20,g
96,ihop,chocolate chocolate chip pancakes 4,22,g,85,mg,2000,g,114,g,20,g,9,g,0,g,9,g,41,g
97,ihop,belgian waffle with whipped butter,30,g,160,mg,750,g,69,g,11,g,17,g,1,g,3,g,17,g
98,ihop,gluten friendly belgian waffles with whipped butter,13,g,65,mg,850,g,66,g,8,g,6,g,0,g,2,g,12,g
99,ihop,chocolate chocolate chip pancakes 3,18,g,65,mg,1510,g,90,g,15,g,7,g,0,g,7,g,35,g
100,ihop,chocolate chip buttermilk pancakes 3,17,g,65,mg,1500,g,87,g,14,g,7,g,0,g,5,g,35,g
101,ihop,cupcake pancakes 3,19,g,70,mg,1530,g,108,g,13,g,10,g,0,g,3,g,52,g
102,ihop,harvest grain n nut pancakes 3,34,g,80,mg,1310,g,62,g,16,g,9,g,0.5,g,5,g,15,g
103,ihop,cupcake pancakes 4,23,g,90,mg,2030,g,134,g,17,g,12,g,0,g,4,g,59,g
104,ihop,double blueberry pancakes 3,12,g,65,mg,1520,g,83,g,13,g,3.5,g,0,g,5,g,31,g
105,ihop,french creme brulee pancakes 3,26,g,120,mg,1630,g,87,g,14,g,12,g,0.5,g,3,g,36,g
106,ihop,original buttermilk pancakes 5 with whipped butter,30,g,135,mg,2590,g,98,g,21,g,12,g,0.5,g,5,g,19,g
107,ihop,strawberry banana pancakes 3,12,g,65,mg,1500,g,95,g,14,g,4,g,0,g,7,g,34,g
108,ihop,new york cheesecake pancakes 3,27,g,130,mg,1710,g,101,g,17,g,12,g,0,g,5,g,41,g
109,ihop,mexican tres leches pancakes 4,26,g,115,mg,2080,g,99,g,19,g,11,g,0,g,5,g,26,g
110,ihop,mozza sticks,30,g,145,mg,2070,g,58,g,28,g,12,g,0.5,g,4,g,7,g
111,ihop,appetizer sampler,72,g,180,mg,3760,g,132,g,60,g,18,g,0.5,g,9,g,12,g
112,ihop,breakfast sampler without eggs,56,g,135,mg,2570,g,62,g,32,g,19,g,0.5,g,4,g,10,g
113,ihop,oatmeal with 2 milk and brown sugar,4.5,g,5,mg,125,g,50,g,8,g,1,g,0,g,5,g,20,g
114,ihop,split decision breakfast combo,59,g,205,mg,2020,g,69,g,27,g,24,g,1,g,4,g,18,g
115,ihop,buttermilk biscuits combo with sausage gravy,91,g,100,mg,2920,g,91,g,23,g,36,g,1,g,4,g,4,g
116,ihop,buttermilk biscuits combo with country gravy,81,g,85,mg,2510,g,88,g,20,g,33,g,0.5,g,4,g,4,g
117,ihop,seasoned fries side,15,g,0,mg,1060,g,41,g,4,g,3,g,0,g,4,g,0,g
118,ihop,kids funny face chocolate pancake dinner,36,g,300,mg,920,g,37,g,18,g,17,g,0,g,2,g,18,g
119,ihop,kids jr chicken and waffles as served,30,g,130,mg,1020,g,50,g,23,g,13,g,0.5,g,2,g,9,g
120,ihop,kids black angus jr cheeseburger without sides,36,g,125,mg,1330,g,50,g,32,g,16,g,1.5,g,3,g,18,g
121,ihop,kids macaroni and cheese with apple sauce as served,9,g,15,mg,830,g,58,g,11,g,2.5,g,0,g,3,g,22,g
122,ihop,kids chocolate milk,6,g,25,mg,150,g,40,g,10,g,4,g,0,g,1,g,37,g
123,ihop,kids funny face buttermilk pancake dinner,36,g,300,mg,920,g,36,g,18,g,17,g,0,g,2,g,18,g
124,ihop,kids cupcake pancake combo as served,29,g,280,mg,940,g,58,g,17,g,12,g,0,g,1,g,37,g
