,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,bostons gourmet pizza usa,vanilla ice cream,11,g,0,mg,80,g,25,g,6,g,0,g,0,g,0,g,0,g,,,,
1,bostons gourmet pizza usa,the monster cookie with ice cream and sauce,45,g,0,mg,520,g,136,g,14,g,0,g,0,g,3,g,0,g,,,,
2,bostons gourmet pizza usa,chocolate brownie addiction with ice cream and sauce,44,g,0,mg,750,g,186,g,13,g,0,g,0,g,6,g,0,g,,,,
3,bostons gourmet pizza usa,loaded cheese fries with ranch sauce,130,g,0,mg,4780,g,125,g,56,g,0,g,0,g,10,g,0,g,,,,
4,bostons gourmet pizza usa,kids burger with cheese,36,g,0,mg,810,g,53,g,33,g,0,g,0,g,2,g,0,g,,,,
5,bostons gourmet pizza usa,kids sweet potato fries side,11,g,0,mg,710,g,35,g,3,g,0,g,0,g,4,g,0,g,,,,
6,bostons gourmet pizza usa,kids spaghetti and meatball with pomodoro sauce,28,g,55,mg,1000,g,99,g,25,g,12,g,0,g,6,g,8,g,,,,
7,bostons gourmet pizza usa,kids spaghetti and meatball with bolognese,23,g,50,mg,1270,g,100,g,28,g,7,g,0,g,6,g,7,g,,,,
8,bostons gourmet pizza usa,kids chocolate sundae,15,g,60,mg,80,g,54,g,5,g,9,g,0.3,g,3,g,54,g,,,,
9,bostons gourmet pizza usa,kids mac and cheese,38,g,460,mg,1210,g,93,g,38,g,20,g,0,g,4,g,4,g,,,,
10,bostons gourmet pizza usa,kids spaghetti and meatball with alfredo,46,g,40,mg,1070,g,98,g,30,g,12,g,1,g,5,g,8,g,,,,
11,bostons gourmet pizza usa,kids grilled chicken tenders without sides,4.5,g,75,mg,45,g,0,g,28,g,1.5,g,0,g,0,g,0,g,,,,
12,bostons gourmet pizza usa,kids seasoned french fries,19,g,0,mg,1170,g,39,g,5,g,3,g,0,g,4,g,2,g,,,,
13,bostons gourmet pizza usa,kids vanilla ice cream,11,g,55,mg,80,g,25,g,6,g,7,g,0,g,0,g,25,g,,,,
14,bostons gourmet pizza usa,apples,0,g,0,mg,0,g,7,g,0,g,0,g,0,g,1,g,6,g,,,,
15,bostons gourmet pizza usa,kids steamed broccoli,0,g,0,mg,10,g,2,g,1,g,0,g,0,g,1,g,0,g,,,,
16,bostons gourmet pizza usa,kids mandarin orange side,0,g,0,mg,10,g,14,g,1,g,0,g,0,g,0,g,0,g,,,,
17,bostons gourmet pizza usa,kids pepperoni pizza,35,g,75,mg,1670,g,90,g,42,g,16,g,0,g,4,g,12,g,,,,
18,bostons gourmet pizza usa,kids chicken tenders without sides,16,g,110,mg,480,g,10,g,34,g,2.5,g,0,g,2,g,0,g,,,,
19,bostons gourmet pizza usa,kids carrot and ranch dip side,22,g,0,mg,360,g,14,g,2,g,0,g,0,g,3,g,0,g,,,,
20,bostons gourmet pizza usa,kids caramel sundae,15,g,60,mg,160,g,57,g,5,g,9,g,0.3,g,0,g,39,g,,,,
21,bostons gourmet pizza usa,kids mini cheeseburgers without sides,34,g,90,mg,610,g,37,g,29,g,13,g,2,g,0,g,4,g,,,,
22,bostons gourmet pizza usa,kids strawberry sundae,14,g,60,mg,60,g,35,g,4,g,9,g,0.3,g,0,g,33,g,,,,
