,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,mikes restaurants,kids mini choco fruits french toast,2,g,20,mg,230,g,69,g,6,g,0,g,0,g,3,g,44,g
1,mikes restaurants,kids mini choco fruits pancake,2,g,55,mg,115,g,88,g,8,g,0.5,g,0,g,3,g,57,g
2,mikes restaurants,kids mini choco fruits waffle,12,g,10,mg,560,g,83,g,6,g,1,g,0,g,3,g,48,g
3,mikes restaurants,kids mini sub 1 sub,12,g,30,mg,460,g,19,g,11,g,3.5,g,0,g,1,g,3,g
4,mikes restaurants,kids mini sub 2 sub,23,g,60,mg,910,g,37,g,22,g,7,g,0,g,3,g,6,g
5,mikes restaurants,kids raspberry mikaritas,0,g,0,mg,0,g,19,g,1,g,0,g,0,g,2,g,17,g
6,mikes restaurants,kids say inchcheese inch grilled cheese white bread,15,g,25,mg,1000,g,50,g,15,g,6,g,0,g,4,g,12,g
7,mikes restaurants,kids say inchcheese inch grilled cheese whole wheat bread,16,g,25,mg,1000,g,46,g,15,g,6,g,0,g,5,g,11,g
8,mikes restaurants,kids shirley temple,0,g,0,mg,20,g,23,g,0,g,0,g,0,g,0,g,21,g
9,mikes restaurants,kids spaghettini bolognese,12,g,25,mg,670,g,60,g,18,g,3.5,g,0,g,4,g,5,g
10,mikes restaurants,kids strawberry mikaritas,0,g,0,mg,0,g,19,g,1,g,0,g,0,g,1,g,17,g
11,mikes restaurants,kids sundae caramel coulis,5,g,20,mg,75,g,36,g,1,g,3,g,0,g,0,g,29,g
12,mikes restaurants,kids sundae chocolate coulis,5,g,20,mg,50,g,32,g,1,g,3,g,0,g,1,g,28,g
13,mikes restaurants,kids sundae strawberry coulis,5,g,20,mg,35,g,26,g,1,g,3,g,0,g,0,g,24,g
14,mikes restaurants,kids waffle cut chips,51,g,0,mg,680,g,78,g,7,g,4.5,g,0,g,6,g,1,g
15,mikes restaurants,kids young traditionalist feast with bacon,32,g,200,mg,1000,g,73,g,22,g,7,g,0,g,7,g,11,g
16,mikes restaurants,kids young traditionalist feast with ham,24,g,195,mg,1080,g,75,g,23,g,4.5,g,0,g,7,g,11,g
17,mikes restaurants,kids young traditionalist feast with sausages,34,g,200,mg,990,g,76,g,21,g,7,g,0,g,7,g,11,g
18,mikes restaurants,kids young traditionalist with bacon,27,g,200,mg,720,g,54,g,19,g,6,g,0,g,6,g,8,g
19,mikes restaurants,kids young traditionalist with ham,20,g,200,mg,800,g,56,g,20,g,3.5,g,0,g,6,g,8,g
20,mikes restaurants,kids young traditionalist with sausages,29,g,205,mg,710,g,58,g,18,g,6,g,0,g,6,g,9,g
