,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,mcalisters deli,new york cheesecake with strawberry puree,63,g,320,mg,650,g,81,g,16,g,37,g,2.5,g,2,g,68,g,,
1,mcalisters deli,chocolate lovin spooncake,40,g,145,mg,370,g,77,g,9,g,22,g,0,g,5,g,59,g,,
2,mcalisters deli,new york cheesecake with wildberry puree,63,g,320,mg,650,g,81,g,16,g,37,g,2.5,g,2,g,69,g,,
3,mcalisters deli,crispy marshmallow bar,9,g,25,mg,430,g,85,g,3,g,6,g,0,g,0,g,44,g,,
4,mcalisters deli,kids mac and cheese,20,g,40,mg,780,g,27,g,14,g,8,g,0,g,1,g,7,g,,
5,mcalisters deli,kids toasted cheese sandwich on wheat bread,8,g,10,mg,500,g,42,g,14,g,3,g,0,g,4,g,6,g,,
6,mcalisters deli,kids chicken and broccoli bowl,12,g,70,mg,600,g,8,g,23,g,6,g,0,g,2,g,2,g,,
7,mcalisters deli,kids french bread pizza,20,g,50,mg,1030,g,48,g,22,g,10,g,0,g,3,g,3,g,,
8,mcalisters deli,kids spud,6,g,15,mg,80,g,65,g,8,g,3.5,g,0,g,7,g,4,g,,
9,mcalisters deli,kids roll up sandwich,7,g,5,mg,550,g,35,g,9,g,3.5,g,0,g,4,g,1,g,,
10,mcalisters deli,harvest chicken salad,46,g,65,mg,590,g,19,g,22,g,6,g,0,g,3,g,13,g,,
11,mcalisters deli,wheat wrap 12,7,g,0,mg,750,g,50,g,9,g,3,g,0,g,6,g,0,g,,
12,mcalisters deli,sliced wheat bread,3,g,0,mg,400,g,42,g,8,g,0,g,0,g,4,g,6,g,,
13,mcalisters deli,ciabatta bread,8,g,0,mg,680,g,60,g,13,g,1.5,g,0,g,2,g,2,g,,
14,mcalisters deli,croutons,1.5,g,0,mg,120,g,7,g,1,g,0,g,0,g,0,g,0,g,,
15,mcalisters deli,croissant,15,g,40,mg,320,g,37,g,7,g,8,g,0.5,g,1,g,3,g,,
16,mcalisters deli,bread bowl,4,g,0,mg,1170,g,95,g,16,g,0,g,0,g,4,g,4,g,,
17,mcalisters deli,tuna salad,19,g,70,mg,680,g,6,g,28,g,2.5,g,0,g,0,g,4,g,,
18,mcalisters deli,ro tel cheese sauce for spuds,15,g,50,mg,1190,g,7,g,10,g,10,g,0,g,0,g,6,g,,
19,mcalisters deli,tortilla chips,2,g,0,mg,30,g,5,g,0.5,g,0,g,0,g,0.5,g,0,g,,
20,mcalisters deli,baguette 6,2,g,0,mg,460,g,41,g,7,g,0,g,0,g,3,g,0,g,,
21,mcalisters deli,applewood smoked bacon,2.9,g,8,mg,127,g,0,g,2.4,g,1.2,g,0,g,0,g,0,g,,
22,mcalisters deli,butter packet for spuds,6,g,15,mg,50,g,0,g,0,g,3.5,g,0,g,0,g,0,g,,
23,mcalisters deli,diced red onions,0,g,0,mg,0,g,3,g,0,g,0,g,0,g,0,g,1,g,,
24,mcalisters deli,grilled chicken breast for spuds,2,g,75,mg,560,g,3,g,29,g,0,g,0,g,0,g,1,g,,
25,mcalisters deli,cucumber,0,g,0,mg,0,g,1,g,0,g,0,g,0,g,0,g,1,g,,
26,mcalisters deli,au jus,0,g,0,mg,371,g,0,g,0,g,0,g,0,g,0,g,0,g,,
27,mcalisters deli,praline pecans,10,g,0,mg,150,g,12,g,1,g,1,g,0,g,1,g,10,g,,
28,mcalisters deli,provolone cheese,4,g,10,mg,120,g,0,g,4,g,2.5,g,0,g,0,g,0,g,,
29,mcalisters deli,gorgonzola cheese,8,g,20,mg,320,g,0,g,7,g,5,g,0,g,0,g,0,g,,
30,mcalisters deli,cheddar jack cheese,18,g,50,mg,340,g,2,g,14,g,10,g,0,g,0,g,0,g,,
31,mcalisters deli,swiss cheese,4,g,15,mg,30,g,0,g,4,g,2.5,g,0,g,0,g,0,g,,
32,mcalisters deli,horseradish dijon,13,g,10,mg,250,g,6,g,0,g,2,g,0,g,0,g,5,g,,
33,mcalisters deli,salami,20,g,45,mg,960,g,0,g,11,g,7,g,0,g,0,g,0,g,,
34,mcalisters deli,honey roasted almonds,6,g,0,mg,40,g,6,g,2,g,0,g,0,g,6,g,4,g,,
35,mcalisters deli,fire roasted corn and poblano relish,0.5,g,0,mg,160,g,9,g,1,g,0,g,0,g,1,g,1,g,,
36,mcalisters deli,roasted tri color peppers for spuds,1.5,g,0,mg,280,g,3,g,1,g,0,g,0,g,1,g,2,g,,
37,mcalisters deli,sliced red onions for spuds,0,g,0,mg,0,g,1,g,0,g,0,g,0,g,0,g,1,g,,
38,mcalisters deli,caramelized onions,0,g,0,mg,95,g,3,g,0,g,0,g,0,g,1,g,2,g,,
39,mcalisters deli,black forest ham,3,g,30,mg,450,g,2,g,10,g,1,g,0,g,0,g,2,g,,
40,mcalisters deli,salad mix,0,g,0,mg,75,g,7,g,3,g,0,g,0,g,3,g,3,g,,
41,mcalisters deli,guacamole,7,g,0,mg,210,g,4,g,0,g,0,g,0,g,2,g,0,g,,
42,mcalisters deli,american cheese,12,g,40,mg,580,g,4,g,6,g,7,g,0,g,0,g,2,g,,
43,mcalisters deli,dried cranberries,0.5,g,0,mg,0,g,24,g,0,g,0,g,0,g,1,g,21,g,,
44,mcalisters deli,green bell peppers for spuds,0,g,0,mg,0,g,1,g,0,g,0,g,0,g,0,g,0,g,,
45,mcalisters deli,sour cream,6.2,g,25,mg,18,g,2.5,g,1.2,g,5.1,g,0,g,0,g,2.5,g,,
46,mcalisters deli,butterball smoked turkey,1,g,25,mg,550,g,1,g,9,g,0,g,0,g,0,g,0,g,,
47,mcalisters deli,pepper jack cheese,12,g,40,mg,240,g,0,g,10,g,7,g,0,g,0,g,0,g,,
48,mcalisters deli,parmesan cheese,2.2,g,9,mg,78,g,0,g,2.2,g,1.5,g,0,g,0,g,0,g,,
49,mcalisters deli,pastrami,9,g,70,mg,1380,g,2,g,24,g,3.5,g,0,g,0,g,1,g,,
50,mcalisters deli,sharp cheddar cheese,5,g,10,mg,100,g,0,g,6,g,3,g,0,g,0,g,0,g,,
51,mcalisters deli,diced tomatoes,0,g,0,mg,0,g,2,g,0,g,0,g,0,g,0,g,2,g,,
52,mcalisters deli,spinach for salads,0,g,0,mg,45,g,2,g,2,g,0,g,0,g,1,g,0,g,,
53,mcalisters deli,traditional chili for spuds,24,g,65,mg,1070,g,17,g,20,g,9,g,1,g,5,g,3,g,,
54,mcalisters deli,four cheese sauce for spuds,27,g,0,mg,570,g,5,g,10,g,17,g,1,g,0,g,2,g,,
55,mcalisters deli,broccoli for spuds,0,g,0,mg,25,g,4,g,0,g,0,g,0,g,2,g,1,g,,
56,mcalisters deli,avocado,7,g,0,mg,0,g,4,g,1,g,1,g,0,g,3,g,0,g,,
57,mcalisters deli,balsamic red onions topping,0,g,0,mg,0,g,3,g,0,g,0,g,0,g,0,g,2,g,,
58,mcalisters deli,fresh strawberries,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,1,g,3,g,,
59,mcalisters deli,verde seasoned chicken,1.5,g,55,mg,700,g,3,g,22,g,0,g,0,g,0,g,2,g,,
60,mcalisters deli,oyster crackers,2,g,0,mg,140,g,10,g,1,g,0,g,0,g,0,g,0,g,,
61,mcalisters deli,fresh blueberries,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,0.5,g,3,g,,
