,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
27,mimis cafe,mango flavor cafe latte or iced cappuccino,0,g,0,mg,1,g,0,g,0,g,0,g,0,g,0,g,12,g,,
28,mimis cafe,tangerine flavor cafe latte or iced cappuccino,0,g,0,mg,1,g,11,g,0,g,0,g,0,g,0,g,11,g,,
29,mimis cafe,orange juice large,0,g,0,mg,36,g,47,g,4,g,0,g,0,g,1,g,45,g,,
30,mimis cafe,tomato juice large,0,g,0,mg,1239,g,16,g,3,g,0,g,0,g,3,g,13,g,,
31,mimis cafe,white peach flavor cafe latte or iced cappuccino,0,g,0,mg,1,g,13,g,0,g,0,g,0,g,0,g,12,g,,
32,mimis cafe,hi c fruit punch,0,g,0,mg,11,g,34,g,0,g,0,g,0,g,0,g,34,g,,
33,mimis cafe,tomato juice small,0,g,0,mg,598,g,8,g,1,g,0,g,0,g,1,g,6,g,,
34,mimis cafe,cranberry juice large,0,g,0,mg,63,g,63,g,0,g,0,g,0,g,0,g,63,g,,
35,mimis cafe,grapefruit juice large,0,g,0,mg,27,g,42,g,2,g,0,g,0,g,0,g,31,g,,
36,mimis cafe,fried chicken and waffles with pancakes and syrup,31,g,283,mg,1838,g,193,g,68,g,14,g,0,g,3,g,63,g,,
37,mimis cafe,honey bran muffin,14,g,65,mg,490,g,97,g,11,g,4,g,0,g,2,g,52,g,,
38,mimis cafe,egg white and veggie omelet without sides or toast,9,g,4,mg,820,g,9,g,24,g,3,g,0,g,2,g,2,g,,
39,mimis cafe,blueberry crumble muffin,30,g,109,mg,473,g,74,g,7,g,6,g,0,g,2,g,47,g,,
40,mimis cafe,buttermilk spice muffin,21,g,58,mg,497,g,85,g,9,g,8,g,0,g,2,g,50,g,,
41,mimis cafe,carrot raisin nut muffin,28,g,68,mg,635,g,63,g,6,g,4,g,0,g,2,g,38,g,,
42,mimis cafe,quiche florentine without sides,40,g,247,mg,899,g,50,g,21,g,19,g,0,g,2,g,9,g,,
43,mimis cafe,egg and bacon croissant sandwich without sides,67,g,554,mg,1483,g,40,g,35,g,29,g,1,g,2,g,6,g,,
44,mimis cafe,brioche french toast with whipped margarine and maple syrup,23,g,436,mg,965,g,74,g,23,g,8,g,0,g,3,g,20,g,,
45,mimis cafe,egg spinach and cheese crepes without sides,38,g,686,mg,1087,g,14,g,24,g,17,g,0,g,2,g,4,g,,
46,mimis cafe,eggs benedict on english muffin without sides,43,g,546,mg,2284,g,33,g,36,g,20,g,0,g,1,g,6,g,,
47,mimis cafe,bacon avocado omelet without sides or toast,60,g,1161,mg,1387,g,6,g,50,g,23,g,0,g,4,g,2,g,,
48,mimis cafe,two waffles with whipped margarine and maple syrup,23,g,155,mg,106,g,45,g,8,g,12,g,0,g,1,g,1,g,,
49,mimis cafe,corned beef hash benedict on english muffin without sides,57,g,580,mg,3375,g,45,g,46,g,24,g,0,g,3,g,7,g,,
50,mimis cafe,cinnamon roll french toast,29,g,347,mg,875,g,95,g,20,g,11,g,0,g,3,g,48,g,,
51,mimis cafe,malted berry waffles with seasonal berries and strawberry puree,17,g,155,mg,42,g,60,g,9,g,9,g,0,g,3,g,13,g,,
52,mimis cafe,smoked salmon omelet without sides or toast,30,g,869,mg,1064,g,1,g,33,g,9,g,0,g,0,g,1,g,,
53,mimis cafe,corned beef brisket hash and eggs without sides or toast,43,g,511,mg,2866,g,42,g,39,g,15,g,0,g,5,g,5,g,,
54,mimis cafe,cinnamon brioche roll,20,g,20,mg,520,g,99,g,9,g,8,g,0,g,3,g,52,g,,
55,mimis cafe,fried chicken and waffles without pancakes,31,g,283,mg,1838,g,97,g,68,g,14,g,0,g,3,g,3,g,,
56,mimis cafe,hickory smoked ham and swiss crepes without sides,41,g,208,mg,1548,g,11,g,36,g,23,g,0,g,0,g,3,g,,
57,mimis cafe,four buttermilk griddlecakes with whipped margarine and maple syrup,33,g,111,mg,2207,g,119,g,22,g,7,g,0,g,5,g,27,g,,
58,mimis cafe,pain perdu with mixed berries,38,g,441,mg,1480,g,170,g,34,g,18,g,0,g,7,g,57,g,,
59,mimis cafe,all butter croissant,20,g,55,mg,470,g,38,g,7,g,12,g,1,g,2,g,5,g,,
60,mimis cafe,brown sugar and cranberry oatmeal with milk,6,g,8,mg,462,g,68,g,12,g,2,g,0,g,7,g,30,g,,
61,mimis cafe,mushroom bacon and brie omelet without sides,50,g,875,mg,1144,g,4,g,36,g,20,g,0,g,1,g,1,g,,
62,mimis cafe,smoked salmon benedict on english muffin without sides,39,g,512,mg,1564,g,33,g,30,g,17,g,0,g,1,g,5,g,,
63,mimis cafe,chipotle breakfast burrito without potatoes,74,g,975,mg,3170,g,69,g,66,g,32,g,0,g,7,g,8,g,,
64,mimis cafe,breakfast tacos with salsa and guacamole,72,g,919,mg,3255,g,68,g,54,g,20,g,0,g,7,g,8,g,,
65,mimis cafe,santa fe omelet with guacamole without sides or toast,41,g,880,mg,1471,g,17,g,37,g,17,g,0,g,3,g,4,g,,
66,mimis cafe,buttermilk berry griddle cakes,27,g,111,mg,2143,g,134,g,22,g,4,g,0,g,7,g,39,g,,
67,mimis cafe,chipotle breakfast burrito with roasted potatoes,80,g,975,mg,3762,g,92,g,69,g,32,g,0,g,10,g,10,g,,
68,mimis cafe,tuscan omelet without sides or toast,33,g,859,mg,1181,g,7,g,32,g,12,g,0,g,2,g,4,g,,
69,mimis cafe,hickory smoked ham and eggs without sides or toast,70,g,2032,mg,3325,g,27,g,78,g,21,g,0,g,3,g,7,g,,
70,mimis cafe,buttermilk berry griddlecakes half stack,13,g,56,mg,1071,g,67,g,11,g,2,g,0,g,3,g,20,g,,
71,mimis cafe,pork sausage and eggs without sides or bread,52,g,481,mg,1490,g,24,g,30,g,6,g,0,g,3,g,4,g,,
72,mimis cafe,hickory smoked ham and cheese omelet without sides or toast,40,g,904,mg,1105,g,4,g,38,g,16,g,0,g,1,g,2,g,,
73,mimis cafe,hickory smoked bacon and eggs without sides or toast,37,g,454,mg,1302,g,22,g,25,g,13,g,0,g,3,g,2,g,,
74,mimis cafe,two eggs any style without sides or toast,12,g,424,mg,352,g,1,g,13,g,3,g,0,g,0,g,1,g,,
75,mimis cafe,steak and eggs without french fries,67,g,580,mg,1087,g,1,g,71,g,25,g,0,g,0,g,1,g,,
76,mimis cafe,florentine benedict on english muffin without sides,46,g,501,mg,1277,g,35,g,26,g,22,g,0,g,3,g,5,g,,
77,mimis cafe,all butter croissant with whipped margarine,27,g,55,mg,535,g,38,g,7,g,15,g,1,g,2,g,5,g,,
78,mimis cafe,steak and eggs with french fries,71,g,580,mg,1098,g,33,g,74,g,26,g,0,g,5,g,3,g,,
79,mimis cafe,buttermilk griddlecakes half stack with whipped margarine and maple syrup,20,g,56,mg,1136,g,60,g,11,g,5,g,0,g,3,g,14,g,,
80,mimis cafe,buttermilk berry griddlecakes 4,27,g,111,mg,2143,g,134,g,22,g,4,g,0,g,7,g,39,g,,
81,mimis cafe,mardi gras omelet without sides or toast,45,g,916,mg,1299,g,2,g,42,g,16,g,0,g,1,g,2,g,,
82,mimis cafe,brown sugar and cranberry oatmeal without milk,5,g,4,mg,439,g,66,g,11,g,1,g,0,g,7,g,28,g,,
83,mimis cafe,turkey sausage and eggs without sides or toast,26,g,482,mg,1382,g,24,g,32,g,8,g,0,g,4,g,3,g,,
84,mimis cafe,sour cream,8,g,27,mg,20,g,1,g,1,g,5,g,0,g,0,g,1,g,,
85,mimis cafe,whipped margarine,7,g,0,mg,65,g,0,g,0,g,3,g,0,g,0,g,0,g,,
86,mimis cafe,molten lava cake with vanilla ice cream and drizzle,16,g,23,mg,315,g,86,g,6,g,6,g,0,g,2,g,69,g,,
87,mimis cafe,creme brulee,24,g,60,mg,173,g,40,g,5,g,23,g,0,g,0,g,38,g,,
88,mimis cafe,chocolate chip bread pudding with whiskey sauce,51,g,442,mg,938,g,120,g,21,g,25,g,0,g,2,g,74,g,,
89,mimis cafe,petite chocolate chip croissant bread pudding,19,g,140,mg,294,g,41,g,7,g,11,g,0,g,1,g,26,g,,
90,mimis cafe,petite chocolate custard parfait,44,g,144,mg,47,g,22,g,1,g,32,g,0,g,2,g,19,g,,
91,mimis cafe,petite creme brulee cheesecake slab pie,18,g,49,mg,229,g,29,g,4,g,13,g,0,g,0,g,24,g,,
92,mimis cafe,petite french silk slab pie,31,g,46,mg,152,g,56,g,4,g,21,g,0,g,2,g,43,g,,
93,mimis cafe,petite strawberry cheesecake parfait,31,g,77,mg,229,g,43,g,4,g,22,g,0,g,0,g,37,g,,
94,mimis cafe,french silk slab pie,90,g,130,mg,392,g,150,g,10,g,61,g,0,g,7,g,114,g,,
95,mimis cafe,kids ice cream cup with chocolate sauce,5,g,17,mg,40,g,23,g,3,g,3,g,0,g,0,g,19,g,,
96,mimis cafe,kids chicken tenders without sides or drink,27,g,91,mg,1587,g,30,g,29,g,5,g,0,g,0,g,1,g,,
97,mimis cafe,kids french toast dippers without drink,9,g,211,mg,444,g,37,g,11,g,3,g,0,g,1,g,10,g,,
98,mimis cafe,kids cheese quesadilla without sides or drink,35,g,100,mg,980,g,30,g,26,g,19,g,0,g,2,g,0,g,,
99,mimis cafe,kids house salad,2,g,0,mg,153,g,13,g,4,g,0,g,0,g,2,g,1,g,,
100,mimis cafe,kids mashed potatoes,4,g,5,mg,550,g,21,g,2,g,2,g,0,g,2,g,2,g,,
101,mimis cafe,kids french fries,9,g,0,mg,600,g,29,g,3,g,2,g,0,g,4,g,0,g,,
102,mimis cafe,kids long grain rice,0,g,0,mg,0,g,47,g,4,g,0,g,0,g,0,g,0,g,,
103,mimis cafe,kids kraft macaroni and cheese without sides or drink,11,g,25,mg,830,g,48,g,12,g,3,g,0,g,2,g,11,g,,
104,mimis cafe,kids puppy dog griddlecakes,15,g,65,mg,1084,g,60,g,11,g,3,g,0,g,3,g,13,g,,
105,mimis cafe,kids fruit punch,0,g,0,mg,15,g,10,g,0,g,0,g,0,g,0,g,9,g,,
106,mimis cafe,kids noodle with butter and parmesan cheese sauce,19,g,65,mg,350,g,46,g,13,g,5,g,0,g,2,g,1,g,,
107,mimis cafe,kids waffles without syrup or drink,17,g,104,mg,93,g,30,g,6,g,9,g,0,g,1,g,1,g,,
108,mimis cafe,kids ice cream cup,5,g,17,mg,30,g,11,g,2,g,3,g,0,g,0,g,7,g,,
109,mimis cafe,kids whole milk,12,g,53,mg,188,g,20,g,12,g,8,g,0,g,0,g,18,g,,
110,mimis cafe,kids fettuccini with pomodoro sauce without sides or drink,6,g,0,mg,295,g,50,g,8,g,1,g,0,g,3,g,6,g,,
111,mimis cafe,kids apple sauce,0,g,0,mg,0,g,15,g,0,g,0,g,0,g,1,g,12,g,,
112,mimis cafe,kids lemonade,0,g,0,mg,37,g,23,g,0,g,0,g,0,g,0,g,0,g,,
113,mimis cafe,kids broccoli,9,g,0,mg,113,g,5,g,3,g,4,g,0,g,2,g,1,g,,
114,mimis cafe,kids chocolate chip puppy dog griddlecakes without syrup or drink,23,g,65,mg,1084,g,79,g,11,g,8,g,0,g,3,g,29,g,,
115,mimis cafe,kids cheeseburger without sides or drink,35,g,106,mg,1130,g,34,g,32,g,16,g,0,g,1,g,6,g,,
116,mimis cafe,kids grilled chicken without sides or drink,1,g,58,mg,277,g,0,g,23,g,0,g,0,g,0,g,0,g,,
117,mimis cafe,kids eggs potatoes and bacon without drink,32,g,585,mg,1242,g,21,g,23,g,11,g,0,g,3,g,2,g,,
118,mimis cafe,kids orange juice,0,g,0,mg,30,g,39,g,3,g,0,g,0,g,1,g,38,g,,
119,mimis cafe,kids apple juice drink,0,g,0,mg,15,g,10,g,0,g,0,g,0,g,0,g,9,g,,
120,mimis cafe,kids caesar salad,22,g,17,mg,376,g,11,g,4,g,2,g,0,g,2,g,1,g,,
121,mimis cafe,kids seasonal fruit cup,0,g,0,mg,3,g,7,g,1,g,0,g,0,g,1,g,6,g,,
122,mimis cafe,hibachi plate with grilled chicken,17,g,116,mg,1318,g,109,g,54,g,3,g,0,g,4,g,46,g,,
123,mimis cafe,quiche lorraine without sides,43,g,264,mg,1092,g,50,g,23,g,21,g,0,g,2,g,9,g,,
124,mimis cafe,roasted chicken crepes without sides,37,g,182,mg,763,g,15,g,15,g,18,g,1,g,2,g,5,g,,
125,mimis cafe,french pot roast as served,32,g,153,mg,1819,g,22,g,34,g,12,g,0,g,1,g,6,g,,
126,mimis cafe,slow roasted turkey without sides,32,g,79,mg,2550,g,66,g,36,g,10,g,0,g,5,g,25,g,,
127,mimis cafe,mimis meatloaf without sides,30,g,163,mg,1282,g,15,g,28,g,11,g,0,g,1,g,3,g,,
128,mimis cafe,chicken and shrimp jambalaya with long grain rice,30,g,192,mg,1623,g,73,g,56,g,3,g,0,g,3,g,17,g,,
129,mimis cafe,roasted half chicken as served without sides,57,g,147,mg,1055,g,2,g,37,g,17,g,0,g,0,g,1,g,,
130,mimis cafe,chicken pot pie without sides,56,g,144,mg,2073,g,60,g,33,g,20,g,0,g,5,g,13,g,,
131,mimis cafe,grilled beef liver as served without sides,37,g,640,mg,922,g,34,g,58,g,13,g,0,g,4,g,8,g,,
132,mimis cafe,grilled new york strip steak as served without sides,55,g,156,mg,735,g,1,g,58,g,22,g,0,g,0,g,0,g,,
133,mimis cafe,chicken and shrimp jambalaya with penne pasta,34,g,192,mg,1637,g,61,g,58,g,4,g,0,g,5,g,18,g,,
134,mimis cafe,lunch or dinner quiche lorraine with house salad,55,g,272,mg,1352,g,66,g,27,g,22,g,0,g,4,g,15,g,,
135,mimis cafe,grilled ribeye steak as served without sides,63,g,357,mg,737,g,1,g,75,g,24,g,0,g,0,g,0,g,,
136,mimis cafe,grilled new york strip steak with shrimp skewer without sides,58,g,279,mg,85,g,1,g,75,g,22,g,0,g,0,g,0,g,,
137,mimis cafe,tuscan style grilled chicken with garlic toasted baby baguette,20,g,120,mg,1568,g,50,g,64,g,8,g,0,g,6,g,6,g,,
138,mimis cafe,lunch or dinner quiche lorraine without sides,43,g,264,mg,1092,g,50,g,23,g,21,g,0,g,2,g,9,g,,
139,mimis cafe,roasted chicken crepes with house salad,49,g,191,mg,1043,g,34,g,20,g,20,g,1,g,5,g,12,g,,
140,mimis cafe,poulet a l orange crepes,31,g,205,mg,910,g,64,g,35,g,11,g,0.5,g,3,g,37,g,,
141,mimis cafe,quiche florentine with house salad,52,g,255,mg,1160,g,66,g,25,g,21,g,0,g,4,g,15,g,,
142,mimis cafe,beef pot roast without sides,31,g,150,mg,1110,g,13,g,33,g,12,g,0,g,1,g,4,g,,
143,mimis cafe,tuscan style grilled chicken without sides or toast,18,g,120,mg,1360,g,31,g,51,g,7,g,0,g,6,g,6,g,,
144,mimis cafe,quiche du saison,57,g,225,mg,1160,g,70,g,26,g,24,g,0,g,4,g,11,g,,
145,mimis cafe,grilled barbecue pork loin as served without sides,15,g,80,mg,1170,g,36,g,35,g,6,g,0,g,1,g,32,g,,
146,mimis cafe,lunch or dinner quiche florentine without sides,40,g,247,mg,899,g,50,g,21,g,19,g,0,g,2,g,9,g,,
147,mimis cafe,pot pie nouveau,42,g,125,mg,1380,g,45,g,35,g,18,g,0,g,4,g,9,g,,
148,mimis cafe,blackened ribeye steak as served without sides,63,g,357,mg,403,g,1,g,76,g,24,g,0,g,0,g,0,g,,
149,mimis cafe,chicken cheddar mac,102,g,206,mg,2507,g,64,g,54,g,35,g,1,g,3,g,6,g,,
150,mimis cafe,parmesan crusted chicken pasta,36,g,149,mg,2656,g,155,g,87,g,12,g,0,g,9,g,15,g,,
151,mimis cafe,coastal shrimp pasta,53,g,173,mg,1574,g,99,g,37,g,10,g,0,g,7,g,7,g,,
152,mimis cafe,black and bleu chicken quesadilla,106,g,197,mg,3910,g,66,g,64,g,39,g,0,g,7,g,9,g,,
153,mimis cafe,red wine shallot vinaigrette,26,g,0,mg,336,g,2,g,0,g,2,g,0,g,0,g,1,g,,
154,mimis cafe,ranch dressing,18,g,16,mg,282,g,2,g,1,g,3,g,0,g,0,g,1,g,,
155,mimis cafe,caesar dressing,29,g,23,mg,387,g,0,g,1,g,3,g,0,g,0,g,0,g,,
156,mimis cafe,fat free balsamic vinaigrette,0,g,0,mg,310,g,16,g,0,g,0,g,0,g,0,g,15,g,,
157,mimis cafe,bacon balsamic vinaigrette,26,g,18,mg,484,g,4,g,4,g,4,g,0,g,0,g,4,g,,
158,mimis cafe,thousand island dressing,20,g,13,mg,349,g,6,g,0,g,3,g,0,g,0,g,4,g,,
159,mimis cafe,balsamic vinaigrette,26,g,0,mg,298,g,5,g,0,g,2,g,0,g,0,g,5,g,,
160,mimis cafe,fat free raspberry vinaigrette,0,g,0,mg,255,g,9,g,0,g,0,g,0,g,0,g,8,g,,
161,mimis cafe,honey dijon vinaigrette,17,g,15,mg,135,g,12,g,0,g,2,g,0,g,0,g,11,g,,
162,mimis cafe,mimis chopped cobb salad without dressing,27,g,270,mg,885,g,14,g,25,g,11,g,0,g,6,g,6,g,,
163,mimis cafe,asian chicken chopped salad tossed in sesame dressing without sides,25,g,49,mg,1084,g,45,g,27,g,4,g,0,g,8,g,26,g,,
164,mimis cafe,mediterranean salad with roasted chicken tossed in red wine vinaigrette,36,g,47,mg,1460,g,20,g,20,g,7,g,0,g,6,g,6,g,,
165,mimis cafe,bacon and bleu cheese salad with balsamic dressing,54,g,64,mg,1415,g,38,g,24,g,16,g,0,g,7,g,21,g,,
166,mimis cafe,citrus salmon salad with balsamic vinaigrette without sides,40,g,100,mg,813,g,16,g,37,g,6,g,0,g,4,g,8,g,,
167,mimis cafe,lyonnaise salad tossed in red wine vinaigrette without sides,43,g,241,mg,1359,g,27,g,24,g,10,g,0,g,5,g,3,g,,
168,mimis cafe,petite bacon and bleu cheese salad,20,g,20,mg,495,g,14,g,8,g,5,g,0,g,3,g,7,g,,
169,mimis cafe,caesar salad with caesar dressing,43,g,36,mg,696,g,14,g,8,g,5,g,0,g,4,g,2,g,,
170,mimis cafe,petite house salad,11,g,8,mg,260,g,17,g,4,g,2,g,0,g,3,g,6,g,,
171,mimis cafe,nicoise salad tossed in red win vinaigrette with petite baguette,40,g,252,mg,1697,g,66,g,36,g,7,g,0,g,9,g,5,g,,
172,mimis cafe,petite spinach salad,17,g,228,mg,401,g,5,g,11,g,5,g,0,g,2,g,3,g,,
173,mimis cafe,petite caesar salad,22,g,17,mg,376,g,11,g,4,g,2,g,0,g,2,g,1,g,,
174,mimis cafe,b b l t cafe sandwich with avocado,55,g,65,mg,1755,g,55,g,24,g,14,g,0,g,6,g,8,g,,
175,mimis cafe,roasted turkey club sandwich without sides,62,g,120,mg,2351,g,74,g,45,g,14,g,0,g,6,g,3,g,,
176,mimis cafe,french dip sandwich without sides,10,g,75,mg,1972,g,69,g,42,g,4,g,0,g,2,g,3,g,,
177,mimis cafe,roasted chicken croque monsieur sandwich without sides,64,g,194,mg,2269,g,56,g,70,g,30,g,0,g,4,g,3,g,,
178,mimis cafe,tuna and cheddar melt sandwich without sides,48,g,105,mg,1449,g,36,g,37,g,19,g,0,g,1,g,2,g,,
179,mimis cafe,turkey royale sandwich without sides,44,g,52,mg,986,g,76,g,19,g,7,g,0,g,7,g,27,g,,
180,mimis cafe,turkey pesto ciabatta sandwich without sides,62,g,102,mg,2152,g,71,g,44,g,15,g,0,g,5,g,5,g,,
181,mimis cafe,brioche cheeseburger without sides,41,g,128,mg,1144,g,56,g,43,g,15,g,0,g,2,g,11,g,,
182,mimis cafe,five way grilled cheese sandwich without sides,44,g,84,mg,1125,g,35,g,33,g,24,g,0,g,0,g,1,g,,
183,mimis cafe,the french quarter burger without sides,90,g,197,mg,1868,g,48,g,66,g,33,g,0,g,6,g,6,g,,
184,mimis cafe,west coast reuben sandwich without sides,75,g,168,mg,2718,g,97,g,62,g,27,g,0,g,11,g,11,g,,
185,mimis cafe,mushroom and brie burger without sides,51,g,143,mg,1246,g,51,g,50,g,21,g,0,g,4,g,2,g,,
186,mimis cafe,chicken cordon bleu sandwich without sides,45,g,143,mg,2941,g,96,g,64,g,16,g,0,g,4,g,5,g,,
187,mimis cafe,petite tuna and cheddar melt sandwich,24,g,52,mg,725,g,18,g,19,g,10,g,0,g,0,g,1,g,,
188,mimis cafe,petite french dip sandwich,8,g,46,mg,1317,g,37,g,21,g,2,g,0,g,1,g,3,g,,
189,mimis cafe,hickory bacon cheddar burger without sides,50,g,163,mg,1761,g,68,g,54,g,21,g,0,g,2,g,22,g,,
190,mimis cafe,egg in hole sandwich without sides,42,g,314,mg,2642,g,59,g,43,g,15,g,0,g,6,g,5,g,,
191,mimis cafe,petite west coast reuben sandwich,39,g,99,mg,1712,g,49,g,35,g,14,g,0,g,5,g,6,g,,
192,mimis cafe,pertite five way grilled cheese sandwich,22,g,42,mg,562,g,18,g,17,g,12,g,0,g,0,g,1,g,,
193,mimis cafe,petiteturkey royale sandwich,32,g,42,mg,694,g,43,g,14,g,5,g,0,g,4,g,17,g,,
194,mimis cafe,mushroom steak topper,17,g,0,mg,180,g,3,g,2,g,7,g,0,g,1,g,1,g,,
195,mimis cafe,onion steak topper,17,g,0,mg,180,g,3,g,2,g,7,g,0,g,1,g,1,g,,
196,mimis cafe,mushroom and onion steak topper,16,g,0,mg,158,g,5,g,2,g,7,g,0,g,1,g,2,g,,
197,mimis cafe,beer battered fish and fries,78,g,42,mg,1723,g,79,g,35,g,11,g,0,g,7,g,7,g,,
198,mimis cafe,hibachi plate with grilled salmon,33,g,101,mg,1525,g,109,g,43,g,6,g,0,g,4,g,46,g,,
199,mimis cafe,hibachi plate with grilled shrimp,22,g,247,mg,2451,g,110,g,42,g,3,g,0,g,4,g,46,g,,
200,mimis cafe,fire grilled shrimp brochette without sides,13,g,246,mg,1027,g,5,g,33,g,2,g,0,g,1,g,1,g,,
201,mimis cafe,grilled atlantic salmon without sides,20,g,100,mg,313,g,0,g,34,g,4,g,0,g,0,g,0,g,,
202,mimis cafe,calamari,9,g,463,mg,1184,g,32,g,35,g,2,g,0,g,3,g,3,g,,
203,mimis cafe,grilled atlantic salmon with shrimp skewer without sides,23,g,223,mg,433,g,1,g,50,g,5,g,0,g,0,g,0,g,,
204,mimis cafe,thai chicken wrap without sides,23,g,58,mg,2814,g,106,g,38,g,4,g,0,g,3,g,20,g,,
205,mimis cafe,pancake and waffle syrup,0,g,0,mg,0,g,57,g,0,g,0,g,0,g,0,g,40,g,,
206,mimis cafe,add onions and mushrooms to roasted potatoes,5,g,0,mg,590,g,23,g,3,g,1,g,0,g,4,g,2,g,,
207,mimis cafe,add onions and mushrooms to roasted potatoes with caramelized onions,7,g,0,mg,600,g,26,g,3,g,2,g,0,g,4,g,3,g,,
208,mimis cafe,add onions and mushrooms to roasted potatoes with sauteed mushrooms,7,g,0,mg,610,g,24,g,3,g,2,g,0,g,4,g,2,g,,
209,mimis cafe,apple juice large,0,g,0,mg,0,g,53,g,0,g,0,g,0,g,0,g,51,g,,
210,mimis cafe,apple juice small,0,g,0,mg,0,g,25,g,0,g,0,g,0,g,0,g,25,g,,
211,mimis cafe,arnold palmer,0,g,0,mg,30,g,16,g,0,g,0,g,0,g,0,g,16,g,,
212,mimis cafe,bacon avocado omelet,60,g,1160,mg,1390,g,6,g,50,g,23,g,0,g,4,g,2,g,,
213,mimis cafe,bacon avocado omelet with roasted potatoes,65,g,1160,mg,1980,g,30,g,53,g,24,g,0,g,8,g,3,g,,
214,mimis cafe,bacon ham and sausage omelet,45,g,915,mg,1320,g,3,g,42,g,16,g,0,g,1,g,2,g,,
215,mimis cafe,bacon ham and sausage omelet with roasted potatoes,50,g,915,mg,1910,g,26,g,45,g,17,g,0,g,4,g,3,g,,
