,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
84,cold stone creamery,peanut butter playground cake large rectangle,23,g,45,mg,260,g,43,g,7,g,10,g,0,g,2,g,34,g,,
85,cold stone creamery,peanut butter playground cake large round,27,g,50,mg,280,g,49,g,8,g,12,g,0,g,2,g,39,g,,
86,cold stone creamery,peanut butter playground cake petite,36,g,65,mg,510,g,75,g,11,g,16,g,1,g,4,g,57,g,,
87,cold stone creamery,peanut butter playground cake small rectangle,27,g,50,mg,310,g,52,g,8,g,12,g,0,g,3,g,41,g,,
88,cold stone creamery,peanut butter playground cake small round,31,g,50,mg,330,g,58,g,9,g,13,g,0,g,3,g,45,g,,
89,cold stone creamery,peanut butter yogurt gotta have it,15,g,0,mg,440,g,93,g,18,g,3,g,0,g,2,g,74,g,,
90,cold stone creamery,peanut butter yogurt kids,3.5,g,0,mg,110,g,23,g,4,g,0.5,g,0,g,0,g,18,g,,
91,cold stone creamery,peanut butter yogurt like it,6,g,0,mg,180,g,39,g,7,g,1,g,0,g,1,g,31,g,,
92,cold stone creamery,peanut butter yogurt love it,10,g,0,mg,290,g,62,g,12,g,2,g,0,g,1,g,49,g,,
93,cold stone creamery,peanut mandms,5,g,0,mg,10,g,12,g,2,g,2,g,0,g,1,g,10,g,,
94,cold stone creamery,peanuts,7,g,0,mg,0,g,3,g,4,g,1,g,0,g,1,g,1,g,,
95,cold stone creamery,peppermint mocha ice cream gotta have it,46,g,180,mg,250,g,84,g,13,g,31,g,1.5,g,0,g,75,g,,
96,cold stone creamery,peppermint mocha ice cream kids,12,g,45,mg,60,g,21,g,3,g,8,g,0,g,0,g,19,g,,
97,cold stone creamery,peppermint mocha ice cream like it,19,g,75,mg,100,g,35,g,5,g,13,g,0.5,g,0,g,31,g,,
98,cold stone creamery,peppermint mocha ice cream love it,31,g,120,mg,160,g,56,g,9,g,21,g,1,g,0,g,50,g,,
99,cold stone creamery,perfect duet cookie sandwich,24,g,70,mg,410,g,65,g,6,g,14,g,0,g,4,g,45,g,,
100,cold stone creamery,pina colada ice cream gotta have it,38,g,150,mg,220,g,82,g,10,g,24,g,1,g,0,g,75,g,,
101,cold stone creamery,pina colada ice cream kids,10,g,40,mg,55,g,20,g,3,g,6,g,0,g,0,g,19,g,,
102,cold stone creamery,pina colada ice cream like it,16,g,65,mg,90,g,34,g,4,g,10,g,0,g,0,g,32,g,,
103,cold stone creamery,pina colada ice cream love it,25,g,100,mg,140,g,55,g,7,g,16,g,0.5,g,0,g,50,g,,
104,cold stone creamery,pineapple sweet and tart yogurt kids,0,g,0,mg,75,g,22,g,3,g,0,g,0,g,0,g,18,g,,
105,cold stone creamery,pineapple blueberry smoothie 12 oz,5,g,0,mg,160,g,49,g,1,g,5,g,0,g,2,g,37,g,,
106,cold stone creamery,pineapple blueberry smoothie 20 oz,9,g,0,mg,260,g,88,g,1,g,8,g,0,g,3,g,68,g,,
107,cold stone creamery,pineapple tidbits,0,g,0,mg,0,g,4,g,0,g,0,g,0,g,0,g,4,g,,
108,cold stone creamery,pineapple upside down cake ice cream gotta have it,44,g,155,mg,390,g,99,g,12,g,26,g,2.5,g,1,g,79,g,,
109,cold stone creamery,pineapple upside down cake ice cream kids,11,g,40,mg,95,g,25,g,3,g,7,g,0.5,g,0,g,20,g,,
110,cold stone creamery,pineapple upside down cake ice cream like it,18,g,65,mg,160,g,41,g,5,g,11,g,1,g,0,g,33,g,,
111,cold stone creamery,pineapple upside down cake ice cream love it,29,g,105,mg,260,g,66,g,8,g,17,g,2,g,1,g,53,g,,
112,cold stone creamery,pistachio ice cream gotta have it,49,g,195,mg,270,g,86,g,13,g,31,g,1.5,g,0,g,78,g,,
113,cold stone creamery,pistachio ice cream kids,12,g,50,mg,70,g,22,g,3,g,8,g,0,g,0,g,20,g,,
114,cold stone creamery,pistachio ice cream like it,21,g,80,mg,115,g,36,g,5,g,13,g,0.5,g,0,g,33,g,,
115,cold stone creamery,pistachio ice cream love it,33,g,130,mg,180,g,57,g,9,g,21,g,1,g,0,g,52,g,,
116,cold stone creamery,pistachio pudding ice cream gotta have it,45,g,170,mg,670,g,116,g,11,g,27,g,1,g,0,g,99,g,,
117,cold stone creamery,pistachio pudding ice cream kids,11,g,45,mg,170,g,29,g,3,g,7,g,0,g,0,g,25,g,,
118,cold stone creamery,pistachio pudding ice cream like it,19,g,70,mg,280,g,48,g,5,g,11,g,0,g,0,g,42,g,,
119,cold stone creamery,pistachio pudding ice cream love it,30,g,115,mg,450,g,77,g,8,g,18,g,1,g,0,g,66,g,,
120,cold stone creamery,pistachios,7,g,0,mg,55,g,4,g,3,g,1,g,0,g,2,g,1,g,,
121,cold stone creamery,plain tart yogurt gotta have it,0,g,0,mg,340,g,93,g,12,g,0,g,0,g,0,g,76,g,,
122,cold stone creamery,plain tart yogurt kids,0,g,0,mg,85,g,23,g,3,g,0,g,0,g,0,g,19,g,,
123,cold stone creamery,plain tart yogurt like it,0,g,0,mg,140,g,39,g,5,g,0,g,0,g,0,g,32,g,,
124,cold stone creamery,plain tart yogurt love it,0,g,0,mg,230,g,62,g,8,g,0,g,0,g,0,g,51,g,,
125,cold stone creamery,pretzels,0,g,0,mg,170,g,7,g,1,g,0,g,0,g,0,g,0,g,,
126,cold stone creamery,pumpkin cheesecake ice cream gotta have it,44,g,175,mg,350,g,90,g,12,g,28,g,1,g,0,g,78,g,,
127,cold stone creamery,pumpkin cheesecake ice cream kids,11,g,45,mg,85,g,23,g,3,g,7,g,0,g,0,g,20,g,,
128,cold stone creamery,pumpkin cheesecake ice cream like it,18,g,70,mg,140,g,38,g,5,g,12,g,0,g,0,g,33,g,,
129,cold stone creamery,pumpkin cheesecake ice cream love it,29,g,115,mg,230,g,60,g,8,g,19,g,1,g,0,g,52,g,,
130,cold stone creamery,pumpkin ice cream gotta have it,37,g,150,mg,320,g,84,g,10,g,24,g,1,g,1,g,76,g,,
131,cold stone creamery,pumpkin ice cream kids,9,g,35,mg,80,g,21,g,2,g,6,g,0,g,0,g,19,g,,
132,cold stone creamery,pumpkin ice cream like it,16,g,60,mg,135,g,35,g,4,g,10,g,0,g,0,g,32,g,,
133,cold stone creamery,pumpkin ice cream love it,25,g,100,mg,220,g,56,g,7,g,16,g,0.5,g,1,g,51,g,,
134,cold stone creamery,pumpkin pie,15,g,20,mg,150,g,34,g,3,g,10,g,2,g,1,g,25,g,,
135,cold stone creamery,pumpkin yogurt gotta have it,0,g,0,mg,380,g,84,g,10,g,0,g,0,g,1,g,68,g,,
136,cold stone creamery,pumpkin yogurt kids,0,g,0,mg,95,g,21,g,3,g,0,g,0,g,0,g,17,g,,
137,cold stone creamery,pumpkin yogurt like it,0,g,0,mg,160,g,35,g,4,g,0,g,0,g,1,g,28,g,,
138,cold stone creamery,pumpkin yogurt love it,0,g,0,mg,250,g,56,g,7,g,0,g,0,g,1,g,45,g,,
139,cold stone creamery,rainbow sprinkles,3,g,0,mg,0,g,13,g,0,g,2.5,g,0,g,0,g,8,g,,
140,cold stone creamery,raisins,0,g,0,mg,0,g,17,g,1,g,0,g,0,g,1,g,13,g,,
141,cold stone creamery,raspberries,0,g,0,mg,0,g,4,g,1,g,0,g,0,g,1,g,2,g,,
142,cold stone creamery,raspberry sweet and tart yogurt kids,0,g,0,mg,85,g,26,g,3,g,0,g,0,g,0,g,20,g,,
143,cold stone creamery,raspberry sweet and tart yogurt love it,0,g,0,mg,230,g,68,g,8,g,0,g,0,g,0,g,52,g,,
144,cold stone creamery,raspberry ice cream gotta have it,46,g,185,mg,270,g,94,g,12,g,29,g,1,g,0,g,79,g,,
145,cold stone creamery,raspberry ice cream kids,12,g,45,mg,70,g,24,g,3,g,7,g,0,g,0,g,20,g,,
146,cold stone creamery,raspberry ice cream like it,19,g,75,mg,115,g,39,g,5,g,12,g,0.5,g,0,g,33,g,,
147,cold stone creamery,raspberry ice cream love it,31,g,120,mg,180,g,63,g,8,g,20,g,1,g,0,g,53,g,,
148,cold stone creamery,raspberry truffle temptation cake large rectangle,19,g,45,mg,210,g,45,g,5,g,9,g,0,g,1,g,34,g,,
149,cold stone creamery,raspberry truffle temptation cake large round,23,g,50,mg,250,g,54,g,6,g,11,g,0,g,2,g,41,g,,
150,cold stone creamery,raspberry truffle temptation cake petite,31,g,70,mg,430,g,81,g,9,g,15,g,0,g,3,g,59,g,,
151,cold stone creamery,raspberry truffle temptation cake small rectangle,22,g,50,mg,260,g,52,g,6,g,11,g,0,g,2,g,39,g,,
152,cold stone creamery,raspberry truffle temptation cake small round,26,g,50,mg,250,g,59,g,6,g,12,g,0,g,3,g,45,g,,
153,cold stone creamery,red velvet cake ice cream gotta have it,46,g,175,mg,590,g,105,g,15,g,27,g,1,g,1,g,83,g,,
154,cold stone creamery,red velvet cake ice cream kids,12,g,45,mg,150,g,26,g,4,g,7,g,0,g,0,g,21,g,,
155,cold stone creamery,red velvet cake ice cream like it,19,g,75,mg,250,g,44,g,6,g,11,g,0,g,0,g,35,g,,
156,cold stone creamery,red velvet cake ice cream love it,31,g,120,mg,390,g,70,g,10,g,18,g,0.5,g,1,g,55,g,,
157,cold stone creamery,reeses chocolate peanut butter dream shake with whipped topping 12 oz,80,g,140,mg,480,g,91,g,22,g,41,g,1,g,5,g,77,g,,
158,cold stone creamery,reeses chocolate peanut butter dream shake with whipped topping 20 oz,120,g,235,mg,750,g,144,g,35,g,60,g,2,g,8,g,125,g,,
159,cold stone creamery,reeses chocolate peanut butter dream shake 12 oz,70,g,140,mg,470,g,80,g,22,g,31,g,1,g,5,g,70,g,,
160,cold stone creamery,reeses chocolate peanut butter dream shake 20 oz,110,g,235,mg,740,g,134,g,34,g,50,g,1.5,g,8,g,118,g,,
161,cold stone creamery,reeses peanut butter awesome sauce gotta have it,82,g,200,mg,550,g,111,g,24,g,39,g,1.5,g,2,g,97,g,,
162,cold stone creamery,reeses peanut butter awesome sauce like it,37,g,85,mg,250,g,48,g,11,g,17,g,1.5,g,1,g,42,g,,
163,cold stone creamery,reeses peanut butter awesome sauce love it,65,g,135,mg,460,g,82,g,19,g,28,g,1,g,2,g,71,g,,
164,cold stone creamery,reeses peanut butter cup ice cream gotta have it,58,g,165,mg,420,g,84,g,17,g,32,g,1,g,1,g,76,g,,
165,cold stone creamery,reeses peanut butter cup ice cream kids,15,g,40,mg,105,g,21,g,4,g,8,g,0,g,0,g,19,g,,
166,cold stone creamery,reeses peanut butter cup ice cream like it,24,g,70,mg,180,g,35,g,7,g,13,g,0,g,0,g,32,g,,
167,cold stone creamery,reeses peanut butter cup ice cream love it,39,g,110,mg,280,g,56,g,11,g,21,g,1,g,1,g,51,g,,
168,cold stone creamery,reeses peanut butter cups,10,g,0,mg,115,g,18,g,3,g,3.5,g,0,g,1,g,15,g,,
169,cold stone creamery,reeses peanut butter ice cream cups,26,g,10,mg,190,g,20,g,8,g,8,g,0,g,2,g,16,g,,
170,cold stone creamery,reeses peanut butter sauce,11,g,0,mg,85,g,3,g,4,g,2,g,0,g,1,g,2,g,,
171,cold stone creamery,reeses pieces,4.5,g,0,mg,20,g,12,g,2,g,4,g,0,g,0,g,10,g,,
172,cold stone creamery,rich and dreamy cake large round,22,g,50,mg,250,g,50,g,6,g,13,g,0,g,2,g,40,g,,
173,cold stone creamery,rich and dreamy cake small rectangle,20,g,55,mg,280,g,49,g,6,g,12,g,0,g,2,g,39,g,,
174,cold stone creamery,rich and dreamy cake small round,23,g,55,mg,280,g,54,g,6,g,13,g,0,g,2,g,43,g,,
175,cold stone creamery,richs on top whipped topping,3,g,0,mg,0,g,3,g,0,g,3,g,0,g,0,g,3,g,,
176,cold stone creamery,roasted almonds salted,7,g,0,mg,55,g,3,g,3,g,0.5,g,0,g,2,g,1,g,,
177,cold stone creamery,rum raisin ice cream gotta have it,49,g,195,mg,270,g,87,g,13,g,31,g,1.5,g,0,g,79,g,,
178,cold stone creamery,rum raisin ice cream kids,12,g,50,mg,70,g,22,g,3,g,8,g,0,g,0,g,20,g,,
179,cold stone creamery,rum raisin ice cream like it,20,g,80,mg,115,g,37,g,5,g,13,g,0.5,g,0,g,33,g,,
180,cold stone creamery,rum raisin ice cream love it,33,g,130,mg,180,g,58,g,9,g,21,g,1,g,0,g,53,g,,
181,cold stone creamery,smore some more pie,14,g,25,mg,140,g,34,g,3,g,9,g,2,g,1,g,24,g,,
182,cold stone creamery,salted caramel ice cream gotta have it,45,g,200,mg,690,g,102,g,12,g,28,g,1,g,0,g,87,g,,
183,cold stone creamery,salted caramel ice cream kids,11,g,50,mg,170,g,26,g,3,g,7,g,0,g,0,g,22,g,,
184,cold stone creamery,salted caramel ice cream like it,19,g,85,mg,290,g,43,g,5,g,12,g,0,g,0,g,36,g,,
185,cold stone creamery,salted caramel ice cream love it,30,g,135,mg,460,g,68,g,8,g,19,g,1,g,0,g,58,g,,
186,cold stone creamery,salted caramel with a twist cake large rectangle,16,g,50,mg,250,g,41,g,4,g,10,g,0,g,1,g,31,g,,
187,cold stone creamery,salted caramel with a twist cake large round,18,g,50,mg,290,g,48,g,5,g,11,g,0,g,1,g,36,g,,
188,cold stone creamery,salted caramel with a twist cake petite,25,g,70,mg,560,g,78,g,8,g,14,g,0,g,2,g,53,g,,
189,cold stone creamery,salted caramel with a twist cake small rectangle,17,g,55,mg,300,g,48,g,5,g,10,g,0,g,1,g,35,g,,
190,cold stone creamery,salted caramel with a twist cake small round,18,g,50,mg,300,g,49,g,5,g,11,g,0,g,1,g,36,g,,
191,cold stone creamery,salted caramel yogurt gotta have it,1.5,g,25,mg,770,g,101,g,12,g,1,g,0,g,0,g,77,g,,
192,cold stone creamery,salted caramel yogurt kids,0,g,5,mg,190,g,25,g,3,g,0,g,0,g,0,g,19,g,,
193,cold stone creamery,salted caramel yogurt like it,0.5,g,10,mg,320,g,42,g,5,g,0,g,0,g,0,g,32,g,,
194,cold stone creamery,salted caramel yogurt love it,1,g,20,mg,510,g,67,g,8,g,0.5,g,0,g,0,g,52,g,,
195,cold stone creamery,salted cashews,5,g,0,mg,45,g,4,g,2,g,1,g,0,g,0,g,0,g,,
196,cold stone creamery,salted chocolate caramel ice cream gotta have it,56,g,170,mg,600,g,103,g,13,g,31,g,1,g,2,g,89,g,,
197,cold stone creamery,salted chocolate caramel ice cream kids,14,g,40,mg,150,g,26,g,3,g,8,g,0,g,0,g,22,g,,
198,cold stone creamery,salted chocolate caramel ice cream like it,23,g,70,mg,250,g,43,g,5,g,13,g,0,g,1,g,37,g,,
199,cold stone creamery,salted chocolate caramel ice cream love it,37,g,115,mg,400,g,69,g,8,g,20,g,1,g,1,g,60,g,,
200,cold stone creamery,salted pecans,10,g,0,mg,55,g,2,g,1,g,1,g,0,g,1,g,1,g,,
201,cold stone creamery,savory strawberry shake with whipped topping 12 oz,47,g,140,mg,230,g,84,g,12,g,33,g,1,g,1,g,75,g,,
202,cold stone creamery,savory strawberry shake with whipped topping 20 oz,71,g,235,mg,370,g,133,g,19,g,48,g,1.5,g,2,g,119,g,,
203,cold stone creamery,savory strawberry shake 12 oz,37,g,140,mg,220,g,73,g,11,g,23,g,1,g,1,g,65,g,,
204,cold stone creamery,savory strawberry shake 20 oz,61,g,235,mg,360,g,123,g,18,g,38,g,1.5,g,2,g,108,g,,
205,cold stone creamery,sea salt fudge ice cream gotta have it,46,g,175,mg,830,g,87,g,13,g,31,g,1.5,g,0,g,81,g,,
206,cold stone creamery,sea salt fudge ice cream kids,11,g,45,mg,210,g,22,g,3,g,0,g,8,g,0,g,20,g,,
207,cold stone creamery,sea salt fudge ice cream like it,19,g,70,mg,350,g,36,g,5,g,13,g,0,g,0,g,34,g,,
208,cold stone creamery,sea salt fudge ice cream love it,30,g,115,mg,550,g,58,g,9,g,21,g,1,g,0,g,54,g,,
209,cold stone creamery,sea salt sweet cream ice cream gotta have it,50,g,195,mg,730,g,86,g,13,g,31,g,1.5,g,0,g,78,g,,
210,cold stone creamery,sea salt sweet cream ice cream kids,12,g,50,mg,180,g,22,g,3,g,8,g,0,g,0,g,20,g,,
211,cold stone creamery,sea salt sweet cream ice cream like it,21,g,80,mg,310,g,36,g,5,g,13,g,0.5,g,0,g,33,g,,
212,cold stone creamery,sea salt sweet cream ice cream love it,33,g,130,mg,490,g,57,g,9,g,21,g,1,g,0,g,52,g,,
213,cold stone creamery,sea salt vanilla bean ice cream gotta have it,47,g,120,mg,810,g,78,g,10,g,31,g,0,g,1,g,76,g,,
