,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,golden corral,smoked bbq turkey breast,4,g,55,mg,700,g,3,g,19,g,1,g,0,g,0,g,1,g,,,,
1,golden corral,smoked bbq wings,11,g,105,mg,220,g,2,g,17,g,3,g,0,g,0,g,2,g,,,,
2,golden corral,smoked beef short ribs,27,g,95,mg,460,g,0,g,25,g,11,g,2,g,0,g,0,g,,,,
3,golden corral,smoked brisket,17,g,75,mg,130,g,0,g,21,g,7,g,1,g,0,g,0,g,,,,
4,golden corral,smoked cajun sausage,30,g,60,mg,560,g,0,g,11,g,14,g,0,g,0,g,0,g,,,,
5,golden corral,smoked chicken dark meat,11,g,95,mg,670,g,0,g,18,g,3.5,g,0,g,0,g,0,g,,,,
6,golden corral,smoked chicken white meat,6,g,85,mg,340,g,0,g,23,g,2,g,0,g,0,g,0,g,,,,
7,golden corral,smoked pitt ham,6,g,50,mg,1070,g,1,g,14,g,2,g,0,g,0,g,1,g,,,,
8,golden corral,smoked pork spare ribs,76,g,195,mg,1220,g,1,g,46,g,28,g,0,g,0,g,1,g,,,,
9,golden corral,smoked sausage,16,g,35,mg,530,g,3,g,6,g,6,g,0,g,0,g,1,g,,,,
10,golden corral,smoked sausage with onions and peppers,19,g,40,mg,640,g,4,g,8,g,7,g,0,g,0,g,2,g,,,,
11,golden corral,smoked sausage with sauerkraut,16,g,35,mg,1660,g,10,g,7,g,6,g,0,g,5,g,2,g,,,,
12,golden corral,smoked texas bbq beef,17,g,80,mg,105,g,0,g,25,g,7,g,1.5,g,0,g,0,g,,,,
13,golden corral,smokehouse baby back ribs,17,g,115,mg,240,g,3,g,33,g,6,g,0,g,1,g,3,g,,,,
14,golden corral,smokehouse beef flatbread,10,g,35,mg,400,g,10,g,10,g,5,g,0,g,1,g,2,g,,,,
15,golden corral,smokehouse boneless beef ribs,8,g,60,mg,880,g,12,g,23,g,3.5,g,0,g,0,g,11,g,,,,
16,golden corral,smokehouse chicken flatbread,11,g,45,mg,560,g,11,g,12,g,6,g,0,g,1,g,2,g,,,,
17,golden corral,smokehouse macaroni and cheese,20,g,45,mg,630,g,13,g,15,g,8,g,0.5,g,1,g,2,g,,,,
18,golden corral,smokehouse pork flatbread,6,g,20,mg,300,g,10,g,8,g,3,g,0,g,1,g,2,g,,,,
19,golden corral,smokey cheese potato bake,8,g,25,mg,490,g,14,g,8,g,4,g,0,g,1,g,2,g,,,,
20,golden corral,smothered chopped steaks,18,g,0,mg,420,g,4,g,27,g,7,g,1,g,0,g,1,g,,,,
21,golden corral,smothered grilled chicken,10,g,100,mg,870,g,2,g,27,g,3.5,g,0,g,0,g,0,g,,,,
22,golden corral,sour cream,5,g,20,mg,45,g,2,g,1,g,3.5,g,0,g,0,g,1,g,,,,
23,golden corral,southern style pork chops,16,g,60,mg,400,g,8,g,13,g,4.5,g,0,g,0,g,0,g,,,,
24,golden corral,soy nuts,2.5,g,0,mg,35,g,4,g,5,g,0,g,0,g,1,g,0,g,,,,
25,golden corral,spaghetti noodles,4.5,g,0,mg,0,g,24,g,4,g,0.5,g,0,g,1,g,1,g,,,,
26,golden corral,spicy garlic chicken legs,7,g,90,mg,640,g,1,g,18,g,1.5,g,0,g,1,g,0,g,,,,
27,golden corral,spicy garlic wings,12,g,100,mg,350,g,1,g,16,g,3.5,g,0,g,0,g,0,g,,,,
28,golden corral,spicy pagoda chicken,10,g,45,mg,730,g,21,g,17,g,2,g,0,g,2,g,12,g,,,,
29,golden corral,spicy pagoda pork,13,g,40,mg,1010,g,20,g,15,g,3,g,0,g,1,g,15,g,,,,
30,golden corral,spicy ranch chicken breast,15,g,140,mg,880,g,3,g,33,g,3.5,g,0,g,1,g,3,g,,,,
31,golden corral,spinach,3,g,0,mg,320,g,5,g,4,g,0.5,g,0,g,3,g,1,g,,,,
32,golden corral,spinach artichoke dip,6,g,5,mg,320,g,7,g,3,g,2,g,0,g,1,g,2,g,,,,
33,golden corral,spinach quiche,18,g,80,mg,460,g,14,g,6,g,6,g,0,g,1,g,1,g,,,,
34,golden corral,spinach salad,0,g,0,mg,45,g,2,g,1,g,0,g,0,g,1,g,0,g,,,,
35,golden corral,spinach sauteed fresh,10,g,0,mg,60,g,3,g,2,g,1.5,g,0,g,2,g,0,g,,,,
36,golden corral,split smoked sausage,21,g,50,mg,730,g,1,g,11,g,7,g,0,g,0,g,1,g,,,,
37,golden corral,spring lettuce mix,0,g,0,mg,5,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
38,golden corral,sprite 12 oz,0,g,0,mg,70,g,37,g,0,g,0,g,0,g,0,g,36,g,,,,
39,golden corral,sprite 16 oz,0,g,0,mg,90,g,49,g,0,g,0,g,0,g,0,g,49,g,,,,
40,golden corral,sprite 32 oz,0,g,0,mg,180,g,98,g,0,g,0,g,0,g,0,g,97,g,,,,
41,golden corral,squash,0,g,0,mg,0,g,2,g,1,g,0,g,0,g,1,g,1,g,,,,
42,golden corral,squash medley,3,g,0,mg,220,g,4,g,1,g,0,g,0,g,1,g,2,g,,,,
43,golden corral,squash tempura battered,8,g,0,mg,910,g,17,g,1,g,1.5,g,0,g,1,g,1,g,,,,
44,golden corral,squash yellow sauteed,5,g,0,mg,170,g,4,g,1,g,0.5,g,0,g,1,g,2,g,,,,
45,golden corral,sriracha ranch dressing,12,g,10,mg,280,g,2,g,1,g,2,g,0,g,0,g,1,g,,,,
46,golden corral,steak fajitas,6,g,30,mg,250,g,2,g,12,g,2,g,0,g,0,g,2,g,,,,
47,golden corral,steamed carrots,6,g,0,mg,290,g,8,g,1,g,2.5,g,0,g,2,g,4,g,,,,
