,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,de dutch pannekoek house,clubhouse debakon wrap,38,g,75,mg,2620,g,79,g,36,g,14,g,0,g,8,g,9,g
1,de dutch pannekoek house,clubhouse turkey bacon wrap,45,g,125,mg,3060,g,82,g,34,g,16,g,0,g,8,g,9,g
2,de dutch pannekoek house,clubhouse wrap,25,g,80,mg,2490,g,77,g,37,g,6,g,0,g,8,g,11,g
3,de dutch pannekoek house,crispy blt chicken wrap,54,g,110,mg,3190,g,96,g,52,g,16,g,0,g,9,g,11,g
4,de dutch pannekoek house,crush grape,0,g,0,mg,55,g,47,g,0,g,0,g,0,g,0,g,47,g
5,de dutch pannekoek house,crush orange,0,g,0,mg,45,g,34,g,0,g,0,g,0,g,0,g,34,g
6,de dutch pannekoek house,dairyland 1 m f chocolate milk beverage,2.5,g,10,mg,260,g,26,g,8,g,1.5,g,0,g,0,g,25,g
7,de dutch pannekoek house,dairyland 2 partly skimmed milk,5,g,20,mg,120,g,12,g,9,g,3,g,0,g,0,g,12,g
8,de dutch pannekoek house,debakon,9,g,30,mg,920,g,0,g,14,g,3,g,0,g,0,g,0,g
9,de dutch pannekoek house,debakon and eggs with fruit,35,g,490,mg,1480,g,87,g,36,g,12,g,0.5,g,9,g,25,g
10,de dutch pannekoek house,debakon and eggs with salad,50,g,490,mg,1490,g,70,g,36,g,13,g,0.5,g,8,g,10,g
11,de dutch pannekoek house,debratwurst and eggs with fruit,71,g,590,mg,2060,g,91,g,50,g,25,g,1,g,9,g,29,g
12,de dutch pannekoek house,debratwurst and eggs with salad,85,g,590,mg,2060,g,74,g,50,g,26,g,1,g,8,g,14,g
13,de dutch pannekoek house,deham and eggs with fruit,28,g,485,mg,1680,g,89,g,33,g,9,g,0.5,g,9,g,27,g
14,de dutch pannekoek house,deham and eggs with salad,43,g,485,mg,1690,g,72,g,33,g,10,g,0.5,g,8,g,12,g
15,de dutch pannekoek house,desausage and eggs with fruit,48,g,520,mg,1280,g,89,g,36,g,17,g,0.5,g,9,g,27,g
16,de dutch pannekoek house,desausage and eggs with salad,62,g,520,mg,1290,g,72,g,35,g,18,g,0.5,g,8,g,12,g
17,de dutch pannekoek house,desnack,14,g,25,mg,470,g,51,g,6,g,3,g,0,g,5,g,3,g
18,de dutch pannekoek house,desteak and eggs with fruit,40,g,545,mg,650,g,87,g,60,g,14,g,1,g,9,g,25,g
19,de dutch pannekoek house,desteak and eggs with salad,54,g,545,mg,660,g,70,g,60,g,15,g,1,g,8,g,10,g
20,de dutch pannekoek house,deturkey bacon and eggs with fruit,44,g,545,mg,2000,g,90,g,34,g,15,g,0.5,g,9,g,25,g
21,de dutch pannekoek house,deturkey bacon and eggs with salad,58,g,545,mg,2010,g,72,g,33,g,15,g,0.5,g,8,g,10,g
22,de dutch pannekoek house,deveggies and eggs with fruit,43,g,515,mg,1000,g,94,g,40,g,20,g,1,g,11,g,31,g
23,de dutch pannekoek house,deveggies and eggs with salad,58,g,515,mg,1000,g,76,g,39,g,21,g,1,g,10,g,16,g
24,de dutch pannekoek house,diet pepsi,0,g,0,mg,30,g,0,g,0,g,0,g,0,g,0,g,0,g
25,de dutch pannekoek house,dr pepper,0,g,0,mg,55,g,38,g,0,g,0,g,0,g,0,g,38,g
26,de dutch pannekoek house,edam cheese,25,g,70,mg,590,g,0,g,20,g,17,g,0.5,g,0,g,3,g
27,de dutch pannekoek house,french toast canuck,36,g,900,mg,3000,g,154,g,64,g,11,g,1,g,9,g,1,g
28,de dutch pannekoek house,french toast chocolate strawberry,43,g,500,mg,2070,g,239,g,44,g,21,g,1,g,9,g,24,g
29,de dutch pannekoek house,french toast cinnamon raisin,24,g,480,mg,510,g,63,g,20,g,12,g,1,g,12,g,27,g
30,de dutch pannekoek house,french toast dutch,24,g,455,mg,1990,g,180,g,38,g,9,g,0,g,11,g,25,g
31,de dutch pannekoek house,french toast french vanilla,33,g,445,mg,2010,g,236,g,50,g,7,g,1,g,16,g,41,g
32,de dutch pannekoek house,french toast fruit topping,18,g,440,mg,1950,g,163,g,38,g,5,g,1,g,9,g,11,g
33,de dutch pannekoek house,french toast hawaiian,36,g,500,mg,2790,g,200,g,48,g,17,g,1,g,11,g,42,g
34,de dutch pannekoek house,french toast maple,30,g,460,mg,2000,g,275,g,42,g,13,g,1,g,9,g,76,g
35,de dutch pannekoek house,french toast pear maple,20,g,485,mg,2070,g,200,g,41,g,15,g,0.5,g,11,g,34,g
