,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,wendys,grilled jalapeno popper sandwich,18,g,130,mg,1450,g,35,g,41,g,8,g,0,g,1,g,6,g,,,,
1,wendys,grilled pretzel bacon pub,33,g,140,mg,1580,g,53,g,47,g,11,g,0,g,3,g,6,g,,,,
2,wendys,hi c flashin fruit punch large,0,g,0,mg,120,g,141,g,0,g,0,g,0,g,0,g,139,g,,,,
3,wendys,hi c flashin fruit punch medium,0,g,0,mg,90,g,106,g,0,g,0,g,0,g,0,g,104,g,,,,
4,wendys,hi c flashin fruit punch small,0,g,0,mg,60,g,70,g,0,g,0,g,0,g,0,g,701,g,,,,
5,wendys,honest kids fruit punch,0,g,0,mg,15,g,8,g,0,g,0,g,0,g,0,g,8,g,,,,
6,wendys,honey butter biscuit,19,g,5,mg,670,g,32,g,3,g,7,g,0,g,1,g,8,g,,,,
7,wendys,honey butter chicken biscuit,26,g,50,mg,1120,g,48,g,19,g,12,g,0,g,1,g,9,g,,,,
8,wendys,jalapeno popper salad dressing,15,g,25,mg,340,g,5,g,2,g,3,g,0,g,0,g,3,g,,,,
9,wendys,jalapeno popper salad entree,26,g,90,mg,1250,g,34,g,35,g,8,g,0,g,5,g,3,g,,,,
10,wendys,jr bacon cheeseburger,23,g,45,mg,650,g,26,g,18,g,8,g,1,g,1,g,5,g,,,,
11,wendys,jr cheeseburger,13,g,50,mg,660,g,26,g,16,g,6,g,1,g,1,g,6,g,,,,
12,wendys,jr cheeseburger deluxe,20,g,40,mg,610,g,27,g,15,g,7,g,1,g,1,g,6,g,,,,
13,wendys,jr classic chocolate frosty,5,g,20,mg,90,g,33,g,6,g,3,g,0,g,0,g,27,g,,,,
14,wendys,jr natural cut fries,10,g,0,mg,15,g,30,g,3,g,2,g,0,g,3,g,0,g,,,,
15,wendys,jr vanilla frosty,5,g,25,mg,90,g,32,g,5,g,3,g,0,g,0,g,27,g,,,,
16,wendys,maple bacon chicken croissant,30,g,65,mg,1200,g,51,g,22,g,11,g,0,g,1,g,13,g,,,,
17,wendys,medium natural cut fries,19,g,0,mg,420,g,56,g,6,g,3.5,g,0,g,5,g,0,g,,,,
18,wendys,minute maid light lemonade large,0,g,0,mg,10,g,2,g,0,g,0,g,0,g,0,g,0,g,,,,
19,wendys,minute maid light lemonade medium,0,g,0,mg,180,g,6,g,0,g,0,g,0,g,0,g,0,g,,,,
20,wendys,minute maid light lemonade small,0,g,0,mg,120,g,4,g,0,g,0,g,0,g,0,g,0,g,,,,
21,wendys,natural cut fries large,23,g,0,mg,370,g,63,g,7,g,4,g,0,g,6,g,1,g,,,,
22,wendys,natural cut fries small,15,g,0,mg,320,g,43,g,5,g,2.5,g,0,g,4,g,0,g,,,,
23,wendys,parmesan caesar salad dressing,14,g,15,mg,320,g,2,g,1,g,2.5,g,0,g,0,g,1,g,,,,
24,wendys,parmesan caesar salad entree,14,g,125,mg,790,g,5,g,41,g,7,g,0,g,3,g,2,g,,,,
25,wendys,peach lemonade large,0,g,0,mg,55,g,111,g,0,g,0,g,0,g,0,g,104,g,,,,
26,wendys,peach lemonade medium,0,g,0,mg,45,g,94,g,0,g,0,g,0,g,0,g,88,g,,,,
27,wendys,peach lemonade small,0,g,0,mg,30,g,56,g,0,g,0,g,0,g,0,g,52,g,,,,
28,wendys,plain baked potato,0,g,0,mg,25,g,61,g,7,g,0,g,0,g,7,g,3,g,,,,
29,wendys,pretzel bacon pub cheeseburger,52,g,100,mg,1310,g,53,g,40,g,20,g,15,g,3,g,6,g,,,,
30,wendys,pretzel bacon pub classic chicken,43,g,115,mg,2190,g,69,g,43,g,13,g,0,g,4,g,6,g,,,,
31,wendys,pretzel bacon pub double,79,g,175,mg,1630,g,53,g,64,g,32,g,3.5,g,3,g,6,g,,,,
32,wendys,pretzel bacon pub triple,106,g,250,mg,1940,g,54,g,89,g,45,g,5,g,4,g,6,g,,,,
33,wendys,pub fries,28,g,40,mg,860,g,44,g,14,g,10,g,0,g,4,g,1,g,,,,
34,wendys,regular coffee large,0,g,0,mg,10,g,0,g,1,g,0,g,0,g,0,g,0,g,,,,
35,wendys,regular coffee small,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
36,wendys,regular coffee small size,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
37,wendys,sausage biscuit,35,g,45,mg,980,g,27,g,12,g,13,g,0,g,1,g,3,g,,,,
38,wendys,sausage gravy and biscuit,29,g,15,mg,1390,g,41,g,7,g,11,g,0,g,1,g,3,g,,,,
39,wendys,sausage egg and cheese biscuit,45,g,240,mg,1370,g,29,g,20,g,17,g,0.5,g,1,g,3,g,,,,
40,wendys,sausage egg and cheese burrito,20,g,255,mg,920,g,25,g,15,g,7,g,0,g,1,g,2,g,,,,
41,wendys,sausage egg and swiss croissant,41,g,265,mg,1030,g,34,g,22,g,17,g,0,g,1,g,7,g,,,,
42,wendys,seasoned potatoes large,17,g,0,mg,1150,g,59,g,6,g,3.5,g,0,g,5,g,1,g,,,,
43,wendys,seasoned potatoes medium,14,g,0,mg,900,g,46,g,4,g,2.5,g,0,g,4,g,1,g,,,,
44,wendys,seasoned potatoes small,10,g,0,mg,630,g,32,g,3,g,2,g,0,g,3,g,1,g,,,,
45,wendys,simply orange juice,0,g,0,mg,0,g,37,g,2,g,0,g,0,g,0,g,33,g,,,,
46,wendys,son of baconator,40,g,85,mg,1210,g,36,g,32,g,16,g,1.5,g,1,g,7,g,,,,
47,wendys,sour cream and chive baked potato,2.5,g,10,mg,55,g,63,g,8,g,1.5,g,0,g,7,g,4,g,,,,
48,wendys,southwest avocado salad dressing,14,g,10,mg,320,g,4,g,1,g,2.5,g,0,g,0,g,3,g,,,,
49,wendys,southwest avocado salad entree,41,g,135,mg,1220,g,18,g,42,g,11,g,0,g,7,g,7,g,,,,
50,wendys,spicy asiago ranch chicken club,32,g,100,mg,1530,g,55,g,38,g,9,g,0,g,4,g,6,g,,,,
51,wendys,spicy chicken sandwich,20,g,65,mg,1030,g,54,g,29,g,3.5,g,0,g,4,g,6,g,,,,
52,wendys,spicy jalapeno popper sandwich,26,g,95,mg,1660,g,54,g,37,g,9,g,0,g,3,g,6,g,,,,
53,wendys,spicy pretzel bacon pub,42,g,110,mg,1790,g,71,g,42,g,13,g,0.5,g,5,g,6,g,,,,
54,wendys,sprite large,0,g,0,mg,120,g,121,g,0,g,0,g,0,g,0,g,121,g,,,,
55,wendys,sprite medium,0,g,0,mg,140,g,84,g,0,g,0,g,0,g,0,g,84,g,,,,
56,wendys,sprite small,0,g,0,mg,90,g,53,g,0,g,0,g,0,g,0,g,53,g,,,,
57,wendys,strawberry lemonade large,0,g,0,mg,55,g,122,g,0,g,0,g,0,g,0,g,114,g,,,,
58,wendys,strawberry lemonade medium,0,g,0,mg,45,g,98,g,0,g,0,g,0,g,0,g,92,g,,,,
59,wendys,strawberry lemonade small,0,g,0,mg,30,g,58,g,0,g,0,g,0,g,0,g,54,g,,,,
60,wendys,sugar cookie,16,g,25,mg,300,g,43,g,3,g,8,g,0,g,1,g,24,g,,,,
61,wendys,sweetened iced tea large,0,g,0,mg,0,g,132,g,0,g,0,g,0,g,0,g,132,g,,,,
62,wendys,sweetened iced tea medium,0,g,0,mg,0,g,99,g,0,g,0,g,0,g,0,g,99,g,,,,
63,wendys,sweetened iced tea small,0,g,0,mg,0,g,66,g,0,g,0,g,0,g,0,g,66,g,,,,
64,wendys,taco salad,32,g,85,mg,1820,g,63,g,32,g,13,g,1,g,10,g,18,g,,,,
65,wendys,tropical berry lemonade large,0,g,0,mg,50,g,118,g,0,g,0,g,0,g,0,g,112,g,,,,
66,wendys,tropical berry lemonade medium,0,g,0,mg,40,g,99,g,0,g,0,g,0,g,0,g,94,g,,,,
67,wendys,tropical berry lemonade small,0,g,0,mg,25,g,59,g,0,g,0,g,0,g,0,g,56,g,,,,
68,wendys,vanilla frosty large,15,g,70,mg,260,g,94,g,15,g,10,g,0.5,g,0,g,78,g,,,,
69,wendys,vanilla frosty medium,12,g,55,mg,210,g,75,g,12,g,8,g,0.5,g,0,g,63,g,,,,
70,wendys,vanilla frosty small,9,g,45,mg,160,g,56,g,9,g,6,g,0,g,0,g,47,g,,,,
71,wendys,vanilla frosty ccino large,8,g,35,mg,160,g,51,g,8,g,5,g,0,g,0,g,41,g,,,,
72,wendys,vanilla frosty ccino small,5,g,25,mg,105,g,35,g,6,g,3.5,g,0,g,2,g,28,g,,,,
73,www.menuwithnutrition.com,wendys menu,,,,,,,,,,,,,,,,,,,,,,
74,whataburger,chocolate shake,0.0001,g,0.0001,mg,0.0001,g,0.2,g,0.0001,g,0.0001,g,0,g,0.0001,g,0.2,g,,,,
75,whataburger,vanilla shake,10,g,40,mg,400,g,68,g,8,g,6,g,0,g,0,g,68,g,,,,
76,whataburger,strawberry shake,9,g,35,mg,370,g,77,g,7,g,5,g,0,g,0,g,77,g,,,,
77,whataburger,dr pepper shake,9,g,35,mg,370,g,78,g,8,g,5,g,0,g,0,g,78,g,,,,
78,whataburger,sweet tea,0,g,0,mg,10,g,41,g,0,g,0,g,0,g,0,g,39,g,,,,
79,whataburger,chocolate malt,9,g,35,mg,390,g,84,g,8,g,5,g,0,g,1,g,82,g,,,,
80,whataburger,unsweetened tea,0,g,0,mg,0,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
81,whataburger,vanilla malt,10,g,40,mg,400,g,73,g,8,g,6,g,0,g,0,g,73,g,,,,
82,whataburger,root beer shake,12,g,48,mg,192,g,77.6,g,9.6,g,8,g,0,g,0,g,69.6,g,,,,
83,whataburger,1 chocolate milk,2.5,g,10,mg,220,g,27,g,8,g,2,g,0,g,0,g,25,g,,,,
84,whataburger,dr pepper malt,9,g,35,mg,390,g,86,g,7,g,6,g,0,g,0,g,85,g,,,,
85,whataburger,strawberry malt,9,g,35,mg,380,g,84,g,7,g,5,g,0,g,0,g,84,g,,,,
86,whataburger,simply orange juice,0,g,0,mg,0,g,37,g,2,g,0,g,0,g,0,g,33,g,,,,
87,whataburger,1 milk,2.5,g,10,mg,130,g,13,g,8,g,2,g,0,g,0,g,12,g,,,,
88,whataburger,honey butter chicken buttermilk breakfast biscuit,35,g,25,mg,990,g,50,g,13,g,12,g,0,g,2,g,9,g,,,,
89,whataburger,sausage egg and american cheese taquito,26,g,345,mg,1050,g,28,g,19,g,12,g,0,g,1,g,1,g,,,,
90,whataburger,breakfast on a small bun with bacon egg and american cheese,16,g,230,mg,1000,g,34,g,18,g,6,g,0,g,1,g,5,g,,,,
91,whataburger,hash brown sticks,11,g,0,mg,500,g,21,g,2,g,1,g,0,g,2,g,0,g,,,,
92,whataburger,bacon egg and american cheese taquito,22,g,345,mg,1020,g,28,g,20,g,10,g,0,g,1,g,1,g,,,,
93,whataburger,breakfast on a small bun with with sausage egg and american cheese,32,g,250,mg,1190,g,34,g,26,g,12,g,0,g,1,g,5,g,,,,
94,whataburger,cinnamon roll,17,g,15,mg,1290,g,94,g,10,g,11,g,0,g,7,g,38,g,,,,
95,whataburger,potato egg and american cheese taquito,25,g,330,mg,1100,g,38,g,17,g,10,g,0,g,2,g,1,g,,,,
96,whataburger,buttermilk breakfast biscuit and sausage gravy,29,g,15,mg,1530,g,46,g,7,g,14,g,0,g,1,g,4,g,,,,
97,whataburger,buttermilk breakfast biscuit sandwich with sausage egg and american cheese,48,g,250,mg,1480,g,32,g,25,g,20,g,0,g,1,g,2,g,,,,
98,whataburger,buttermilk breakfast biscuit,16,g,0,mg,600,g,32,g,5,g,8,g,0,g,1,g,2,g,,,,
99,whataburger,pancakes 3 with syrup and margarine,17,g,0,mg,1350,g,108,g,9,g,6,g,0,g,3,g,36,g,,,,
100,whataburger,jalapeno cheddar breakfast biscuit sandwich with sausage egg and american cheese,54,g,260,mg,1610,g,31,g,29,g,24,g,0,g,2,g,0,g,,,,
101,whataburger,breakfast platter with sausage scrambled eggs and buttermilk biscuit,55,g,675,mg,1390,g,36,g,35,g,20,g,0,g,1,g,3,g,,,,
102,whataburger,pancake platter with sausage,48,g,35,mg,1810,g,147,g,20,g,17,g,0,g,3,g,56,g,,,,
103,whataburger,small bun egg sandwich with american cheese,12,g,220,mg,740,g,34,g,15,g,5,g,0,g,1,g,5,g,,,,
104,whataburger,breakfast on a brioche bun with sausage egg and american cheese,36,g,250,mg,1200,g,39,g,25,g,14,g,0,g,0,g,8,g,,,,
105,whataburger,breakfast platter with bacon scrambled eggs and buttermilk biscuit,39,g,655,mg,1200,g,36,g,28,g,14,g,0,g,1,g,3,g,,,,
106,whataburger,potato and egg taquito without cheese,21,g,320,mg,880,g,38,g,15,g,7,g,0,g,2,g,1,g,,,,
107,whataburger,jalapeno cheddar breakfast biscuit with sausage,44,g,40,mg,1110,g,31,g,19,g,19,g,0,g,2,g,0,g,,,,
