,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
0,dickeys barbecue pit,double beef brisket westerner sandwich,50.5,g,183,mg,759,g,47,g,59,g,20,g,1,g,2,g,4,g,,,,
1,dickeys barbecue pit,beef brisket and polish kielbasa westerners sandwich,55.5,g,157,mg,1221,g,48.5,g,49,g,21,g,1,g,2,g,5.5,g,,,,
2,dickeys barbecue pit,turkey and polish kielbasa westerners sandwich,38,g,116,mg,1932,g,50,g,40.5,g,13,g,0,g,2,g,5.5,g,,,,
3,dickeys barbecue pit,chicken slider,3,g,27,mg,448,g,25.5,g,11.5,g,1,g,0,g,0.5,g,4.5,g,,,,
4,dickeys barbecue pit,double turkey westerners sandwich,15,g,100,mg,2180,g,50,g,42,g,4,g,0,g,2,g,4,g,,,,
5,dickeys barbecue pit,jalapeno cheddar kielbasa and pulled pork westerners sandwich,55.5,g,124,mg,1334,g,50,g,33.5,g,0,g,0,g,2,g,16.8,g,,,,
6,dickeys barbecue pit,beef brisket and chicken breast westerners sandwich,31.5,g,150,mg,1153,g,48,g,52,g,12,g,1,g,2,g,4,g,,,,
7,dickeys barbecue pit,double polish kielbasa westerners sandwich,60.5,g,132,mg,1683,g,50,g,39.5,g,22,g,0,g,2,g,7,g,,,,
8,dickeys barbecue pit,double jalapeno cheddar kielbasa westerners sandwich,57.5,g,132,mg,2017,g,53,g,39.5,g,22,g,0,g,2,g,7,g,,,,
9,dickeys barbecue pit,beef brisket and jalapeno cheddar kielbasa westerners sandwich,54,g,157,mg,1388,g,50,g,49,g,21,g,1,g,2,g,5.5,g,,,,
10,dickeys barbecue pit,turkey and jalapeno cheddar kielbasa westerners sandwich,36.5,g,116,mg,2099,g,51.5,g,40.5,g,13,g,0,g,2,g,5.5,g,,,,
11,dickeys barbecue pit,sauce,0.5,g,0,mg,1537,g,53.5,g,2,g,0,g,0,g,2.2,g,49.3,g,,,,
12,dickeys barbecue pit,macaroni and cheese,36,g,100,mg,4060,g,56,g,26,g,20,g,0,g,2,g,4,g,,,,
13,dickeys barbecue pit,green beans,7,g,0,mg,1756,g,16.5,g,3,g,2.8,g,0,g,5.5,g,3,g,,,,
14,dickeys barbecue pit,cabbage slaw,40.5,g,29,mg,779,g,40.5,g,3,g,7,g,0,g,6,g,29,g,,,,
15,dickeys barbecue pit,creamed spinach,34,g,94,mg,1844,g,17.5,g,17.5,g,16.8,g,1.5,g,6,g,10.5,g,,,,
16,dickeys barbecue pit,baked potato casserole,24,g,52,mg,1657,g,62,g,14,g,10.5,g,0,g,7,g,3.5,g,,,,
17,dickeys barbecue pit,potato salad,15.5,g,18,mg,1692,g,79.5,g,7,g,0,g,0,g,7,g,17.5,g,,,,
18,dickeys barbecue pit,barbecue beans,1.5,g,0,mg,1961,g,101,g,22,g,0,g,0,g,22,g,44.5,g,,,,
19,dickeys barbecue pit,jalapeno beans,2,g,0,mg,1360,g,69,g,24,g,0,g,0,g,18,g,3,g,,,,
20,dickeys barbecue pit,caesar salad,8,g,16,mg,478,g,9,g,1.5,g,2,g,0,g,0,g,2.5,g,,,,
21,dickeys barbecue pit,brisket and cheese taco,10.5,g,33,mg,324,g,14,g,10,g,5,g,0.2,g,0.5,g,0,g,,,,
22,dickeys barbecue pit,chicken and cheese taco,5.5,g,24,mg,422,g,14,g,8.5,g,3,g,0,g,0.5,g,0,g,,,,
23,dickeys barbecue pit,baked potato casserole,24,g,50,mg,1660,g,62,g,14,g,10,g,0,g,7,g,4,g,,,,
24,dickeys barbecue pit,barbecue beans,2,g,0,mg,1960,g,101,g,22,g,0,g,0,g,22,g,44,g,,,,
25,dickeys barbecue pit,beef brisket,111,g,420,mg,290,g,0,g,117,g,43,g,3,g,0,g,0,g,,,,
26,dickeys barbecue pit,beef brisket slider,12,g,45,mg,250,g,25,g,15,g,5,g,0,g,1,g,4,g,,,,
27,dickeys barbecue pit,brisket and cheese taco,11,g,30,mg,320,g,14,g,10,g,5,g,0,g,1,g,0,g,,,,
28,dickeys barbecue pit,brisket mac stack,44,g,145,mg,1490,g,26,g,41,g,20,g,1,g,2,g,2,g,,,,
29,dickeys barbecue pit,brisket sandwich,31,g,110,mg,280,g,25,g,33,g,12,g,1,g,0,g,6,g,,,,
30,dickeys barbecue pit,cabbage slaw,40,g,30,mg,780,g,40,g,3,g,7,g,0,g,6,g,29,g,,,,
