,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,krystal,loaded tots chili cheese,49,g,65,mg,1740,g,433,g,15,g,18,g,0,g,5,g,2,g,,,,
1,krystal,loaded tots junkyard,60,g,75,mg,2070,g,434,g,18,g,20,g,0,g,5,g,3,g,,,,
2,krystal,low carb scrambler with bacon,23,g,250,mg,890,g,3,g,20,g,9,g,0,g,0,g,2,g,,,,
3,krystal,low carb scrambler with sausage,34,g,255,mg,600,g,2,g,16,g,12,g,0,g,0,g,1,g,,,,
4,krystal,milk,3.5,g,20,mg,160,g,18,g,12,g,2.5,g,0,g,0,g,18,g,,,,
5,krystal,minute maid lemonade roadie,0,g,0,mg,360,g,138,g,0,g,0,g,0,g,0,g,138,g,,,,
6,krystal,oreo sundae,13,g,25,mg,260,g,54,g,6,g,7,g,0,g,0,g,40,g,,,,
7,krystal,original krystal,6,g,15,mg,300,g,15,g,6,g,2,g,0,g,1,g,1,g,,,,
8,krystal,original scrambler with bacon,19,g,235,mg,820,g,17,g,16,g,7,g,0,g,1,g,2,g,,,,
9,krystal,original scrambler with sausage,24,g,235,mg,670,g,16,g,14,g,9,g,0,g,1,g,1,g,,,,
10,krystal,pick 5 apple turnover,18,g,10,mg,190,g,31,g,3,g,8,g,0,g,1,g,11,g,,,,
11,krystal,pick 5 bacon cheese krystal,10,g,30,mg,570,g,16,g,10,g,4.5,g,0,g,1,g,2,g,,,,
12,krystal,pick 5 cheese krystal,8,g,20,mg,430,g,16,g,8,g,3.5,g,0,g,1,g,1,g,,,,
13,krystal,pick 5 chick nuggets 4 piece,19,g,30,mg,400,g,8,g,10,g,6,g,0,g,1,g,0,g,,,,
14,krystal,pick 5 chik,16,g,30,mg,570,g,23,g,12,g,4,g,0,g,2,g,2,g,,,,
15,krystal,pick 5 chili cheese pup,20,g,55,mg,710,g,16,g,14,g,10,g,0,g,2,g,1,g,,,,
16,krystal,pick 5 classic pup,10,g,20,mg,420,g,14,g,6,g,3,g,0,g,1,g,1,g,,,,
17,krystal,pick 5 corn pup,21,g,30,mg,470,g,18,g,5,g,7,g,0,g,1,g,5,g,,,,
18,krystal,pick 5 krystal,6,g,15,mg,300,g,15,g,6,g,2,g,0,g,1,g,1,g,,,,
19,krystal,pick 5 soft serve cone,8,g,25,mg,180,g,40,g,6,g,5,g,0,g,0,g,31,g,,,,
20,krystal,pick 5 sprite slushie fruit punch,0,g,0,mg,180,g,71,g,0,g,0,g,0,g,0,g,68,g,,,,
21,krystal,pick 5 sprite slushie grape,0,g,0,mg,230,g,71,g,0,g,0,g,0,g,0,g,68,g,,,,
22,krystal,pick 5 sprite slushie lemonade,0,g,0,mg,25,g,77,g,0,g,0,g,0,g,0,g,70,g,,,,
23,krystal,pick 5 sundae chocolate,8,g,25,mg,170,g,57,g,6,g,5,g,0,g,1,g,50,g,,,,
24,krystal,pick 5 sundae oreo,13,g,25,mg,260,g,54,g,6,g,7,g,0,g,0,g,40,g,,,,
25,krystal,pick 5 sundae strawberry,7,g,25,mg,150,g,58,g,5,g,5,g,0,g,0,g,51,g,,,,
26,krystal,powerade mountain berry blast large,0,g,0,mg,280,g,55,g,0,g,0,g,0,g,0,g,55,g,,,,
27,krystal,powerade mountain berry blast medium,0,g,0,mg,190,g,37,g,0,g,0,g,0,g,0,g,36,g,,,,
28,krystal,powerade mountain berry blast roadie,0,g,0,mg,410,g,80,g,0,g,0,g,0,g,0,g,80,g,,,,
29,krystal,powerade mountain berry blast small,0,g,0,mg,150,g,29,g,0,g,0,g,0,g,0,g,29,g,,,,
30,krystal,side of bacon,2.5,g,10,mg,140,g,1,g,3,g,1,g,0,g,0,g,1,g,,,,
31,krystal,side of chili,20,g,50,mg,1880,g,17,g,15,g,8,g,0,g,3,g,5,g,,,,
32,krystal,side of loaded fries with chili cheese,47,g,100,mg,1580,g,40,g,25,g,23,g,0,g,7,g,2,g,,,,
33,krystal,soft serve cone,8,g,25,mg,180,g,40,g,6,g,5,g,0,g,0,g,31,g,,,,
34,krystal,spicy wings 12 piece,90,g,405,mg,2940,g,36,g,54,g,33,g,0,g,6,g,12,g,,,,
35,krystal,sprite large,0,g,0,mg,180,g,93,g,0,g,0,g,0,g,0,g,93,g,,,,
36,krystal,sprite medium,0,g,0,mg,120,g,62,g,0,g,0,g,0,g,0,g,62,g,,,,
37,krystal,sprite roadie,0,g,0,mg,260,g,137,g,0,g,0,g,0,g,0,g,137,g,,,,
38,krystal,sprite small,0,g,0,mg,95,g,50,g,0,g,0,g,0,g,0,g,50,g,,,,
39,krystal,strawberry sundae,7,g,25,mg,150,g,58,g,5,g,5,g,0,g,0,g,51,g,,,,
40,krystal,tots large,27,g,15,mg,860,g,336,g,3,g,8,g,0,g,3,g,1,g,,,,
41,krystal,tots medium,23,g,15,mg,740,g,287,g,3,g,7,g,0,g,2,g,0,g,,,,
42,krystal,tots small,19,g,10,mg,600,g,235,g,2,g,6,g,0,g,2,g,0,g,,,,
43,kwik trip,potato wedges,42,g,0,mg,1110,g,36,g,3,g,7,g,1,g,3,g,1,g,,,,
44,kwik trip,chicken strips platter with ranch dressing,57,g,105,mg,1670,g,29,g,33,g,9,g,0,g,2,g,3,g,,,,
45,kwik trip,mozzarella stick,103,g,115,mg,2000,g,108,g,57,g,38,g,1,g,9,g,16,g,,,,
46,kwik trip,glazer donut,11,g,0,mg,190,g,29,g,3,g,5,g,0,g,1,g,15,g,2,g,1,g
47,kwik trip,creme filled long john donut with snow white icing and twix cookies pieces,34,g,0,mg,370,g,90,g,6,g,16,g,0,g,1,g,57,g,,,,
48,kwik trip,creme filled long john donut with chocolate flavored icing,35,g,0,mg,390,g,69,g,6,g,16,g,0,g,1,g,37,g,,,,
49,kwik trip,chocolate dunker donut,22,g,10,mg,310,g,42,g,3,g,11,g,0,g,1,g,26,g,,,,
50,kwik trip,custard bismark donut with chocolate flavored icing,26,g,0,mg,450,g,59,g,5,g,11,g,0,g,1,g,27,g,,,,
51,kwik trip,cinnamon cinnsations cinnamon roll,17,g,0,mg,510,g,81,g,5,g,7,g,0,g,2,g,48,g,,,,
52,kwik trip,blueberry dunker donut,22,g,10,mg,280,g,43,g,2,g,11,g,0,g,1,g,27,g,,,,
53,kwik trip,creme dream dunker donut,18,g,15,mg,330,g,46,g,3,g,8,g,0,g,1,g,28,g,,,,
54,kwik trip,classic vanilla dunker donut,20,g,15,mg,220,g,44,g,3,g,10,g,0,g,1,g,27,g,,,,
55,kwik trip,chocolate chip cookie,13,g,15,mg,220,g,34,g,3,g,7,g,0,g,1,g,20,g,,,,
56,kwik trip,creme filled long john donut with maple icing,32,g,0,mg,350,g,84,g,5,g,15,g,0,g,1,g,52,g,,,,
57,kwik trip,jelly bismark donut with snow white icing,21,g,0,mg,400,g,61,g,5,g,9,g,0,g,1,g,28,g,,,,
58,kwik trip,regular cake donut with snow white icing,17,g,10,mg,260,g,35,g,3,g,8,g,0,g,1,g,20,g,,,,
59,kwik trip,persian donut with caramel cream frosting,37,g,0,mg,560,g,73,g,7,g,17,g,0,g,2,g,34,g,,,,
60,kwik trip,plain bagel,1,g,0,mg,420,g,53,g,11,g,0,g,0,g,2,g,3,g,,,0.5,g
61,kwik trip,apple fritter,19,g,0,mg,350,g,59,g,5,g,9,g,0,g,0,g,26,g,,,,
62,kwik trip,triple chocolate bismark donut,24,g,0,mg,440,g,65,g,6,g,11,g,0,g,2,g,34,g,,,,
63,kwik trip,jelly bismark donut with snow white icing and maple drizzle,22,g,0,mg,400,g,67,g,5,g,9,g,0,g,1,g,33,g,,,,
64,kwik trip,creme filled long john donut with snow white icing and rainbow sprinkles,32,g,0,mg,350,g,83,g,5,g,15,g,0,g,1,g,51,g,,,,
65,kwik trip,carrot cake bar with cinnamon roll frosting,18,g,20,mg,390,g,55,g,3,g,4,g,0,g,1,g,39,g,,,,
66,kwik trip,bavarian cream danish,14,g,60,mg,310,g,50,g,11,g,8,g,0,g,3,g,24,g,2,g,,
67,kwik trip,brownie cookie,10,g,15,mg,150,g,34,g,3,g,2.5,g,0,g,1,g,21,g,,,,
68,kwik trip,creme filled long john donut with chocolate icing and m and ms,37,g,0,mg,390,g,78,g,6,g,17,g,0,g,1,g,45,g,,,,
69,kwik trip,devils food cake donut with chocolate flavored icing,17,g,15,mg,270,g,30,g,3,g,8,g,0,g,1,g,16,g,,,,
70,kwik trip,blueberry bagel,1,g,0,mg,460,g,57,g,11,g,0,g,0,g,2,g,9,g,,,,
71,kwik trip,iced shortbread cookie,12,g,10,mg,105,g,32,g,2,g,6,g,0,g,0,g,18,g,,,,
72,kwik trip,walnut brownie with chocolate flavored icing,21,g,0,mg,320,g,79,g,5,g,5,g,0,g,3,g,59,g,,,,
73,kwik trip,blueberry cake donut,17,g,10,mg,270,g,22,g,3,g,8,g,0,g,1,g,8,g,,,,
74,kwik trip,creme filled long john donut with maple cream frosting,34,g,0,mg,370,g,76,g,5,g,16,g,0,g,1,g,44,g,,,,
75,kwik trip,persian donut with chocolate icing and cookies n cream pieces,34,g,0,mg,560,g,63,g,7,g,15,g,0,g,2,g,22,g,,,,
76,kwik trip,banana cake bar with chocolate flavored icing,12,g,15,mg,460,g,73,g,4,g,6,g,0,g,2,g,49,g,,,,
77,kwik trip,lemon bismark donut with powdered sugar,22,g,0,mg,400,g,51,g,5,g,10,g,0,g,1,g,18,g,,,,
78,kwik trip,garlic parmesan pretzel,15,g,5,mg,300,g,88,g,13,g,4,g,0,g,3,g,11,g,,,,
79,kwik trip,french donut with snow white icing,19,g,35,mg,160,g,32,g,2,g,9,g,0,g,0,g,21,g,,,,
80,kwik trip,raisin oatmeal cookie,9,g,15,mg,350,g,35,g,3,g,4,g,0,g,1,g,19,g,,,,
81,kwik trip,button cookie,11,g,15,mg,220,g,35,g,2,g,6,g,0,g,1,g,20,g,,,,
82,kwik trip,creme filled long john donut with chocolate icing and cookies n cream pieces,36,g,0,mg,410,g,74,g,6,g,17,g,0,g,1,g,40,g,,,,
83,kwik trip,long john donut with caramel cream frosting,29,g,0,mg,410,g,62,g,5,g,13,g,0,g,1,g,31,g,,,,
84,kwik trip,long john donut with chocolate icing,26,g,0,mg,390,g,52,g,6,g,11,g,0,g,1,g,20,g,,,,
85,kwik trip,cherry fritter,20,g,0,mg,370,g,60,g,6,g,10,g,0,g,1,g,24,g,,,,
86,kwik trip,long john donut with maple cream frosting,26,g,0,mg,390,g,66,g,5,g,11,g,0,g,1,g,35,g,,,,
87,kwik trip,peanut butter cookie,17,g,25,mg,280,g,27,g,5,g,6,g,0,g,1,g,14,g,,,,
88,kwik trip,banana cake bar with cinnamon roll frosting,15,g,15,mg,480,g,79,g,4,g,7,g,0,g,2,g,55,g,,,,
89,kwik trip,raspberry danish,12,g,55,mg,280,g,53,g,10,g,7,g,0,g,3,g,28,g,,,,
90,kwik trip,regular cake donut,17,g,15,mg,260,g,22,g,3,g,8,g,0,g,1,g,8,g,,,,
91,kwik trip,cinnamon crunch bagel,3.5,g,0,mg,400,g,65,g,11,g,2,g,0,g,2,g,17,g,,,,
92,kwik trip,persian donut with cinnamon roll frosting and caramel drizzle,38,g,0,mg,570,g,77,g,7,g,17,g,0,g,2,g,38,g,,,,
93,kwik trip,persian donut with chocolate icing and roasted peanuts,43,g,0,mg,530,g,63,g,12,g,16,g,0,g,3,g,20,g,,,,
94,kwik trip,french donut with caramel icing,23,g,35,mg,190,g,27,g,2,g,11,g,0,g,0,g,17,g,,,,
95,kwik trip,cherry cake donut,18,g,15,mg,290,g,22,g,3,g,8,g,0,g,0.5,g,8,g,,,,
96,kwik trip,brownie with chocolate icing and reeses pieces,19,g,0,mg,370,g,91,g,5,g,7,g,0,g,2,g,69,g,,,,
97,kwik trip,creme filled long john donut with caramel icing,35,g,0,mg,380,g,69,g,5,g,16,g,0,g,1,g,38,g,,,,
98,kwik trip,salted caramel cookie,13,g,10,mg,200,g,33,g,2,g,6,g,0,g,1,g,24,g,,,,
99,kwik trip,long john donut with snow white icing and maple drizzle,23,g,0,mg,350,g,72,g,5,g,10,g,0,g,1,g,41,g,,,,
100,kwik trip,jelly bismark donut with cinnamon roll frosting,27,g,0,mg,450,g,66,g,5,g,12,g,0,g,1,g,32,g,,,,
101,kwik trip,blueberry bismark donut with snow white icing and rainbow sprinkles,22,g,0,mg,380,g,63,g,5,g,10,g,0,g,1,g,30,g,,,,
102,kwik trip,persian donut with cinnamon roll frosting and roasted peanuts,48,g,0,mg,570,g,77,g,12,g,18,g,0,g,2,g,35,g,,,,
103,kwik trip,cherry cake donut with powdered sugar,18,g,15,mg,290,g,25,g,3,g,8,g,0,g,0.5,g,11,g,,,,
104,kwik trip,persian donut with snow white icing with cookies n cream pieces,32,g,0,mg,530,g,83,g,7,g,14,g,0,g,2,g,42,g,,,,
105,kwik trip,pumpkin bar with maple cream frosting,15,g,55,mg,290,g,45,g,4,g,3.5,g,0,g,1,g,30,g,,,,
106,kwik trip,long john donut with snow white icing and rainbow sprinkles,23,g,0,mg,350,g,68,g,5,g,10,g,0,g,1,g,36,g,,,,
107,kwik trip,sugared molasses cookie,12,g,10,mg,280,g,35,g,2,g,6,g,0,g,0,g,17,g,,,,
108,kwik trip,macadamia nut cookie,12,g,15,mg,230,g,34,g,3,g,7,g,0,g,0,g,19,g,,,,
109,kwik trip,peach fritter,20,g,0,mg,370,g,58,g,6,g,10,g,0,g,1,g,23,g,,,,
110,kwik trip,banana cake bar without frosting,6,g,15,mg,410,g,48,g,4,g,3,g,0,g,2,g,26,g,,,,
111,kwik trip,persian donut with cinnamon roll frosting and heath toffee pieces,41,g,5,mg,600,g,80,g,7,g,18,g,0,g,2,g,41,g,,,,
112,kwik trip,long john donut with snow white icing,22,g,0,mg,350,g,66,g,5,g,10,g,0,g,1,g,35,g,,,,
113,kwik trip,brownie with chocolate flavored icing and rainbow sprinkles,16,g,0,mg,360,g,85,g,4,g,5,g,0,g,2,g,64,g,,,,
114,kwik trip,brownie with chocolate icing and cookies n cream pieces,18,g,0,mg,380,g,92,g,4,g,6,g,0,g,2,g,69,g,,,,
115,kwik trip,creme filled long john donut with chocolate icing and roasted peanuts,45,g,0,mg,390,g,74,g,11,g,18,g,0,g,1,g,39,g,,,,
116,kwik trip,devils food cake donut with snow white icing and chocolate flavored drizzle,16,g,15,mg,260,g,38,g,3,g,8,g,0,g,1,g,24,g,,,,
117,kwik trip,custard bismark donut with snow white icing,22,g,0,mg,400,g,63,g,5,g,9,g,0,g,1,g,31,g,,,,
118,kwik trip,apple danish,12,g,55,mg,280,g,51,g,10,g,7,g,0,g,3,g,26,g,,,,
119,kwik trip,walnut brownie with maple cream frosting,16,g,0,mg,270,g,61,g,4,g,2.5,g,0,g,2,g,43,g,,,,
120,kwik trip,persian donut with cinnamon roll frosting,37,g,0,mg,570,g,72,g,7,g,16,g,0,g,2,g,33,g,,,,
121,kwik trip,regular cake donut with snow white icing and rainbow sprinkles,17,g,10,mg,260,g,36,g,3,g,8,g,0,g,1,g,21,g,,,,
122,kwik trip,pumpkin bar with cinnamon roll frosting,21,g,55,mg,350,g,66,g,4,g,6,g,0,g,1,g,50,g,,,,
