,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,cheeburger cheeburger,our famous pounder burger wrap,69,g,350,mg,290,g,0,g,100,g,26,g,0,g,0,g,0,g
1,cheeburger cheeburger,our famous pounder burger wrap with 1000 island dressing,95,g,380,mg,810,g,8,g,100,g,30,g,0,g,0,g,6,g
2,cheeburger cheeburger,our famous pounder burger wrap with a 1 steak sauce,69,g,350,mg,1410,g,12,g,100,g,26,g,0,g,0,g,8,g
3,cheeburger cheeburger,our famous pounder burger wrap with american cheese,93,g,410,mg,1640,g,0,g,116,g,42,g,0,g,0,g,0,g
4,cheeburger cheeburger,our famous pounder burger wrap with bacon,74,g,360,mg,480,g,0,g,103,g,28,g,0,g,0,g,0,g
5,cheeburger cheeburger,our famous pounder burger wrap with banana peppers,69,g,350,mg,300,g,3,g,101,g,26,g,0,g,2,g,1,g
6,cheeburger cheeburger,our famous pounder burger wrap with bbq sauce,69,g,350,mg,870,g,34,g,100,g,26,g,0,g,0,g,32,g
7,cheeburger cheeburger,our famous pounder burger wrap with black olives,75,g,350,mg,760,g,4,g,100,g,26,g,0,g,1,g,0,g
8,cheeburger cheeburger,our famous pounder burger wrap with bleu cheese crumbles,85,g,400,mg,1050,g,0,g,112,g,36,g,0,g,0,g,0,g
9,cheeburger cheeburger,our famous pounder burger wrap with buffalo sauce,69,g,350,mg,2310,g,2,g,100,g,26,g,0,g,1,g,1,g
10,cheeburger cheeburger,our famous pounder burger wrap with cheddar cheese,97,g,445,mg,780,g,0,g,120,g,42,g,0,g,0,g,0,g
11,cheeburger cheeburger,our famous pounder burger wrap with chili,71,g,355,mg,510,g,5,g,103,g,27,g,0,g,1,g,2,g
12,cheeburger cheeburger,our famous pounder burger wrap with chipotle mayo,109,g,370,mg,830,g,4,g,100,g,32,g,0,g,0,g,0,g
13,cheeburger cheeburger,our famous pounder burger wrap with chopped garlic,69,g,350,mg,300,g,19,g,103,g,26,g,0,g,1,g,1,g
14,cheeburger cheeburger,our famous pounder burger wrap with cole slaw,75,g,360,mg,430,g,9,g,100,g,27,g,0,g,1,g,7,g
15,cheeburger cheeburger,our famous pounder burger wrap with cucumbers,69,g,350,mg,290,g,2,g,100,g,26,g,0,g,0,g,1,g
16,cheeburger cheeburger,our famous pounder burger wrap with dijon mustard,74,g,350,mg,1720,g,5,g,104,g,26,g,0,g,2,g,1,g
17,cheeburger cheeburger,our famous pounder burger wrap with feta cheese crumbles,81,g,390,mg,930,g,0,g,110,g,34,g,0,g,0,g,0,g
18,cheeburger cheeburger,our famous pounder burger wrap with guacamole,77,g,350,mg,500,g,6,g,102,g,27,g,0,g,2,g,2,g
19,cheeburger cheeburger,our famous pounder burger wrap with heinz 57 steak sauce,69,g,350,mg,1050,g,16,g,100,g,26,g,0,g,0,g,16,g
20,cheeburger cheeburger,our famous pounder burger wrap with honey mustard,101,g,370,mg,520,g,10,g,100,g,31,g,0,g,0,g,8,g
21,cheeburger cheeburger,our famous pounder burger wrap with horseradish,70,g,350,mg,610,g,7,g,101,g,26,g,0,g,0,g,3,g
22,cheeburger cheeburger,our famous pounder burger wrap with jack cheddar cheese mix,87,g,410,mg,650,g,2,g,114,g,36,g,0,g,0,g,0,g
23,cheeburger cheeburger,our famous pounder burger wrap with jalapeno peppers,69,g,350,mg,1250,g,2,g,100,g,26,g,0,g,0,g,0,g
24,cheeburger cheeburger,our famous pounder burger wrap with lettuce,69,g,350,mg,300,g,3,g,101,g,26,g,0,g,1,g,2,g
25,cheeburger cheeburger,our famous pounder burger wrap with mayo,109,g,350,mg,610,g,0,g,100,g,32,g,0,g,0,g,0,g
26,cheeburger cheeburger,our famous pounder burger wrap with mushrooms,69,g,350,mg,290,g,2,g,101,g,26,g,0,g,1,g,1,g
27,cheeburger cheeburger,our famous pounder burger wrap with old bay seasoning,70,g,350,mg,3020,g,4,g,101,g,26,g,0,g,0,g,0,g
28,cheeburger cheeburger,our famous pounder burger wrap with onion rings,69,g,350,mg,340,g,3,g,100,g,26,g,0,g,0,g,1,g
29,cheeburger cheeburger,our famous pounder burger wrap with onion slice,69,g,350,mg,290,g,3,g,100,g,26,g,0,g,0,g,1,g
30,cheeburger cheeburger,our famous pounder burger wrap with peanut butter,97,g,350,mg,540,g,11,g,112,g,32,g,0,g,4,g,5,g
31,cheeburger cheeburger,our famous pounder burger wrap with pepper jack cheese,96,g,440,mg,800,g,3,g,121,g,41,g,0,g,0,g,0,g
32,cheeburger cheeburger,our famous pounder burger wrap with pesto sauce,95,g,360,mg,850,g,6,g,104,g,31,g,0,g,1,g,1,g
33,cheeburger cheeburger,our famous pounder burger wrap with pickles,69,g,350,mg,820,g,0,g,100,g,26,g,0,g,0,g,0,g
