,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
34,dunkin donuts,hash browns,6,g,0,mg,420,g,12,g,5,g,1,g,0,g,2,g,0,g,,
35,dunkin donuts,veggie egg white breakfast wake up wrap,10,g,20,mg,390,g,15,g,9,g,4.5,g,0,g,1,g,1,g,,
36,dunkin donuts,sausage egg and cheese on croissant breakfast sandwich,52,g,220,mg,1120,g,42,g,21,g,20,g,0,g,2,g,6,g,,
37,dunkin donuts,sausage egg and cheese breakfast wake up wrap,21,g,120,mg,710,g,15,g,10,g,8,g,0,g,1,g,1,g,,
38,dunkin donuts,veggie egg white multigrain thin breakfast sandwich,13,g,20,mg,550,g,27,g,17,g,5,g,0,g,5,g,4,g,,
39,dunkin donuts,grilled cheese breakfast sandwich,20,g,55,mg,1120,g,54,g,21,g,11,g,0,g,3,g,1,g,,
40,dunkin donuts,egg and cheese on plain bagel breakfast sandwich,13,g,175,mg,1010,g,66,g,19,g,5,g,0,g,4,g,8,g,,
41,dunkin donuts,bacon egg and cheese on english muffin breakfast sandwich,19,g,190,mg,840,g,39,g,18,g,7,g,0,g,1,g,4,g,,
42,dunkin donuts,sausage egg and cheese on english muffin breakfast sandwich,35,g,220,mg,1140,g,40,g,21,g,12,g,0,g,2,g,4,g,,
43,dunkin donuts,sausage egg and cheese on plain bagel breakfast sandwich,34,g,220,mg,1500,g,68,g,26,g,12,g,0,g,5,g,8,g,,
44,dunkin donuts,ham egg and cheese on english muffin breakfast sandwich,15,g,190,mg,910,g,39,g,19,g,5,g,0,g,1,g,4,g,,
45,dunkin donuts,ham egg and cheese breakfast wake up wrap,11,g,100,mg,600,g,15,g,9,g,4,g,0,g,0,g,1,g,,
46,dunkin donuts,chicken croissant breakfast sandwich,36,g,65,mg,1240,g,55,g,28,g,14,g,0,g,2,g,9,g,,
47,dunkin donuts,turkey sausage breakfast wake up wrap,15,g,115,mg,680,g,15,g,11,g,6,g,0,g,0,g,1,g,,
48,dunkin donuts,egg and cheese on english muffin breakfast sandwich,15,g,175,mg,650,g,38,g,14,g,5,g,0,g,1,g,4,g,,
49,dunkin donuts,avocado spread,7,g,0,mg,200,g,4,g,1,g,1,g,0,g,3,g,0,g,,
50,dunkin donuts,sausage biscuit breakfast sandwich,34,g,45,mg,1120,g,32,g,13,g,16,g,0,g,1,g,2,g,,
51,dunkin donuts,ham egg and cheese on croissant breakfast sandwich,33,g,190,mg,960,g,41,g,19,g,13,g,0,g,1,g,7,g,,
52,dunkin donuts,ham egg and cheese on plain bagel breakfast sandwich,15,g,190,mg,1330,g,68,g,24,g,5,g,0,g,4,g,9,g,,
53,dunkin donuts,avocado toast,11,g,0,mg,530,g,34,g,6,g,1.5,g,0,g,6,g,1,g,,
54,dunkin donuts,turkey sausage on english muffin breakfast sandwich,22,g,240,mg,1120,g,39,g,26,g,7,g,0,g,1,g,4,g,,
55,dunkin donuts,power breakfast sandwich,23,g,60,mg,980,g,28,g,25,g,8,g,0,g,5,g,5,g,,
56,dunkin donuts,chicken biscuit breakfast sandwich,22,g,45,mg,1080,g,46,g,21,g,11,g,0,g,1,g,3,g,,
57,dunkin donuts,veggie egg white and turkey sausage breakfast wake up wrap,12,g,35,mg,710,g,15,g,11,g,4.5,g,0,g,1,g,2,g,,
58,dunkin donuts,beyond sausage breakfast sandwich,26,g,185,mg,820,g,40,g,26,g,10,g,0,g,2,g,3,g,,
59,dunkin donuts,veggie egg white and beyond sausage breakfast wake up wrap,15,g,20,mg,530,g,15,g,14,g,6,g,0,g,1,g,1,g,,
60,dunkin donuts,bacon egg and cheese on biscuit breakfast sandwich,31,g,195,mg,1210,g,35,g,17,g,15,g,0,g,1,g,3,g,,
61,dunkin donuts,veggie egg white and ham breakfast wake up wrap,8,g,20,mg,650,g,15,g,9,g,3.5,g,0,g,1,g,2,g,,
62,dunkin donuts,veggie egg white and bacon breakfast wake up wrap,10,g,20,mg,620,g,15,g,9,g,4.5,g,0,g,1,g,2,g,,
63,dunkin donuts,double sausage breakfast sandwich,54,g,265,mg,1980,g,70,g,33,g,19,g,0,g,5,g,8,g,,
64,dunkin donuts,beyond sausage breakfast wake up wrap,18,g,100,mg,500,g,15,g,14,g,7,g,0,g,1,g,1,g,,
65,dunkin donuts,veggie egg white and sausage breakfast wake up wrap,18,g,35,mg,730,g,16,g,10,g,7,g,0,g,1,g,1,g,,
66,dunkin donuts,spam breakfast sandwich,42,g,200,mg,1210,g,41,g,20,g,17,g,0,g,1,g,6,g,,
67,dunkin donuts,kosher power breakfast sandwich,16,g,25,mg,800,g,30,g,26,g,6,g,0,g,6,g,5,g,,
68,dunkin donuts,soft serve in a cone,9,g,35,mg,160,g,35,g,9,g,6,g,0,g,1,g,27,g,,
69,dunkin donuts,strawberry coolatta float,12,g,50,mg,210,g,68,g,11,g,8,g,0,g,1,g,64,g,,
70,dunkin donuts,frozen coffee float,15,g,55,mg,170,g,50,g,8,g,9,g,0.5,g,1,g,47,g,,
71,dunkin donuts,glazed donut,11,g,0,mg,270,g,33,g,4,g,4.5,g,0,g,1,g,13,g,,
72,dunkin donuts,glazed munchkin,3,g,0,mg,60,g,7,g,1,g,1.5,g,0,g,0,g,3,g,,
73,dunkin donuts,boston kreme donut,11,g,0,mg,320,g,39,g,5,g,4.5,g,0,g,1,g,18,g,,
74,dunkin donuts,chocolate frosted donut,11,g,0,mg,290,g,34,g,4,g,4.5,g,0,g,1,g,13,g,,
75,dunkin donuts,glazed chocolate donut,22,g,0,mg,420,g,39,g,4,g,10,g,0,g,1,g,18,g,,
76,dunkin donuts,strawberry frosted donut with sprinkles,12,g,0,mg,280,g,37,g,4,g,5,g,0,g,1,g,16,g,,
77,dunkin donuts,old fashioned donut,19,g,20,mg,320,g,30,g,4,g,9,g,0,g,1,g,10,g,,
78,dunkin donuts,glazed blueberry donut,18,g,30,mg,380,g,44,g,4,g,7,g,0,g,1,g,21,g,,
79,dunkin donuts,chocolate frosted donut with sprinkles,12,g,0,mg,290,g,36,g,4,g,5,g,0,g,1,g,15,g,,
80,dunkin donuts,glazed chocolate munchkin,3,g,0,mg,80,g,8,g,1,g,1.5,g,0,g,0,g,4,g,,
81,dunkin donuts,chocolate coconut donut,23,g,0,mg,420,g,48,g,4,g,11,g,0,g,1,g,26,g,,
82,dunkin donuts,vanilla frosted donut,11,g,0,mg,280,g,34,g,4,g,4.5,g,0,g,1,g,14,g,,
83,dunkin donuts,chocolate frosted cake donut,20,g,20,mg,340,g,41,g,4,g,9,g,0,g,1,g,21,g,,
84,dunkin donuts,french cruller donut,14,g,50,mg,135,g,21,g,3,g,7,g,0,g,0,g,10,g,,
85,dunkin donuts,maple frosted donut,11,g,0,mg,280,g,35,g,4,g,4.5,g,0,g,1,g,14,g,,
86,dunkin donuts,chocolate long john,15,g,0,mg,400,g,41,g,6,g,6,g,0,g,1,g,16,g,,
87,dunkin donuts,bavarian kreme donut,11,g,0,mg,310,g,31,g,4,g,4,g,0,g,1,g,11,g,,
88,dunkin donuts,double chocolate donut,22,g,0,mg,440,g,40,g,4,g,10,g,0,g,1,g,19,g,,
89,dunkin donuts,vanilla frosted sprinkles donut,11,g,0,mg,280,g,37,g,4,g,4.5,g,0,g,1,g,16,g,,
90,dunkin donuts,vanilla long john donut,15,g,0,mg,400,g,42,g,5,g,6,g,0,g,1,g,17,g,,
91,dunkin donuts,vanilla creme donut,15,g,0,mg,290,g,37,g,4,g,6,g,0,g,1,g,18,g,,
92,dunkin donuts,glazed jelly donut,10,g,0,mg,290,g,44,g,4,g,4,g,0,g,1,g,21,g,,
93,dunkin donuts,sour cream donut,17,g,10,mg,360,g,49,g,4,g,7,g,0,g,1,g,25,g,,
94,dunkin donuts,chocolate butternut donut,23,g,0,mg,420,g,55,g,4,g,10,g,0,g,2,g,32,g,,
95,dunkin donuts,sugared donut,11,g,0,mg,270,g,24,g,4,g,4.5,g,0,g,1,g,5,g,,
96,dunkin donuts,white cheddar bagel twist,8,g,20,mg,760,g,64,g,16,g,4.5,g,0,g,4,g,7,g,,
97,dunkin donuts,toasted coconut donut,22,g,20,mg,360,g,52,g,5,g,11,g,0,g,3,g,29,g,,
98,dunkin donuts,glazed blueberry munchkins,3.5,g,5,mg,65,g,8,g,1,g,2,g,0,g,0,g,4,g,,
99,dunkin donuts,powdered donut,20,g,20,mg,320,g,34,g,4,g,9,g,0,g,1,g,14,g,,
100,dunkin donuts,cinnamon donut,20,g,20,mg,320,g,34,g,4,g,9,g,0,g,1,g,13,g,,
101,dunkin donuts,jelly munchkin,3,g,0,mg,65,g,8,g,1,g,1.5,g,0,g,0,g,3,g,,
102,dunkin donuts,butternut donut,21,g,20,mg,320,g,57,g,4,g,10,g,0,g,1,g,34,g,,
103,dunkin donuts,glazed stick,30,g,20,mg,390,g,43,g,4,g,14,g,0,g,1,g,21,g,,
104,dunkin donuts,dulce de leche donut,11,g,0,mg,280,g,37,g,5,g,4.5,g,0,g,1,g,13,g,,
105,dunkin donuts,powdered munchkin,3.5,g,5,mg,70,g,6,g,1,g,1.5,g,0,g,0,g,2,g,,
106,dunkin donuts,chocolate creme stick donut,23,g,0,mg,450,g,58,g,6,g,9,g,0,g,2,g,33,g,,
107,dunkin donuts,glazed strawberry donut,10,g,0,mg,280,g,44,g,4,g,4,g,0,g,1,g,23,g,,
108,dunkin donuts,bismark,22,g,0,mg,470,g,63,g,6,g,9,g,0,g,1,g,34,g,,
109,dunkin donuts,apple crumb donut,11,g,0,mg,310,g,44,g,4,g,4.5,g,0,g,1,g,22,g,,
110,dunkin donuts,glazed jelly stick,30,g,20,mg,430,g,61,g,4,g,14,g,0,g,1,g,34,g,,
111,dunkin donuts,apple n spice donut,10,g,0,mg,300,g,31,g,4,g,4,g,0,g,1,g,10,g,,
112,dunkin donuts,peanut donut,27,g,20,mg,320,g,50,g,9,g,10,g,0,g,2,g,26,g,,
113,dunkin donuts,jelly donut,10,g,0,mg,290,g,36,g,4,g,4,g,0,g,1,g,13,g,,
114,dunkin donuts,chocolate dipped french cruller,15,g,50,mg,150,g,33,g,3,g,7,g,0,g,0,g,20,g,,
115,dunkin donuts,chocolate headlight donut,14,g,0,mg,310,g,41,g,5,g,6,g,0,g,1,g,19,g,,
116,dunkin donuts,jelly stick donut,30,g,20,mg,430,g,52,g,4,g,14,g,0,g,1,g,26,g,,
117,dunkin donuts,maple creme stick donut,22,g,0,mg,440,g,59,g,5,g,9,g,0,g,1,g,34,g,,
118,dunkin donuts,strawberry frosted donut,11,g,0,mg,280,g,35,g,4,g,4.5,g,0,g,1,g,14,g,,
119,dunkin donuts,lemon donut,10,g,0,mg,310,g,31,g,4,g,4,g,0,g,1,g,10,g,,
120,dunkin donuts,maple creme donut,14,g,0,mg,290,g,38,g,4,g,5,g,0,g,1,g,18,g,,
121,dunkin donuts,old fashioned munchkin,3.5,g,5,mg,70,g,6,g,1,g,1.5,g,0,g,0,g,2,g,,
122,dunkin donuts,cinnamon munchkin,3.5,g,5,mg,70,g,6,g,1,g,1.5,g,0,g,0,g,2,g,,
123,dunkin donuts,creme delight donut,16,g,0,mg,310,g,44,g,5,g,6,g,0,g,1,g,24,g,,
124,dunkin donuts,matcha topped donut,11,g,0,mg,270,g,34,g,4,g,4.5,g,0,g,1,g,14,g,,
125,dunkin donuts,new yorker donut,16,g,0,mg,310,g,44,g,5,g,6,g,0,g,1,g,24,g,,
126,dunkin donuts,bowtie donut,12,g,0,mg,320,g,38,g,4,g,5,g,0,g,1,g,16,g,,
127,dunkin donuts,butternut munchkin,4,g,5,mg,70,g,12,g,1,g,2,g,0,g,0,g,7,g,,
128,dunkin donuts,vanilla headlight donut,15,g,0,mg,310,g,41,g,4,g,6,g,0,g,1,g,21,g,,
129,dunkin donuts,frosted vanilla creme donut,16,g,0,mg,310,g,44,g,5,g,6,g,0,g,1,g,24,g,,
130,dunkin donuts,glazed old fashioned munchkin,3.5,g,5,mg,6570,g,8,g,1,g,1.5,g,0,g,0,g,4,g,,
131,dunkin donuts,chocolate creme donut,14,g,0,mg,300,g,36,g,5,g,6,g,0,g,1,g,14,g,,
132,dunkin donuts,pittsburg creme donut,16,g,0,mg,310,g,47,g,5,g,7,g,0,g,1,g,26,g,,
133,dunkin donuts,maple vanilla creme donut,15,g,0,mg,300,g,45,g,4,g,6,g,0,g,1,g,25,g,,
134,dunkin donuts,maple long john donut,15,g,0,mg,400,g,42,g,5,g,6,g,0,g,1,g,18,g,,
135,dunkin donuts,taillight donut,15,g,0,mg,310,g,41,g,4,g,6,g,0,g,1,g,21,g,,
136,dunkin donuts,coconut donut,21,g,20,mg,320,g,50,g,4,g,11,g,0,g,1,g,28,g,,
137,dunkin donuts,apple streusel donut,12,g,0,mg,310,g,46,g,5,g,4.5,g,0,g,1,g,23,g,,
138,dunkin donuts,lemon stick donut,31,g,20,mg,460,g,44,g,4,g,14,g,0,g,1,g,21,g,,
139,dunkin donuts,marble frosted donut,11,g,0,mg,290,g,37,g,4,g,4.5,g,0,g,1,g,16,g,,
140,dunkin donuts,powdered stick donut,31,g,20,mg,390,g,36,g,4,g,14,g,0,g,1,g,15,g,,
141,dunkin donuts,allcaps donut,11,g,0,mg,290,g,37,g,4,g,4.5,g,0,g,1,g,16,g,,
142,dunkin donuts,glazed lemon donut,10,g,0,mg,310,g,40,g,4,g,4,g,0,g,1,g,19,g,,
143,dunkin donuts,guava donut,10,g,0,mg,280,g,32,g,4,g,4,g,0,g,1,g,12,g,,
144,dunkin donuts,apple stick,30,g,20,mg,450,g,44,g,4,g,14,g,0,g,1,g,21,g,,
145,dunkin donuts,sugared stick donut,30,g,20,mg,390,g,34,g,4,g,14,g,0,g,1,g,13,g,,
146,dunkin donuts,french apple donut,10,g,0,mg,310,g,40,g,4,g,4,g,0,g,1,g,19,g,,
147,dunkin donuts,indy creme donut,16,g,0,mg,310,g,44,g,5,g,6,g,0,g,1,g,24,g,,
148,dunkin donuts,kolache,23,g,60,mg,1020,g,31,g,15,g,7,g,0,g,1,g,7,g,,
149,dunkin donuts,grilled cheese breakfast sandwich with ham,21,g,70,mg,1390,g,55,g,25,g,11,g,0,g,3,g,1,g,,
150,dunkin donuts,grilled cheese sandwich with bacon,28,g,60,mg,1140,g,38,g,21,g,13,g,0,g,0,g,4,g,,
151,dunkin donuts,kosher veggie bacon egg and cheese plain bagel sandwich,17,g,180,mg,1170,g,68,g,21,g,5,g,0,g,4,g,7,g,,
152,dunkin donuts,kosher tuna melt on a croissant sandwich,42,g,65,mg,820,g,38,g,24,g,15,g,0,g,1,g,5,g,,
153,dunkin donuts,tuna salad on a plain bagel sandwich,17,g,45,mg,1060,g,64,g,24,g,3,g,0,g,4,g,7,g,,
154,dunkin donuts,kosher grilled cheese sandwich,23,g,55,mg,840,g,36,g,17,g,12,g,0,g,0,g,3,g,,
155,dunkin donuts,kosher egg and cheese on english muffin sandwich,14,g,180,mg,600,g,38,g,14,g,5,g,0,g,1,g,3,g,,
156,dunkin donuts,kosher dunkin double veggie sausage sandwich,18,g,180,mg,1460,g,74,g,37,g,6,g,0,g,6,g,8,g,,
157,dunkin donuts,kosher veggie sausage egg and cheese croissant sandwich,33,g,180,mg,840,g,44,g,23,g,13,g,0,g,2,g,6,g,,
158,dunkin donuts,kosher beyond sausage sandwich,26,g,185,mg,810,g,39,g,27,g,10,g,0,g,2,g,3,g,,
159,dunkin donuts,kosher grilled cheese with veggie bacon sandwich,27,g,55,mg,1060,g,38,g,19,g,12,g,0,g,0,g,3,g,,
160,dunkin donuts,kosher tuna salad plain bagel sandwich,17,g,45,mg,1060,g,64,g,24,g,3,g,0,g,4,g,7,g,,
161,dunkin donuts,oreo mix in,21,g,55,mg,350,g,70,g,14,g,11,g,0.5,g,2,g,55,g,,
162,dunkin donuts,mandms mix ins,27,g,60,mg,270,g,88,g,16,g,17,g,0.5,g,3,g,82,g,,
163,dunkin donuts,allcaps donut,11,g,0,mg,290,g,37,g,4,g,4.5,g,0,g,1,g,16,g,,
164,dunkin donuts,almond mocha coconutmilk iced coffee large,2.5,g,0,mg,65,g,52,g,2,g,1.5,g,0,g,2,g,46,g,,
165,dunkin donuts,almond mocha coconutmilk iced coffee medium,1.5,g,0,mg,50,g,39,g,2,g,1,g,0,g,2,g,34,g,,
166,dunkin donuts,almond mocha coconutmilk iced coffee small,1,g,0,mg,30,g,26,g,1,g,0.5,g,0,g,1,g,23,g,,
167,dunkin donuts,almondmilk iced matcha latte large,3.5,g,0,mg,240,g,48,g,3,g,0,g,0,g,3,g,44,g,,
168,dunkin donuts,almondmilk iced matcha latte medium,2.5,g,0,mg,180,g,36,g,3,g,0,g,0,g,2,g,33,g,,
169,dunkin donuts,almondmilk iced matcha latte small,2,g,0,mg,120,g,24,g,2,g,0,g,0,g,1,g,22,g,,
170,dunkin donuts,americano large,0,g,0,mg,30,g,2,g,0,g,0,g,0,g,0,g,0,g,,
171,dunkin donuts,americano medium,0,g,0,mg,25,g,2,g,0,g,0,g,0,g,0,g,0,g,,
172,dunkin donuts,americano small,0,g,0,mg,15,g,1,g,0,g,0,g,0,g,0,g,0,g,,
173,dunkin donuts,apple n spice donut,10,g,0,mg,300,g,31,g,4,g,4,g,0,g,1,g,10,g,,
174,dunkin donuts,apple crumb donut,11,g,0,mg,310,g,44,g,5,g,4.5,g,0,g,1,g,21,g,,
175,dunkin donuts,apple fritter,28,g,0,mg,470,g,57,g,6,g,12,g,0,g,2,g,24,g,,
176,dunkin donuts,apple stick,30,g,20,mg,450,g,44,g,4,g,14,g,0,g,1,g,21,g,,
177,dunkin donuts,apple streusel donut,12,g,0,mg,310,g,46,g,5,g,4.5,g,0,g,1,g,23,g,,
178,dunkin donuts,atlanta united donut,11,g,0,mg,320,g,39,g,4,g,4.5,g,0,g,1,g,18,g,,
179,dunkin donuts,avocado spread,7,g,0,mg,200,g,4,g,1,g,1,g,0,g,3,g,0,g,,
180,dunkin donuts,avocado toast,11,g,0,mg,530,g,34,g,6,g,1.5,g,0,g,6,g,1,g,,
181,dunkin donuts,bacon and cheese rollups,22,g,55,mg,1160,g,28,g,16,g,9,g,0,g,1,g,3,g,,
182,dunkin donuts,bacon topped avocado toast,14,g,15,mg,740,g,32,g,10,g,3.5,g,0,g,5,g,2,g,,
183,dunkin donuts,bacon egg and cheese on a plain bagel,18,g,190,mg,1200,g,67,g,23,g,6,g,0,g,4,g,8,g,,
184,dunkin donuts,bacon egg and cheese on croissant,36,g,190,mg,820,g,41,g,18,g,14,g,0,g,1,g,6,g,,
185,dunkin donuts,bacon egg and cheese on english muffin,19,g,190,mg,840,g,39,g,18,g,7,g,0,g,1,g,4,g,,
186,dunkin donuts,bacon egg and cheese wake up wrap,13,g,105,mg,590,g,15,g,10,g,5,g,0,g,0,g,1,g,,
187,dunkin donuts,bavarian kreme donut,11,g,0,mg,310,g,31,g,4,g,4,g,0,g,1,g,11,g,,
188,dunkin donuts,berry powdered donut,20,g,20,mg,320,g,34,g,4,g,9,g,0,g,1,g,14,g,,
189,dunkin donuts,berry powdered munchkins,3.5,g,5,mg,70,g,6,g,1,g,1.5,g,0,g,0,g,2,g,,
190,dunkin donuts,beyond sausage sandwich,26,g,185,mg,820,g,40,g,26,g,10,g,0,g,2,g,3,g,,
191,dunkin donuts,beyond sausage wake up wrap,18,g,100,mg,500,g,15,g,14,g,7,g,0,g,1,g,1,g,,
192,dunkin donuts,birdland donut,11,g,0,mg,290,g,37,g,4,g,4.5,g,0,g,1,g,16,g,,
193,dunkin donuts,biscuit bacon egg and cheese sandwich,31,g,195,mg,1210,g,35,g,17,g,15,g,0,g,1,g,3,g,,
194,dunkin donuts,bismark,22,g,0,mg,470,g,63,g,6,g,9,g,0,g,1,g,34,g,,
195,dunkin donuts,black eyed susan donut,14,g,0,mg,300,g,40,g,5,g,6,g,0,g,1,g,17,g,,
196,dunkin donuts,blue raspberry coolatta large,0,g,0,mg,60,g,112,g,0,g,0,g,0,g,0,g,110,g,,
197,dunkin donuts,blue raspberry coolatta medium,0,g,0,mg,45,g,84,g,0,g,0,g,0,g,0,g,83,g,,
198,dunkin donuts,blue raspberry coolatta small,0,g,0,mg,30,g,56,g,0,g,0,g,0,g,0,g,55,g,,
199,dunkin donuts,blue raspberry dunkin energy punch powered by monster energy,0,g,0,mg,460,g,102,g,0,g,0,g,0,g,0,g,96,g,,
200,dunkin donuts,blueberry flavored lemonade large,0,g,0,mg,20,g,76,g,0,g,0,g,0,g,0,g,73,g,,
201,dunkin donuts,blueberry flavored lemonade medium,0,g,0,mg,15,g,57,g,0,g,0,g,0,g,0,g,55,g,,
202,dunkin donuts,blueberry flavored lemonade small,0,g,0,mg,10,g,38,g,0,g,0,g,0,g,0,g,37,g,,
203,dunkin donuts,blueberry muffin,15,g,60,mg,390,g,77,g,6,g,3,g,0,g,1,g,44,g,,
204,dunkin donuts,blueberry oat cold brew large,1,g,0,mg,50,g,6,g,1,g,0,g,0,g,1,g,1,g,,
205,dunkin donuts,blueberry oat cold brew medium,0.5,g,0,mg,35,g,4,g,1,g,0,g,0,g,0,g,1,g,,
206,dunkin donuts,blueberry oat cold brew small,0,g,0,mg,25,g,3,g,1,g,0,g,0,g,0,g,1,g,,
207,dunkin donuts,blueberry pomegranate dunkin,0,g,0,mg,15,g,40,g,1,g,0,g,0,g,0,g,38,g,,
208,dunkin donuts,blueberry pomegranate dunkin refreshers medium,0,g,0,mg,10,g,30,g,1,g,0,g,0,g,0,g,28,g,,
209,dunkin donuts,blueberry pomegranate dunkin refreshers small,0,g,0,mg,5,g,20,g,0,g,0,g,0,g,0,g,19,g,,
210,dunkin donuts,boston kreme donut,11,g,0,mg,320,g,39,g,5,g,4.5,g,0,g,1,g,18,g,,
211,dunkin donuts,box o joe,0,g,0,mg,5,g,0,g,0,g,0,g,0,g,0,g,0,g,,
212,dunkin donuts,box o joe hot chocolate,7,g,0,mg,210,g,40,g,2,g,6,g,0,g,2,g,32,g,,
213,dunkin donuts,butter packet,4,g,10,mg,30,g,0,g,0,g,2.5,g,0,g,0,g,0,g,,
214,dunkin donuts,butter pecan sundae signature hot latte with skim milk large,6,g,25,mg,430,g,78,g,16,g,4,g,0,g,0,g,72,g,,
215,dunkin donuts,butter pecan sundae signature hot latte with skim milk medium,5,g,20,mg,330,g,60,g,12,g,3.5,g,0,g,0,g,55,g,,
216,dunkin donuts,butter pecan sundae signature hot latte with skim milk small,5,g,20,mg,220,g,43,g,8,g,3.5,g,0,g,0,g,38,g,,
