,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,on the border,queso blanco 1 quart,195,g,605,mg,9020,g,49,g,124,g,122,g,9,g,0,g,36,g,,,,
1,on the border,queso cafe style,9,g,0,mg,140,g,16,g,2,g,2,g,0,g,1,g,1,g,,,,
2,on the border,queso cafe style tortilla chips,9,g,0,mg,140,g,16,g,2,g,2,g,0,g,1,g,1,g,2,g,5,g
3,on the border,queso de espinaca 1 quart,143,g,425,mg,7350,g,41,g,89,g,86,g,6,g,3,g,28,g,,,,
4,on the border,queso 1 quart,130,g,390,mg,8830,g,69,g,96,g,81,g,6,g,6,g,56,g,,,,
5,on the border,ranch dressing,24,g,25,mg,400,g,2,g,1,g,3,g,0,g,0,g,2,g,,,,
6,on the border,ranchiladas,126,g,235,mg,2410,g,53,g,80,g,54,g,1.5,g,9,g,9,g,,,,
7,on the border,red sangria glass,0,g,0,mg,5,g,19,g,0,g,0,g,0,g,1,g,14,g,,,,
8,on the border,red sangria pitcher,0,g,0,mg,30,g,87,g,1,g,0,g,0,g,1,g,70,g,,,,
9,on the border,red wine,0,g,0,mg,10,g,5,g,0,g,0,g,0,g,0,g,1,g,,,,
10,on the border,refried beans,7,g,5,mg,560,g,30,g,10,g,2.5,g,0,g,7,g,1,g,,,,
11,on the border,refried beans 1 quart,43,g,25,mg,3360,g,178,g,63,g,16,g,0,g,41,g,4,g,,,,
12,on the border,roasted verde salsa medium,0,g,0,mg,190,g,2,g,0,g,0,g,0,g,1,g,1,g,,,,
13,on the border,rose wine,0,g,0,mg,10,g,8,g,1,g,0,g,0,g,0,g,8,g,,,,
14,on the border,salsa,0,g,0,mg,430,g,4,g,1,g,0,g,0,g,1,g,3,g,,,,
15,on the border,salsa con queso,3,g,0,mg,260,g,4,g,1,g,0.5,g,0,g,0,g,1,g,,,,
16,on the border,salsa 1 quart,3,g,0,mg,6450,g,64,g,11,g,0.5,g,0,g,13,g,42,g,,,,
17,on the border,salsa cantina medium,0,g,0,mg,150,g,2,g,0,g,0,g,0,g,0,g,1,g,,,,
18,on the border,salsa hot,0,g,0,mg,140,g,2,g,0,g,0,g,0,g,0,g,1,g,,,,
19,on the border,salsa medium,0,g,0,mg,150,g,2,g,0,g,0,g,0,g,0,g,1,g,,,,
20,on the border,salsa mild,0,g,0,mg,140,g,2,g,0,g,0,g,0,g,0,g,1,g,,,,
21,on the border,sangria swirl grande margarita,0,g,0,mg,55,g,46,g,0,g,0,g,0,g,0,g,40,g,,,,
