,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,east of chicago,all meat medium 12 thin crust specialty pizza,14,g,25,mg,620,g,20,g,9,g,6,g,0,g,0,g,1,g
1,east of chicago,blt large 14 thin crust specialty pizza,18,g,25,mg,580,g,19,g,8,g,7,g,0,g,0,g,1,g
2,east of chicago,beef taco medium 12 thin crust specialty pizza,12,g,25,mg,420,g,20,g,7,g,6,g,0,g,1,g,2,g
3,east of chicago,cheese only 16 thin pizza,9,g,15,mg,490,g,30,g,9,g,3.5,g,0,g,0,g,1,g
4,east of chicago,buffalo chicken large 14 thin crust specialty pizza,15,g,20,mg,720,g,20,g,8,g,6,g,0,g,0,g,0,g
5,east of chicago,7 layer veggie medium 12 thin crust specialty pizza,11,g,15,mg,470,g,20,g,6,g,5,g,0,g,1,g,2,g
6,east of chicago,kicken chicken medium 12 thin crust specialty pizza,16,g,20,mg,490,g,20,g,7,g,6,g,0,g,0,g,1,g
7,east of chicago,hawaiian 6 pan pizza,8,g,10,mg,420,g,23,g,7,g,2.5,g,0,g,0,g,2,g
8,east of chicago,all meat large 14 crispy crust specialty pizza,12,g,25,mg,540,g,13,g,11,g,5,g,0,g,1,g,1,g
9,east of chicago,garden vegetable 9 pan pizza,10,g,10,mg,390,g,25,g,7,g,2.5,g,0,g,0.5,g,1,g
10,east of chicago,bbq chicken 9 pan pizza,9,g,10,mg,420,g,29,g,8,g,2.5,g,0,g,1,g,5,g
11,east of chicago,deluxe medium 12 thin crust specialty pizza,13,g,20,mg,550,g,20,g,7,g,6,g,0,g,1,g,1,g
12,east of chicago,blt 10 cauliflower crust specialty pizza,9,g,20,mg,320,g,8,g,6,g,3.5,g,0,g,0,g,1,g
13,east of chicago,pepperoni meatball medium 12 crispy crust specialty pizza,12,g,30,mg,440,g,15,g,12,g,5,g,0,g,1,g,2,g
14,east of chicago,hawaiian 9 thin pizza,8,g,20,mg,520,g,17,g,8,g,3.5,g,0,g,0,g,2,g
15,east of chicago,the tower medium 12 crispy crust specialty pizza,12,g,25,mg,550,g,14,g,10,g,5,g,0,g,1,g,2,g
16,east of chicago,deluxe 9 pan pizza,11,g,10,mg,540,g,25,g,8,g,3,g,0,g,0.5,g,1,g
17,east of chicago,pepperoni meatball large 14 thin crust specialty pizza,16,g,30,mg,620,g,21,g,11,g,7,g,0,g,1,g,2,g
18,east of chicago,taco 6 pan pizza,8,g,5,mg,270,g,23,g,6,g,2.5,g,0,g,0,g,1,g
