,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,round table pizza,gluten free pizza cheese,9,g,25,mg,460,g,32,g,9,g,5,g,0,g,2,g,4,g,,,,
1,round table pizza,gluten free pizza chicken and garlic gourmet,10,g,25,mg,530,g,32,g,10,g,4.5,g,0,g,2,g,4,g,,,,
2,round table pizza,gluten free pizza gourmet veggie,10,g,25,mg,470,g,32,g,8,g,4.5,g,0,g,2,g,4,g,,,,
3,round table pizza,gluten free pizza guineveres garden delight,7,g,15,mg,510,g,46,g,7,g,3,g,0,g,2,g,6,g,,,,
4,round table pizza,gluten free pizza hawaiian,7,g,20,mg,590,g,47,g,8,g,3,g,0,g,2,g,7,g,,,,
5,round table pizza,gluten free pizza hearty bacon supreme,14,g,40,mg,720,g,31,g,12,g,6,g,0,g,2,g,4,g,,,,
6,round table pizza,gluten free pizza italian garlic supreme,14,g,35,mg,590,g,31,g,10,g,6,g,0,g,2,g,4,g,,,,
7,round table pizza,gluten free pizza king arthur supreme,12,g,30,mg,620,g,33,g,10,g,5,g,0,g,2,g,5,g,,,,
8,round table pizza,gluten free pizza king arthur supreme with seafood,13,g,45,mg,980,g,33,g,14,g,6,g,0,g,2,g,5,g,,,,
9,round table pizza,gluten free pizza maui zaui,10,g,30,mg,680,g,35,g,10,g,4.5,g,0,g,2,g,8,g,,,,
10,round table pizza,gluten free pizza maui zaui with chicken,10,g,30,mg,610,g,35,g,11,g,4.5,g,0,g,2,g,7,g,,,,
11,round table pizza,gluten free pizza maui zaui with pepperoni,14,g,35,mg,730,g,35,g,11,g,6,g,0,g,2,g,7,g,,,,
12,round table pizza,gluten free pizza montagues all meat marvel,14,g,40,mg,710,g,32,g,12,g,6,g,0,g,2,g,4,g,,,,
13,round table pizza,gluten free pizza pepperoni,11,g,30,mg,560,g,31,g,9,g,5,g,0,g,2,g,4,g,,,,
14,round table pizza,gluten free pizza smokehouse combo with chicken,11,g,35,mg,670,g,34,g,12,g,5,g,0,g,2,g,6,g,,,,
15,round table pizza,gluten free pizza smokehouse combo with pepperoni,13,g,35,mg,680,g,34,g,11,g,6,g,0,g,2,g,6,g,,,,
16,round table pizza,gluten free pizza triple play pepperoni,13,g,35,mg,650,g,32,g,11,g,6,g,0,g,2,g,4,g,,,,
17,round table pizza,gluten free pizza ulti meat,13,g,40,mg,680,g,32,g,12,g,6,g,0,g,2,g,4,g,,,,
18,round table pizza,gluten free pizza west coast combo,16,g,40,mg,710,g,35,g,13,g,7,g,0,g,2,g,4,g,,,,
19,round table pizza,gluten free pizza wombo combo,12,g,35,mg,650,g,35,g,11,g,5,g,0,g,2,g,5,g,,,,
20,round table pizza,gourmet pesto penne family serves 3,33,g,50,mg,870,g,40,g,20,g,11,g,0,g,3,g,5,g,,,,
21,round table pizza,gourmet pesto penne individual,50,g,75,mg,1300,g,59,g,31,g,17,g,0,g,4,g,8,g,,,,
22,round table pizza,half gourmet club sandwich with chicken,22,g,60,mg,1090,g,29,g,21,g,7,g,0,g,1,g,2,g,,,,
23,round table pizza,half gourmet club sandwich with ham,19,g,40,mg,990,g,29,g,20,g,7,g,0,g,1,g,2,g,,,,
24,round table pizza,half gourmet club sandwich with turkey,19,g,40,mg,990,g,29,g,20,g,7,g,0,g,1,g,2,g,,,,
25,round table pizza,ham classic sandwich,34,g,100,mg,2160,g,60,g,39,g,14,g,0.5,g,4,g,5,g,,,,
26,round table pizza,ham club,30,g,95,mg,2430,g,59,g,39,g,12,g,0.5,g,3,g,4,g,,,,
27,round table pizza,hero classic sandwich,41,g,110,mg,1950,g,59,g,44,g,17,g,0,g,4,g,4,g,,,,
28,round table pizza,homestyle mac n cheese,35,g,80,mg,820,g,52,g,25,g,16,g,0.5,g,2,g,4,g,,,,
29,round table pizza,house chips,62,g,20,mg,2690,g,74,g,9,g,12,g,0.5,g,6,g,5,g,,,,
30,round table pizza,island flatbread,6,g,10,mg,370,g,15,g,7,g,2,g,0,g,1,g,2,g,,,,
31,round table pizza,italian meats sandwich,49,g,135,mg,3170,g,59,g,41,g,18,g,1,g,3,g,4,g,,,,
32,round table pizza,jalapeno poppers,6,g,15,mg,600,g,23,g,8,g,4,g,0,g,1,g,1,g,,,,
33,round table pizza,lays potato chips original 1 oz,10,g,0,mg,170,g,15,g,2,g,1.5,g,0,g,1,g,1,g,,,,
34,round table pizza,lays potato chips original 1 5 oz,15,g,0,mg,260,g,23,g,3,g,2.5,g,0,g,2,g,2,g,,,,
35,round table pizza,lays potato chips bbq,14,g,0,mg,230,g,24,g,3,g,2.5,g,0,g,2,g,3,g,,,,
36,round table pizza,marinara with sausage and mushrooms,29,g,65,mg,1500,g,57,g,29,g,11,g,0,g,7,g,13,g,,,,
37,round table pizza,meatball sandwich,37,g,85,mg,1790,g,70,g,35,g,14,g,0,g,8,g,8,g,,,,
38,round table pizza,miss vickies jalapeno chips,12,g,0,mg,180,g,22,g,3,g,1.5,g,0,g,2,g,2,g,,,,
39,round table pizza,mozzarella sticks,8,g,10,mg,200,g,9,g,5,g,3,g,0,g,0,g,1,g,,,,
40,round table pizza,onion rings lg,46,g,15,mg,1430,g,63,g,6,g,8,g,0,g,4,g,10,g,,,,
41,round table pizza,onion ringsside,14,g,0,mg,510,g,31,g,3,g,2.5,g,0,g,2,g,5,g,,,,
42,round table pizza,original crust pizza bbq chicken large,11,g,30,mg,710,g,28,g,13,g,5,g,0,g,2,g,6,g,,,,
43,round table pizza,original crust pizza bbq chicken medium,12,g,35,mg,770,g,31,g,15,g,6,g,0,g,2,g,6,g,,,,
44,round table pizza,original crust pizza bbq chicken personal,7,g,20,mg,470,g,19,g,9,g,3.5,g,0,g,1,g,4,g,,,,
45,round table pizza,original crust pizza bbq chicken small,10,g,25,mg,650,g,26,g,12,g,4.5,g,0,g,1,g,6,g,,,,
46,round table pizza,original crust pizza bbq chicken x large,11,g,30,mg,700,g,27,g,13,g,5,g,0,g,2,g,6,g,,,,
47,round table pizza,original crust pizza bbq dragon large,15,g,30,mg,600,g,25,g,12,g,6,g,0,g,1,g,4,g,,,,
48,round table pizza,original crust pizza bbq dragon medium,11,g,35,mg,650,g,27,g,13,g,5,g,0,g,1,g,4,g,,,,
49,round table pizza,original crust pizza bbq dragon personal,7,g,20,mg,430,g,16,g,8,g,3,g,0,g,0,g,2,g,,,,
50,round table pizza,original crust pizza bbq dragon small,9,g,30,mg,550,g,23,g,11,g,4.5,g,0,g,1,g,4,g,,,,
51,round table pizza,original crust pizza bbq dragon x large,10,g,30,mg,580,g,24,g,11,g,4.5,g,0,g,1,g,4,g,,,,
52,round table pizza,original crust pizza buffalo chicken large,12,g,35,mg,740,g,24,g,13,g,5,g,0,g,1,g,2,g,,,,
