,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,quiktrip,juicy orange smoothie x large,0,g,0,mg,250,g,218,g,0,g,0,g,0,g,0,g,215,g
1,quiktrip,kool aid blue raspberry smoothie big q,0,g,0,mg,35,g,153,g,0,g,0,g,0,g,0,g,153,g
2,quiktrip,kool aid blue raspberry smoothie large,0,g,0,mg,45,g,210,g,0,g,0,g,0,g,0,g,210,g
3,quiktrip,kool aid blue raspberry smoothie small,0,g,0,mg,15,g,96,g,0,g,0,g,0,g,0,g,0,g
4,quiktrip,kool aid blue raspberry smoothie x large,0,g,0,mg,55,g,249,g,0,g,0,g,0,g,0,g,248,g
5,quiktrip,kool aid tropical smoothie big q,0,g,0,mg,35,g,121,g,0,g,0,g,0,g,0,g,121,g
6,quiktrip,kool aid tropical smoothie large,0,g,0,mg,50,g,167,g,0,g,0,g,0,g,0,g,167,g
7,quiktrip,kool aid tropical smoothie small,0,g,0,mg,20,g,76,g,0,g,0,g,0,g,0,g,76,g
8,quiktrip,kool aid tropical smoothie x large,0,g,0,mg,55,g,197,g,0,g,0,g,0,g,0,g,197,g
9,quiktrip,long john chocolate,28,g,5,mg,430,g,66,g,7,g,7,g,5,g,2,g,32,g
10,quiktrip,long john maple,27,g,5,mg,460,g,66,g,7,g,6,g,4.5,g,2,g,34,g
11,quiktrip,m and m cookie,16,g,35,mg,210,g,45,g,4,g,8,g,0,g,1,g,32,g
12,quiktrip,mandm minis twister large,26,g,40,mg,430,g,117,g,13,g,17,g,0,g,3,g,112,g
13,quiktrip,mandm minis twister medium,20,g,30,mg,330,g,89,g,10,g,13,g,0,g,2,g,85,g
14,quiktrip,mandm minis twister small,14,g,25,mg,250,g,65,g,7,g,9,g,0,g,1,g,62,g
15,quiktrip,maple pecan danish,19,g,30,mg,260,g,31,g,6,g,9,g,0,g,2,g,5,g
16,quiktrip,melon berry smoothie big q,0,g,0,mg,30,g,139,g,0,g,0,g,0,g,0,g,136,g
17,quiktrip,melon berry smoothie large,0,g,0,mg,40,g,191,g,0,g,0,g,0,g,0,g,187,g
18,quiktrip,melon berry smoothie small,0,g,0,mg,20,g,87,g,0,g,0,g,0,g,0,g,85,g
19,quiktrip,melon berry smoothie x large,0,g,0,mg,45,g,226,g,0,g,0,g,0,g,0,g,221,g
20,quiktrip,mighty mocha cappuccino large,22,g,0,mg,670,g,113,g,6,g,21,g,0,g,3,g,86,g
21,quiktrip,mighty mocha cappuccino medium,20,g,0,mg,610,g,104,g,6,g,19,g,0,g,2,g,78,g
22,quiktrip,mighty mocha cappuccino small,15,g,0,mg,440,g,75,g,4,g,14,g,0,g,2,g,57,g
23,quiktrip,minute maid lamonade big q,0,g,0,mg,280,g,115,g,0,g,0,g,0,g,0,g,109,g
24,quiktrip,minute maid lamonade large,0,g,0,mg,390,g,158,g,0,g,0,g,0,g,0,g,150,g
25,quiktrip,minute maid lamonade small,0,g,0,mg,180,g,72,g,0,g,0,g,0,g,0,g,68,g
26,quiktrip,minute maid lamonade x large,0,g,0,mg,460,g,187,g,0,g,0,g,0,g,0,g,177,g
