,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,marble slab creamery,almond joy ice cream,71,g,132,mg,174,g,105,g,21,g,37,g,0,g,13,g,67,g,,,,
1,marble slab creamery,vanilla cinnamon ice cream,13.3,g,52,mg,0,g,22.7,g,3.1,g,8.7,g,0,g,0,g,15,g,,,,
2,marble slab creamery,smore ice cream,11,g,47,mg,125,g,57.8,g,4.8,g,0,g,0,g,2.1,g,37.1,g,,,,
3,marble slab creamery,lemon custard ice cream,12.9,g,79,mg,3,g,26.9,g,3.1,g,8,g,0,g,0,g,20.3,g,,,,
4,marble slab creamery,snickerdoodle ice cream,17.3,g,55,mg,72,g,40.7,g,4.1,g,10.4,g,0,g,0.3,g,29.3,g,,,,
5,marble slab creamery,vanilla and oreo ice cream cake,26,g,60,mg,130,g,54,g,5,g,17,g,0,g,1,g,37,g,,,,
6,marble slab creamery,blackberry crumble ice cream,16.9,g,52,mg,9,g,41.6,g,5.5,g,9.6,g,0,g,2.1,g,26.8,g,,,,
7,marble slab creamery,banana ice cream,11.2,g,43,mg,0.0001,g,22.7,g,2.8,g,7.3,g,0,g,0.3,g,14.7,g,,,,
8,marble slab creamery,amaretto ice cream,13.6,g,53,mg,0,g,22.7,g,3.1,g,9.1,g,0,g,0,g,15,g,,,,
9,marble slab creamery,reduced fat vanilla ice cream,10.1,g,44,mg,0,g,23.4,g,2.8,g,6.6,g,0,g,0,g,23.4,g,,,,
10,marble slab creamery,fudge ice cream,12.9,g,45,mg,15,g,29.4,g,3.1,g,8.4,g,0,g,0.3,g,20.6,g,,,,
11,marble slab creamery,vanilla bean ice cream,13.3,g,52,mg,0.0001,g,22.7,g,3.1,g,8.7,g,0,g,0.3,g,15,g,,,,
12,marble slab creamery,peanut butter crunch ice cream,21.1,g,49,mg,69,g,43.5,g,5.5,g,11.7,g,0,g,1.7,g,32.4,g,,,,
13,marble slab creamery,birthday cake ice cream cake,24,g,60,mg,100,g,58,g,4,g,17,g,0,g,0,g,45,g,,,,
14,marble slab creamery,white chocolate dipped waffle cone,4.8,g,9,mg,9,g,19.4,g,1.8,g,3,g,0,g,0,g,6.7,g,,,,
15,marble slab creamery,dark chocolate dipped waffle cone with peanut,15,g,15,mg,10,g,33,g,6,g,6,g,0,g,2,g,11,g,,,,
16,marble slab creamery,ultimate cookie dough ice cream,54,g,149,mg,155,g,164,g,13,g,32,g,0,g,1,g,102,g,,,,
17,marble slab creamery,maple ice cream,38,g,149,mg,1,g,68,g,9,g,26,g,0,g,0,g,47,g,,,,
18,marble slab creamery,cinnamon ice cream,39,g,151,mg,0,g,67,g,9,g,26,g,0,g,1,g,43,g,,,,
19,marble slab creamery,pina colada ice cream,12.2,g,48,mg,0,g,22,g,2.8,g,8.4,g,0,g,0,g,15,g,,,,
20,marble slab creamery,dark chocolate dipped waffle cone,4.8,g,9,mg,6,g,18.2,g,1.8,g,3,g,0,g,0.6,g,6.7,g,,,,
21,marble slab creamery,caramel peanut butter crisp ice cream,21.3,g,55,mg,76,g,52.3,g,4.8,g,13.4,g,0,g,1,g,35.8,g,,,,
22,marble slab creamery,peanut butter ice cream,17.1,g,49,mg,42,g,22.7,g,4.9,g,9.1,g,0,g,0.7,g,14.7,g,,,,
23,marble slab creamery,banana foster ice cream,13.8,g,53,mg,39,g,35.2,g,3.5,g,9.3,g,0,g,0.3,g,22.8,g,,,,
24,marble slab creamery,rum ice cream,13.3,g,52,mg,17,g,23.1,g,2.8,g,8.7,g,0,g,0,g,15.7,g,,,,
25,marble slab creamery,chocolate mint ice cream,13.3,g,49,mg,0.0001,g,24.8,g,3.1,g,8.4,g,0,g,0.7,g,16.8,g,,,,
26,marble slab creamery,strawberries n cream ice cream,13.5,g,53,mg,0.0001,g,24.5,g,3.1,g,9,g,0,g,0.7,g,16.2,g,,,,
27,marble slab creamery,swiss cocoa buttercup ice cream,22,g,51,mg,81,g,51.6,g,5.8,g,12.4,g,0,g,2.1,g,38.9,g,,,,
28,marble slab creamery,trail mix ice cream,29.6,g,54,mg,13,g,42.6,g,7.9,g,12.4,g,0,g,2.8,g,27.5,g,,,,
29,marble slab creamery,praline ice cream,11.9,g,46,mg,49,g,31.1,g,3.1,g,8,g,0,g,0,g,20.6,g,,,,
30,marble slab creamery,peach ice cream,12.2,g,48,mg,3,g,23.8,g,2.8,g,8,g,0,g,0,g,16.1,g,,,,
31,marble slab creamery,honey ice cream,13.3,g,51,mg,0,g,25.2,g,2.8,g,8.7,g,0,g,0,g,17.5,g,,,,
32,marble slab creamery,chocolate amaretto ice cream,13,g,49,mg,1,g,25,g,3.5,g,8.5,g,0,g,1,g,17,g,,,,
33,marble slab creamery,coffee bar ice cream,21.4,g,58,mg,84,g,40.4,g,4.5,g,12.1,g,0,g,0.7,g,31.1,g,,,,
34,marble slab creamery,black walnut ice cream,13.6,g,52,mg,1,g,23.8,g,3.1,g,9.1,g,0,g,0,g,15.7,g,,,,
35,marble slab creamery,caramel ice cream,12.9,g,51,mg,0,g,24.1,g,2.8,g,8,g,0,g,0,g,16.8,g,,,,
36,marble slab creamery,reduced fat strawberry ice cream,9.1,g,39,mg,1,g,23.1,g,2.8,g,5.9,g,0,g,0.3,g,22.7,g,,,,
37,marble slab creamery,tipsy sailor ice cream,25.5,g,52,mg,2,g,34.5,g,6.9,g,12.1,g,0,g,2.8,g,23.8,g,,,,
38,marble slab creamery,mocha ice cream,13.3,g,49,mg,1,g,24.8,g,3.1,g,8.4,g,0,g,0.7,g,16.8,g,,,,
39,marble slab creamery,reduced fat butter pecan ice cream,12.6,g,49,mg,33,g,25.9,g,2.8,g,8.4,g,0,g,0,g,18.5,g,,,,
40,marble slab creamery,blueberry ice cream,11.9,g,47,mg,2,g,24.5,g,2.8,g,8,g,0,g,0.3,g,17.1,g,,,,
41,marble slab creamery,rainbownanza ice cream,16.9,g,55,mg,10,g,35.5,g,3.8,g,11,g,0,g,0.3,g,27.3,g,,,,
42,marble slab creamery,pumpkin ice cream,10.8,g,42,mg,29,g,22.7,g,2.8,g,7,g,0,g,0.7,g,16.1,g,,,,
43,marble slab creamery,blackberry ice cream,13.6,g,52,mg,4,g,23.8,g,3.1,g,9.1,g,0,g,0,g,16.1,g,,,,
44,marble slab creamery,red white and blue ice cream,13.8,g,53,mg,0.0001,g,25.5,g,3.1,g,9,g,0,g,0.7,g,17.3,g,,,,
45,marble slab creamery,smooth mint masterpiece ice cream,66,g,169,mg,109,g,142,g,15,g,45,g,0,g,1,g,85,g,,,,
46,marble slab creamery,southern pecan pie ice cream,23.5,g,50,mg,72,g,37.6,g,4.5,g,9.7,g,0,g,1.4,g,25.2,g,,,,
47,marble slab creamery,dark chocolate dipped waffle cone with butterfinger,7.4,g,10,mg,30,g,27.5,g,2,g,4.7,g,0,g,0.7,g,11.4,g,,,,
