,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,cheeburger cheeburger,fries large with salsa,16,g,0,mg,3130,g,158,g,14,g,3,g,0,g,15,g,12,g
1,cheeburger cheeburger,fries large with sauteed mushrooms,18,g,0,mg,2580,g,155,g,16,g,3,g,0,g,16,g,8,g
2,cheeburger cheeburger,fries large with sauteed onions,18,g,0,mg,2580,g,161,g,14,g,3,g,0,g,16,g,10,g
3,cheeburger cheeburger,fries large with sweet pickle relish,16,g,0,mg,3280,g,183,g,14,g,3,g,0,g,15,g,30,g
4,cheeburger cheeburger,fries large with swiss cheese,40,g,75,mg,2740,g,156,g,38,g,18,g,0,g,15,g,6,g
5,cheeburger cheeburger,fries large with tabasco,17,g,0,mg,3160,g,154,g,14,g,3,g,0,g,16,g,6,g
6,cheeburger cheeburger,fries large with teriyaki sauce,16,g,0,mg,5350,g,183,g,14,g,3,g,0,g,15,g,33,g
7,cheeburger cheeburger,fries large with tomato slice,16,g,0,mg,2570,g,156,g,14,g,3,g,0,g,16,g,9,g
8,cheeburger cheeburger,fries large with worcestershire sauce,16,g,0,mg,3640,g,161,g,14,g,3,g,0,g,15,g,14,g
9,cheeburger cheeburger,fries large with zesty horseradish sauce,76,g,30,mg,2980,g,159,g,14,g,12,g,0,g,15,g,12,g
10,cheeburger cheeburger,fries medium,9,g,0,mg,1380,g,82,g,7,g,1.5,g,0,g,8,g,3,g
11,cheeburger cheeburger,fries medium with 1000 island dressing,35,g,30,mg,1900,g,90,g,7,g,6,g,0,g,8,g,9,g
12,cheeburger cheeburger,fries medium with a 1 steak sauce,9,g,0,mg,2500,g,94,g,7,g,2,g,0,g,8,g,11,g
13,cheeburger cheeburger,fries medium with american cheese,27,g,45,mg,2400,g,82,g,19,g,14,g,0,g,8,g,3,g
14,cheeburger cheeburger,fries medium with bacon,32,g,50,mg,2320,g,82,g,24,g,8,g,0,g,8,g,3,g
15,cheeburger cheeburger,fries medium with banana peppers,9,g,0,mg,1390,g,85,g,8,g,2,g,0,g,10,g,5,g
16,cheeburger cheeburger,fries medium with bbq sauce,9,g,0,mg,1960,g,116,g,7,g,2,g,0,g,8,g,35,g
17,cheeburger cheeburger,fries medium with black olives,14,g,0,mg,1850,g,86,g,7,g,2,g,0,g,9,g,3,g
18,cheeburger cheeburger,fries medium with bleu cheese crumbles,25,g,50,mg,2140,g,82,g,19,g,12,g,0,g,8,g,3,g
19,cheeburger cheeburger,fries medium with buffalo sauce,9,g,0,mg,3400,g,85,g,8,g,2,g,0,g,9,g,4,g
20,cheeburger cheeburger,fries medium with cheddar cheese,28,g,60,mg,1710,g,82,g,21,g,12,g,0,g,8,g,3,g
21,cheeburger cheeburger,fries medium with chili,11,g,5,mg,1600,g,87,g,11,g,2,g,0,g,9,g,5,g
22,cheeburger cheeburger,fries medium with chipotle mayo,49,g,20,mg,1920,g,86,g,7,g,8,g,0,g,8,g,3,g
23,cheeburger cheeburger,fries medium with chopped garlic,9,g,0,mg,1390,g,101,g,11,g,2,g,0,g,9,g,4,g
24,cheeburger cheeburger,fries medium with cole slaw,15,g,10,mg,1520,g,91,g,8,g,2,g,0,g,9,g,10,g
25,cheeburger cheeburger,fries medium with creamy cheese sauce,15,g,0,mg,1980,g,89,g,8,g,3,g,2,g,8,g,5,g
26,cheeburger cheeburger,fries medium with creamy jalapeno sauce,44,g,5,mg,1900,g,86,g,8,g,8,g,1,g,9,g,5,g
27,cheeburger cheeburger,fries medium with cucumbers,9,g,0,mg,1380,g,84,g,8,g,2,g,0,g,8,g,4,g
28,cheeburger cheeburger,fries medium with dijon mustard,14,g,0,mg,2810,g,87,g,12,g,2,g,0,g,10,g,5,g
29,cheeburger cheeburger,fries medium with feta cheese crumbles,21,g,40,mg,2020,g,82,g,17,g,10,g,0,g,8,g,3,g
30,cheeburger cheeburger,fries medium with garden vegetable sauce,31,g,10,mg,1920,g,86,g,9,g,5,g,0,g,8,g,5,g
31,cheeburger cheeburger,fries medium with guacamole,16,g,0,mg,1590,g,88,g,9,g,3,g,0,g,10,g,5,g
32,cheeburger cheeburger,fries medium with heinz 57 steak sauce,9,g,0,mg,2140,g,98,g,7,g,2,g,0,g,8,g,19,g
33,cheeburger cheeburger,fries medium with honey mustard,41,g,20,mg,1610,g,92,g,7,g,7,g,0,g,8,g,11,g
34,cheeburger cheeburger,fries medium with horseradish,10,g,0,mg,1700,g,89,g,9,g,2,g,0,g,8,g,6,g
35,cheeburger cheeburger,fries medium with jack cheddar cheese mix,27,g,60,mg,1740,g,84,g,21,g,12,g,0,g,8,g,3,g
36,cheeburger cheeburger,fries medium with jalapeno peppers,9,g,0,mg,2340,g,84,g,7,g,2,g,0,g,8,g,3,g
37,cheeburger cheeburger,fries medium with lettuce,9,g,0,mg,1390,g,84,g,8,g,2,g,0,g,9,g,4,g
38,cheeburger cheeburger,fries medium with mayo,49,g,0,mg,1700,g,82,g,7,g,8,g,0,g,8,g,3,g
39,cheeburger cheeburger,fries medium with mushrooms,9,g,0,mg,1380,g,84,g,9,g,2,g,0,g,9,g,4,g
40,cheeburger cheeburger,fries medium with old bay seasoning,10,g,0,mg,4110,g,86,g,8,g,2,g,0,g,8,g,3,g
41,cheeburger cheeburger,fries medium with onion slice,9,g,0,mg,1380,g,88,g,8,g,2,g,0,g,9,g,6,g
42,cheeburger cheeburger,fries medium with peanut butter,37,g,0,mg,1630,g,93,g,20,g,7,g,0,g,12,g,9,g
43,cheeburger cheeburger,fries medium with pepper jack cheese,27,g,60,mg,1720,g,84,g,21,g,12,g,0,g,8,g,3,g
44,cheeburger cheeburger,fries medium with pesto sauce,35,g,10,mg,1940,g,88,g,11,g,7,g,0,g,9,g,4,g
45,cheeburger cheeburger,fries medium with pickles,9,g,0,mg,2120,g,83,g,7,g,2,g,0,g,9,g,3,g
46,cheeburger cheeburger,fries medium with pineapple,9,g,0,mg,1390,g,89,g,7,g,2,g,0,g,9,g,9,g
47,cheeburger cheeburger,fries medium with provolone cheese,25,g,40,mg,1790,g,82,g,21,g,10,g,0,g,8,g,3,g
48,cheeburger cheeburger,fries medium with ranch dressing,35,g,20,mg,1840,g,88,g,9,g,6,g,0,g,8,g,5,g
49,cheeburger cheeburger,fries medium with roasted red peppers,9,g,0,mg,1520,g,84,g,8,g,2,g,0,g,9,g,5,g
50,cheeburger cheeburger,fries medium with salsa,9,g,0,mg,1760,g,86,g,7,g,2,g,0,g,8,g,7,g
51,cheeburger cheeburger,fries medium with sauteed mushrooms,10,g,0,mg,1390,g,84,g,9,g,2,g,0,g,9,g,4,g
52,cheeburger cheeburger,fries medium with sauteed onions,10,g,0,mg,1390,g,88,g,8,g,2,g,0,g,9,g,6,g
53,cheeburger cheeburger,fries medium with sweet pickle relish,9,g,0,mg,1860,g,102,g,7,g,2,g,0,g,8,g,19,g
54,cheeburger cheeburger,fries medium with swiss cheese,25,g,50,mg,1500,g,84,g,23,g,12,g,0,g,8,g,3,g
55,cheeburger cheeburger,fries medium with tabasco,9,g,0,mg,1780,g,83,g,7,g,2,g,0,g,9,g,3,g
56,cheeburger cheeburger,fries medium with teriyaki sauce,9,g,0,mg,3240,g,102,g,7,g,2,g,0,g,8,g,21,g
57,cheeburger cheeburger,fries medium with tomato slice,9,g,0,mg,1380,g,84,g,8,g,2,g,0,g,9,g,5,g
58,cheeburger cheeburger,fries medium with worcestershire sauce,9,g,0,mg,2100,g,87,g,8,g,2,g,0,g,8,g,9,g
59,cheeburger cheeburger,fries medium with zesty horseradish sauce,49,g,20,mg,1660,g,86,g,7,g,8,g,0,g,8,g,7,g
60,cheeburger cheeburger,fries small,5,g,0,mg,790,g,47,g,4,g,1,g,0,g,5,g,2,g
61,cheeburger cheeburger,fries small with 1000 island dressing,18,g,15,mg,1050,g,51,g,4,g,3,g,0,g,5,g,5,g
62,cheeburger cheeburger,fries small with a 1 steak sauce,5,g,0,mg,1350,g,53,g,4,g,1,g,0,g,5,g,6,g
63,cheeburger cheeburger,fries small with american cheese,14,g,20,mg,1300,g,47,g,10,g,7,g,0,g,5,g,2,g
64,cheeburger cheeburger,fries small with bacon,17,g,25,mg,1260,g,47,g,12,g,4,g,0,g,5,g,2,g
