,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
0,starbucks,gingerbread creme with whole milk and no whip tall,9,g,30,mg,125,g,29,g,9,g,5,g,0,g,0,g,29,g,,
1,starbucks,gingerbread creme with whole milk and no whip venti,15,g,45,mg,210,g,48,g,15,g,9,g,0,g,0,g,48,g,,
2,starbucks,gingerbread creme with whole milk and whip grande,19,g,65,mg,170,g,40,g,12,g,11,g,0.5,g,0,g,40,g,,
3,starbucks,gingerbread creme with whole milk and whip kids,11,g,35,mg,85,g,21,g,6,g,7,g,0,g,0,g,21,g,,
4,starbucks,gingerbread creme with whole milk and whip short,11,g,35,mg,85,g,21,g,6,g,7,g,0,g,0,g,21,g,,
5,starbucks,gingerbread creme with whole milk and whip tall,15,g,50,mg,130,g,31,g,9,g,9,g,0,g,0,g,31,g,,
6,starbucks,gingerbread creme with whole milk and whip venti,22,g,75,mg,220,g,50,g,15,g,13,g,0.5,g,0,g,50,g,,
7,starbucks,gingerbread frappuccino with 2 milk and no whip grande,2,g,5,mg,210,g,55,g,3,g,1,g,0,g,0,g,55,g,,
8,starbucks,gingerbread frappuccino with 2 milk and no whip tall,1.5,g,5,mg,170,g,42,g,3,g,1,g,0,g,0,g,41,g,,
9,starbucks,gingerbread frappuccino with 2 milk and no whip venti,3,g,10,mg,300,g,77,g,5,g,2,g,0,g,0,g,76,g,,
10,starbucks,gingerbread frappuccino with 2 milk and whip grande,13,g,50,mg,220,g,58,g,4,g,8,g,0,g,0,g,58,g,,
