,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,lees famous recipe chicken,hi c fruit punch regular,0,g,0,mg,25,g,0,g,0,g,0,g,0,g,77,g,0,g,,,,
1,lees famous recipe chicken,homestyle baked beans gallon,50,g,0,mg,17020,g,901,g,218,g,15,g,0,g,211,g,0,g,,,,
2,lees famous recipe chicken,homestyle baked beans half gallon,25,g,0,mg,8510,g,450,g,109,g,8,g,0,g,106,g,0,g,,,,
3,lees famous recipe chicken,homestyle baked beans large,6,g,0,mg,1990,g,106,g,26,g,2,g,0,g,25,g,0,g,,,,
4,lees famous recipe chicken,homestyle baked beans regular,1.5,g,0,mg,430,g,23,g,6,g,0,g,0,g,5,g,0,g,,,,
5,lees famous recipe chicken,honey bbq sauce 2 5 oz,2,g,0,mg,560,g,25,g,0,g,0,g,0,g,0,g,0,g,,,,
6,lees famous recipe chicken,honey bbq sauce 8 oz,6,g,0,mg,1800,g,79,g,0,g,0,g,0,g,0,g,0,g,,,,
7,lees famous recipe chicken,honey mustard sauce,22,g,20,mg,160,g,5,g,0,g,3.5,g,0,g,0,g,0,g,,,,
8,lees famous recipe chicken,hot apples gallon,0,g,0,mg,320,g,864,g,0,g,0,g,0,g,64,g,0,g,,,,
9,lees famous recipe chicken,hot apples half gallon,0,g,0,mg,160,g,432,g,0,g,0,g,0,g,32,g,0,g,,,,
10,lees famous recipe chicken,hot apples large,0,g,0,mg,35,g,95,g,0,g,0,g,0,g,7,g,0,g,,,,
11,lees famous recipe chicken,hot apples regular,0,g,0,mg,10,g,25,g,0,g,0,g,0,g,2,g,0,g,,,,
12,lees famous recipe chicken,jalapeno poppers 1 piece,7,g,5,mg,280,g,8,g,2,g,1.5,g,0,g,0,g,0,g,,,,
13,lees famous recipe chicken,jalapeno poppers large,53,g,40,mg,2280,g,60,g,16,g,12,g,0,g,4,g,0,g,,,,
14,lees famous recipe chicken,jalapeno poppers regular,20,g,15,mg,850,g,23,g,6,g,4.5,g,0,g,1,g,0,g,,,,
15,lees famous recipe chicken,jumbo spicy wingette with bbq sauce,20,g,20,mg,490,g,12,g,8,g,3.5,g,0,g,0,g,0,g,,,,
16,lees famous recipe chicken,jumbo spicy wingette with buffalo sauce,20,g,20,mg,660,g,6,g,8,g,3.5,g,0,g,0,g,0,g,,,,
17,lees famous recipe chicken,jumbo spicy wingette plain,20,g,20,mg,320,g,6,g,8,g,3.5,g,0,g,0,g,0,g,,,,
18,lees famous recipe chicken,livers,4.5,g,105,mg,220,g,3,g,5,g,1,g,0,g,0,g,0,g,,,,
19,lees famous recipe chicken,livers large,73,g,1765,mg,3690,g,52,g,85,g,14,g,0,g,0,g,0,g,,,,
20,lees famous recipe chicken,livers regular,36,g,885,mg,1850,g,26,g,43,g,7,g,0,g,0,g,0,g,,,,
21,lees famous recipe chicken,macaroni and cheese,8,g,10,mg,530,g,42,g,10,g,2.5,g,0,g,2,g,0,g,,,,
22,lees famous recipe chicken,macaroni and cheese gallon,298,g,425,mg,20870,g,1661,g,383,g,106,g,0,g,85,g,0,g,,,,
23,lees famous recipe chicken,macaroni and cheese half gallon,149,g,215,mg,10440,g,831,g,192,g,53,g,0,g,43,g,0,g,,,,
24,lees famous recipe chicken,macaroni and cheese large,31,g,45,mg,2170,g,173,g,40,g,11,g,0,g,9,g,0,g,,,,
25,lees famous recipe chicken,macaroni and cheese regular,7,g,10,mg,470,g,37,g,9,g,2.5,g,0,g,2,g,0,g,,,,
26,lees famous recipe chicken,macaroni salad rons st clair,11,g,15,mg,210,g,17,g,2,g,1.5,g,0,g,0,g,0,g,,,,
