,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
95,baja fresh,fanta blue raspberry 32 oz,0,g,0,mg,135,g,138,g,0,g,0,g,0,g,0,g,0,g,,
96,baja fresh,fanta cherry 20 oz,0,g,0,mg,80,g,78,g,0,g,0,g,0,g,0,g,0,g,,
97,baja fresh,fanta cherry 32 oz,0,g,0,mg,130,g,125,g,0,g,0,g,0,g,0,g,0,g,,
98,baja fresh,fanta fruit punch 20 oz,0,g,0,mg,95,g,77,g,0,g,0,g,0,g,0,g,0,g,,
99,baja fresh,fanta fruit punch 32 oz,0,g,0,mg,150,g,123,g,0,g,0,g,0,g,0,g,0,g,,
100,baja fresh,fanta grape 20 oz,0,g,0,mg,85,g,83,g,0,g,0,g,0,g,0,g,0,g,,
101,baja fresh,fanta grape 32 oz,0,g,0,mg,135,g,132,g,0,g,0,g,0,g,0,g,0,g,,
102,baja fresh,fanta kiwi strawberry 20 oz,0,g,0,mg,85,g,88,g,0,g,0,g,0,g,0,g,0,g,,
103,baja fresh,fanta kiwi strawberry 32 oz,0,g,0,mg,135,g,140,g,0,g,0,g,0,g,0,g,0,g,,
104,baja fresh,fanta orange 20 oz,0,g,0,mg,75,g,80,g,0,g,0,g,0,g,0,g,0,g,,
105,baja fresh,fanta orange 32 oz,0,g,0,mg,115,g,127,g,0,g,0,g,0,g,0,g,0,g,,
106,baja fresh,fanta red 20 oz,0,g,0,mg,90,g,78,g,0,g,0,g,0,g,0,g,0,g,,
107,baja fresh,fanta red 32 oz,0,g,0,mg,140,g,124,g,0,g,0,g,0,g,0,g,0,g,,
108,baja fresh,fanta strawberry texas only 20 oz,0,g,0,mg,70,g,77,g,0,g,0,g,0,g,0,g,0,g,,
109,baja fresh,fanta strawberry texas only 32 oz,0,g,0,mg,110,g,122,g,0,g,0,g,0,g,0,g,0,g,,
110,baja fresh,fanta strawberry 20 oz,0,g,0,mg,85,g,85,g,0,g,0,g,0,g,0,g,0,g,,
111,baja fresh,fanta strawberry 32 oz,0,g,0,mg,135,g,135,g,0,g,0,g,0,g,0,g,0,g,,
112,baja fresh,flour tortilla 12 5 inch,11,g,0,mg,590,g,42,g,6,g,3.5,g,0,g,0,g,0,g,,
113,baja fresh,flour tortilla 6 inch,3.5,g,0,mg,220,g,15,g,2,g,1.5,g,0,g,0,g,0,g,,
114,baja fresh,fresca 20 oz,0,g,0,mg,80,g,2,g,0,g,0,g,0,g,0,g,0,g,,
115,baja fresh,fresca 32 oz,0,g,0,mg,130,g,2,g,0,g,0,g,0,g,0,g,0,g,,
116,baja fresh,fresh apple slices,0,g,0,mg,0,g,8,g,0,g,0,g,0,g,1,g,0,g,,
117,baja fresh,fruitopia strawberry passion fruit awareness 20 oz,0,g,0,mg,95,g,87,g,0,g,0,g,0,g,0,g,0,g,,
118,baja fresh,fruitopia strawberry passion fruit awareness 32 oz,0,g,0,mg,150,g,139,g,0,g,0,g,0,g,0,g,0,g,,
119,baja fresh,full throttle twisted 20 oz,0,g,0,mg,210,g,77,g,0,g,0,g,0,g,0,g,0,g,,
120,baja fresh,full throttle twisted 32 oz,0,g,0,mg,340,g,123,g,0,g,0,g,0,g,0,g,0,g,,
121,baja fresh,fuze lemon black tea 20 oz,0,g,0,mg,80,g,42,g,0,g,0,g,0,g,0,g,0,g,,
122,baja fresh,fuze lemon black tea 32 oz,0,g,0,mg,125,g,68,g,0,g,0,g,0,g,0,g,0,g,,
123,baja fresh,fuze peach tea 20 oz,0,g,0,mg,80,g,43,g,0,g,0,g,0,g,0,g,0,g,,
124,baja fresh,fuze peach tea 32 oz,0,g,0,mg,125,g,68,g,0,g,0,g,0,g,0,g,0,g,,
125,baja fresh,fuze raspberry tea 20 oz,0,g,0,mg,80,g,43,g,0,g,0,g,0,g,0,g,0,g,,
126,baja fresh,fuze raspberry tea 32 oz,0,g,0,mg,125,g,68,g,0,g,0,g,0,g,0,g,0,g,,
127,baja fresh,fuze sweet tea 20 oz,0,g,0,mg,85,g,42,g,0,g,0,g,0,g,0,g,0,g,,
128,baja fresh,fuze sweet tea 32 oz,0,g,0,mg,135,g,68,g,0,g,0,g,0,g,0,g,0,g,,
129,baja fresh,fuze unsweetened tea 20 oz,0,g,0,mg,80,g,0,g,0,g,0,g,0,g,0,g,0,g,,
130,baja fresh,fuze unsweetened tea 32 oz,0,g,0,mg,125,g,1,g,0,g,0,g,0,g,0,g,0,g,,
131,baja fresh,glaceau fruitwater black raspberry 20 oz,0,g,0,mg,75,g,1,g,0,g,0,g,0,g,0,g,0,g,,
132,baja fresh,glaceau fruitwater black raspberry 32 oz,0,g,0,mg,115,g,2,g,0,g,0,g,0,g,0,g,0,g,,
133,baja fresh,glaceau fruitwater watermelon punch 20 oz,0,g,0,mg,70,g,1,g,0,g,0,g,0,g,0,g,0,g,,
134,baja fresh,glaceau fruitwater watermelon punch 32 oz,0,g,0,mg,115,g,2,g,0,g,0,g,0,g,0,g,0,g,,
135,baja fresh,glaceau vitaminwater essential 20 oz,0,g,0,mg,65,g,36,g,0,g,0,g,0,g,0,g,0,g,,
136,baja fresh,glaceau vitaminwater essential 32 oz,0,g,0,mg,105,g,58,g,0,g,0,g,0,g,0,g,0,g,,
137,baja fresh,glaceau vitaminwater revive 20 oz,0,g,0,mg,65,g,35,g,0,g,0,g,0,g,0,g,0,g,,
138,baja fresh,glaceau vitaminwater revive 32 oz,0,g,0,mg,105,g,56,g,0,g,0,g,0,g,0,g,0,g,,
139,baja fresh,glaceau vitaminwater squeezed zero 20 oz,0,g,0,mg,70,g,2,g,0,g,0,g,0,g,0,g,0,g,,
140,baja fresh,glaceau vitaminwater squeezed zero 32 oz,0,g,0,mg,110,g,3,g,0,g,0,g,0,g,0,g,0,g,,
141,baja fresh,glaceau vitaminwater xxx zero 20 oz,0,g,0,mg,70,g,1,g,0,g,0,g,0,g,0,g,0,g,,
142,baja fresh,glaceau vitaminwater xxx zero 32 oz,0,g,0,mg,110,g,2,g,0,g,0,g,0,g,0,g,0,g,,
143,baja fresh,glaceau vitaminwater xxx 20 oz,0,g,0,mg,65,g,35,g,0,g,0,g,0,g,0,g,0,g,,
144,baja fresh,glaceau vitaminwater xxx 32 oz,0,g,0,mg,105,g,56,g,0,g,0,g,0,g,0,g,0,g,,
145,baja fresh,gold peak citrus white tea 20 oz,0,g,0,mg,80,g,60,g,0,g,0,g,0,g,0,g,0,g,,
146,baja fresh,gold peak citrus white tea 32 oz,0,g,0,mg,125,g,95,g,0,g,0,g,0,g,0,g,0,g,,
147,baja fresh,gold peak diet black tea 20 oz,0,g,0,mg,80,g,0,g,0,g,0,g,0,g,0,g,0,g,,
148,baja fresh,gold peak diet black tea 32 oz,0,g,0,mg,125,g,0,g,0,g,0,g,0,g,0,g,0,g,,
149,baja fresh,gold peak diet green tea 20 oz,0,g,0,mg,85,g,1,g,0,g,0,g,0,g,0,g,0,g,,
150,baja fresh,gold peak diet green tea 32 oz,0,g,0,mg,140,g,1,g,0,g,0,g,0,g,0,g,0,g,,
151,baja fresh,gold peak peach tea 20 oz,0,g,0,mg,80,g,43,g,0,g,0,g,0,g,0,g,0,g,,
152,baja fresh,gold peak peach tea 32 oz,0,g,0,mg,125,g,68,g,0,g,0,g,0,g,0,g,0,g,,
153,baja fresh,gold peak premium unsweetened tea 20 oz,0,g,0,mg,80,g,0,g,0,g,0,g,0,g,0,g,0,g,,
154,baja fresh,gold peak premium unsweetened tea 32 oz,0,g,0,mg,125,g,0,g,0,g,0,g,0,g,0,g,0,g,,
155,baja fresh,gold peak raspberry tea 20 oz,0,g,0,mg,80,g,46,g,0,g,0,g,0,g,0,g,0,g,,
156,baja fresh,gold peak raspberry tea 32 oz,0,g,0,mg,125,g,73,g,0,g,0,g,0,g,0,g,0,g,,
157,baja fresh,gold peak southern style tea 20 oz,0,g,0,mg,80,g,67,g,0,g,0,g,0,g,0,g,0,g,,
158,baja fresh,gold peak southern style tea 32 oz,0,g,0,mg,130,g,107,g,0,g,0,g,0,g,0,g,0,g,,
159,baja fresh,gold peak sweetened black tea 20 oz,0,g,0,mg,80,g,57,g,0,g,0,g,0,g,0,g,0,g,,
160,baja fresh,gold peak sweetened black tea 32 oz,0,g,0,mg,130,g,91,g,0,g,0,g,0,g,0,g,0,g,,
161,baja fresh,gold peak sweetened green tea 20 oz,0,g,0,mg,85,g,46,g,0,g,0,g,0,g,0,g,0,g,,
162,baja fresh,gold peak sweetened green tea 32 oz,0,g,0,mg,140,g,73,g,0,g,0,g,0,g,0,g,0,g,,
163,baja fresh,grilled chicken ceasar burrito,57,g,140,mg,1810,g,51,g,45,g,21,g,0,g,4,g,0,g,,
164,baja fresh,grilled onions and peppers,0,g,0,mg,35,g,2,g,0,g,0,g,0,g,0,g,0,g,,
165,baja fresh,grilled shrimp chile lime,17,g,190,mg,1740,g,29,g,27,g,3,g,0,g,11,g,0,g,,
166,baja fresh,grilled shrimp taco with corn tortilla,9,g,65,mg,690,g,21,g,10,g,1.5,g,0,g,4,g,0,g,,
167,baja fresh,grilled soft taco carnitas,25,g,60,mg,1110,g,28,g,20,g,7,g,0,g,2,g,0,g,,
168,baja fresh,grilled soft taco chicken,20,g,60,mg,760,g,25,g,23,g,6,g,0,g,2,g,0,g,,
169,baja fresh,grilled soft taco steak,19,g,60,mg,740,g,25,g,22,g,6,g,0,g,2,g,0,g,,
170,baja fresh,grilled wahoo taco with corn tortilla,9,g,35,mg,470,g,21,g,12,g,1.5,g,0,g,4,g,0,g,,
171,baja fresh,guacamole,27,g,0,mg,580,g,19,g,4,g,4,g,0,g,13,g,0,g,,
172,baja fresh,hi c flashin fruit punch 20 oz,0,g,0,mg,95,g,78,g,0,g,0,g,0,g,0,g,0,g,,
173,baja fresh,hi c flashin fruit punch 32 oz,0,g,0,mg,150,g,125,g,0,g,0,g,0,g,0,g,0,g,,
174,baja fresh,hi c orange lavaburst 20 oz,0,g,0,mg,70,g,83,g,0,g,0,g,0,g,0,g,0,g,,
175,baja fresh,hi c orange lavaburst 32 oz,0,g,0,mg,115,g,133,g,0,g,0,g,0,g,0,g,0,g,,
176,baja fresh,hi c poppin pink lemonade 20 oz,0,g,0,mg,180,g,73,g,0,g,0,g,0,g,0,g,0,g,,
177,baja fresh,hi c poppin pink lemonade 32 oz,0,g,0,mg,290,g,116,g,0,g,0,g,0,g,0,g,0,g,,
178,baja fresh,honest freshly brewed green tea 20 oz,0,g,0,mg,10,g,30,g,0,g,0,g,0,g,0,g,0,g,,
179,baja fresh,honest freshly brewed green tea 32 oz,0,g,0,mg,20,g,48,g,0,g,0,g,0,g,0,g,0,g,,
180,baja fresh,jack cheese mix,18,g,60,mg,360,g,0,g,14,g,10,g,0,g,0,g,0,g,,
181,baja fresh,jalapeno slices,0,g,0,mg,300,g,0,g,0,g,0,g,0,g,0,g,0,g,,
182,baja fresh,kids apple juice,0,g,0,mg,10,g,26,g,0,g,0,g,0,g,0,g,0,g,,
183,baja fresh,kids bean and cheese burrito black beans,27,g,70,mg,980,g,52,g,23,g,14,g,1,g,5,g,0,g,,
184,baja fresh,kids bean and cheese burrito pinto beans,27,g,70,mg,970,g,52,g,23,g,14,g,1,g,5,g,0,g,,
185,baja fresh,kids chicken taquitos,17,g,35,mg,200,g,17,g,15,g,4,g,0,g,1,g,0,g,,
186,baja fresh,kids milk,2,g,10,mg,95,g,11,g,7,g,1.5,g,0,g,0,g,0,g,,
187,baja fresh,kids platter crispy wahoo,12,g,45,mg,600,g,18,g,13,g,2.5,g,0,g,1,g,0,g,,
188,baja fresh,kids platter grilled chicken,11,g,85,mg,280,g,1,g,31,g,2,g,0,g,0,g,0,g,,
189,baja fresh,kids platter grilled wahoo,7,g,105,mg,430,g,1,g,27,g,1,g,0,g,0,g,0,g,,
190,baja fresh,kids quesadilla carnitas,21,g,80,mg,830,g,26,g,25,g,12,g,1,g,1,g,0,g,,
191,baja fresh,kids quesadilla cheese,20,g,60,mg,600,g,20,g,17,g,10,g,0,g,1,g,0,g,,
192,baja fresh,kids quesadilla chicken,23,g,80,mg,680,g,22,g,26,g,12,g,1,g,1,g,0,g,,
193,baja fresh,kids quesadilla steak,23,g,80,mg,660,g,22,g,25,g,12,g,1,g,1,g,0,g,,
194,baja fresh,kids side black beans,0,g,0,mg,310,g,15,g,5,g,0,g,0,g,5,g,0,g,,
195,baja fresh,kids side pinto beans,0,g,0,mg,280,g,16,g,5,g,0,g,0,g,6,g,0,g,,
196,baja fresh,kids side rice,3,g,0,mg,200,g,12,g,1,g,0,g,0,g,0,g,0,g,,
197,baja fresh,lettuce cabbage mix,0,g,0,mg,0,g,1,g,0,g,0,g,0,g,1,g,0,g,,
198,baja fresh,lime rice,0.5,g,0,mg,110,g,8,g,1,g,0,g,0,g,0,g,0,g,,
199,baja fresh,lime wedges,0,g,0,mg,0,g,0,g,0,g,0,g,0,g,0,g,0,g,,
200,baja fresh,mango salsa,0,g,0,mg,115,g,4,g,0,g,0,g,0,g,0,g,0,g,,
201,baja fresh,margarita,0,g,0,mg,440,g,24,g,0,g,0,g,0,g,0,g,0,g,,
202,baja fresh,mello yello 20 oz,0,g,0,mg,85,g,78,g,0,g,0,g,0,g,0,g,0,g,,
203,baja fresh,mello yello 32 oz,0,g,0,mg,135,g,125,g,0,g,0,g,0,g,0,g,0,g,,
204,baja fresh,minute maid lemonade 20 oz,0,g,0,mg,180,g,73,g,0,g,0,g,0,g,0,g,0,g,,
205,baja fresh,minute maid lemonade 32 oz,0,g,0,mg,290,g,117,g,0,g,0,g,0,g,0,g,0,g,,
206,baja fresh,minute maid light lemonade 20 oz,0,g,0,mg,75,g,4,g,0,g,0,g,0,g,0,g,0,g,,
207,baja fresh,minute maid light lemonade 32 oz,0,g,0,mg,115,g,6,g,0,g,0,g,0,g,0,g,0,g,,
208,baja fresh,minute maid light pomegranate lemonade 20 oz,0,g,0,mg,110,g,3,g,0,g,0,g,0,g,0,g,0,g,,
209,baja fresh,minute maid light pomegranate lemonade 32 oz,0,g,0,mg,180,g,4,g,0,g,0,g,0,g,0,g,0,g,,
210,baja fresh,minute maid limeade 20 oz,0,g,0,mg,90,g,85,g,0,g,0,g,0,g,0,g,0,g,,
211,baja fresh,minute maid limeade 32 oz,0,g,0,mg,140,g,135,g,0,g,0,g,0,g,0,g,0,g,,
212,baja fresh,molcajete salsa,0,g,0,mg,110,g,1,g,0,g,0,g,0,g,1,g,0,g,,
213,baja fresh,nacho burrito carnitas,49,g,145,mg,3230,g,117,g,58,g,22,g,1,g,13,g,0,g,,
214,baja fresh,nacho burrito chicken,54,g,150,mg,2840,g,108,g,63,g,22,g,1,g,12,g,0,g,,
215,baja fresh,nacho burrito roasted veggie,46,g,75,mg,2720,g,115,g,37,g,20,g,1,g,14,g,0,g,,
216,baja fresh,nacho burrito shrimp,52,g,265,mg,3780,g,109,g,57,g,21,g,1,g,12,g,0,g,,
217,baja fresh,nacho burrito steak,54,g,145,mg,2800,g,107,g,62,g,23,g,1,g,12,g,0,g,,
218,baja fresh,nacho burrito wahoo,52,g,170,mg,3060,g,108,g,60,g,21,g,1,g,12,g,0,g,,
219,baja fresh,nachos canitas and pinto beans,56,g,125,mg,1580,g,106,g,42,g,22,g,1,g,23,g,0,g,,
220,baja fresh,nachos canitas and pinto beans large,101,g,245,mg,3000,g,175,g,81,g,43,g,2,g,39,g,0,g,,
221,baja fresh,nachos carnitas and black beans,56,g,125,mg,1580,g,106,g,42,g,22,g,1,g,23,g,0,g,,
