,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
0,southern tsunami,simple simple chicken chow fun with dark meat,18,g,20,mg,1450,g,47,g,10,g,1.5,g,0,g,3,g,7,g,,
1,southern tsunami,simple simple chicken chow fun with white meat,17,g,20,mg,1680,g,47,g,12,g,1.5,g,0,g,3,g,7,g,,
2,southern tsunami,simple simple chicken chow mien with dark meat,15,g,215,mg,1350,g,66,g,15,g,2,g,0,g,4,g,7,g,,
3,southern tsunami,simple simple chicken chow mien with white meat,15,g,215,mg,1580,g,65,g,17,g,1.5,g,0,g,4,g,7,g,,
4,southern tsunami,simple simple chicken fried rice with dark meat,11,g,100,mg,1120,g,85,g,14,g,1.5,g,0,g,1,g,4,g,,
5,southern tsunami,simple simple chicken fried rice with white meat,11,g,95,mg,1340,g,84,g,16,g,1.5,g,0,g,1,g,4,g,,
6,southern tsunami,simple simple chicken singapore noodle with dark meat,11,g,95,mg,1110,g,37,g,10,g,1.5,g,0,g,4,g,6,g,,
7,southern tsunami,simple simple chicken singapore noodle with white meat,10,g,90,mg,1320,g,37,g,12,g,1.5,g,0,g,4,g,6,g,,
8,southern tsunami,simple simple pork chow fun,20,g,20,mg,1450,g,47,g,10,g,2.5,g,0,g,3,g,7,g,,
9,southern tsunami,simple simple pork chow mien,17,g,215,mg,1350,g,66,g,15,g,3,g,0,g,4,g,7,g,,
10,southern tsunami,simple simple pork fried rice,13,g,95,mg,1120,g,85,g,14,g,2.5,g,0,g,1,g,4,g,,
11,southern tsunami,simple simple pork singapore noodle,13,g,90,mg,1110,g,38,g,10,g,2.5,g,0,g,4,g,6,g,,
12,southern tsunami,simple simple vegetable chow fun,19,g,0,mg,1580,g,52,g,5,g,1.5,g,0,g,4,g,8,g,,
13,southern tsunami,simple simple vegetable chow mien,16,g,220,mg,1470,g,73,g,11,g,2,g,0,g,5,g,8,g,,
14,southern tsunami,simple simple vegetable fried rice,11,g,90,mg,1210,g,94,g,11,g,1.5,g,0,g,1,g,4,g,,
15,southern tsunami,simple simple vegetable singapore noodle,11,g,85,mg,1190,g,40,g,6,g,1.5,g,0,g,4,g,6,g,,
16,southern tsunami,smoked salmon roll,10,g,25,mg,380,g,11,g,8,g,1.5,g,0,g,1,g,1,g,,
17,southern tsunami,snack pack with avocado,10,g,0,mg,1350,g,91,g,8,g,1,g,0,g,8,g,18,g,,
18,southern tsunami,snack pack with avocado and brown rice,11,g,0,mg,710,g,66,g,8,g,1,g,0,g,8,g,11,g,,
19,southern tsunami,snack pack with cucumber,1,g,0,mg,1340,g,87,g,7,g,0,g,0,g,5,g,19,g,,
20,southern tsunami,snack pack with cucumber and brown rice,2,g,0,mg,710,g,62,g,7,g,0,g,0,g,4,g,12,g,,
21,southern tsunami,soba noodles,0,g,0,mg,170,g,61,g,14,g,0,g,0,g,0,g,0,g,,
22,southern tsunami,spicy buffalo chicken wings,15,g,80,mg,630,g,13,g,12,g,3,g,0,g,0,g,0,g,,
23,southern tsunami,spicy california roll 10 piece,15,g,5,mg,1110,g,60,g,7,g,2,g,0,g,5,g,14,g,,
24,southern tsunami,spicy california roll with brown rice 10 piece,15,g,5,mg,750,g,45,g,7,g,2,g,0,g,5,g,10,g,,
25,southern tsunami,spicy california wrap,7,g,5,mg,200,g,10,g,2,g,1,g,0,g,1,g,1,g,,
26,southern tsunami,spicy chicken roll,6,g,20,mg,280,g,11,g,7,g,1,g,0,g,1,g,1,g,,
27,southern tsunami,spicy cream cheese wrap imitation crab,9,g,15,mg,250,g,14,g,3,g,3.5,g,0,g,2,g,2,g,,
28,southern tsunami,spicy cream cheese wrap salmon,12,g,20,mg,125,g,11,g,5,g,4,g,0,g,2,g,1,g,,
29,southern tsunami,spicy eggplant with tofu,7,g,0,mg,420,g,16,g,5,g,0.5,g,0,g,3,g,6,g,,
30,southern tsunami,spicy garlic beef,8,g,20,mg,780,g,20,g,10,g,1,g,0,g,1,g,9,g,,
31,southern tsunami,spicy garlic chicken,6,g,20,mg,890,g,16,g,9,g,0,g,0,g,1,g,5,g,,
32,southern tsunami,spicy garlic pork,9,g,15,mg,670,g,17,g,7,g,1.5,g,0,g,1,g,6,g,,
33,southern tsunami,spicy honey chicken,12,g,45,mg,510,g,27,g,14,g,1.5,g,0,g,0,g,9,g,,
34,southern tsunami,spicy honey pork,15,g,60,mg,380,g,19,g,17,g,4.5,g,0,g,0,g,10,g,,
35,southern tsunami,spicy honey sauce,0,g,0,mg,200,g,11,g,0,g,0,g,0,g,0,g,9,g,,
36,southern tsunami,spicy jumbo roll,16,g,30,mg,1160,g,64,g,14,g,4.5,g,0,g,5,g,20,g,,
37,southern tsunami,spicy jumbo roll with brown rice,17,g,30,mg,800,g,50,g,15,g,4.5,g,0,g,5,g,16,g,,
38,southern tsunami,spicy mango roll eel,22,g,60,mg,1070,g,66,g,11,g,5,g,0,g,7,g,21,g,,
39,southern tsunami,spicy mango roll eel with brown rice,22,g,60,mg,710,g,52,g,12,g,5,g,0,g,6,g,17,g,,
40,southern tsunami,spicy mango roll unakaba,22,g,20,mg,1210,g,66,g,9,g,5,g,0,g,6,g,21,g,,
41,southern tsunami,spicy mango roll unakaba with brown rice,23,g,20,mg,840,g,52,g,10,g,5,g,0,g,6,g,17,g,,
42,southern tsunami,spicy mapo tofu,10,g,0,mg,700,g,16,g,9,g,1,g,0,g,3,g,5,g,,
43,southern tsunami,spicy miso paste,0,g,0,mg,550,g,13,g,1,g,0,g,0,g,0,g,8,g,,
