,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,olgas kitchen,zucchini fries side,39,g,360,mg,1090,g,33,g,5,g,6,g,0,g,2,g,9,g,,,,
1,olive garden,breadstick with garlic topping,2.5,g,0,mg,460,g,25,g,4,g,0.5,g,0,g,0.5,g,1,g,,,,
2,olive garden,fried mozzarella without sauce,59,g,135,mg,1870,g,48,g,34,g,28,g,1.5,g,3,g,4,g,,,,
3,olive garden,calamari as served,42,g,300,mg,1600,g,48,g,24,g,3.5,g,0,g,2,g,3,g,,,,
4,olive garden,lasagna fritta,71,g,160,mg,1650,g,73,g,35,g,29,g,1.5,g,5,g,4,g,,,,
5,olive garden,classic shrimp scampi fritta,40,g,230,mg,1860,g,39,g,23,g,12,g,1,g,1,g,3,g,,,,
6,olive garden,spinach artichoke dip with flatbread chips,76,g,75,mg,2170,g,70,g,37,g,21,g,1,g,8,g,7,g,,,,
7,olive garden,chicken fingers without sauce,11,g,50,mg,430,g,12,g,19,g,1,g,0,g,0,g,0,g,,,,
8,olive garden,seafood stuffed mushrooms,29,g,45,mg,820,g,16,g,14,g,8,g,0,g,2,g,3,g,,,,
9,olive garden,toasted beef and pork ravioli without sauce,15,g,15,mg,750,g,39,g,12,g,2.5,g,0,g,3,g,3,g,,,,
10,olive garden,shrimp scampi fritta,40,g,230,mg,1860,g,39,g,23,g,12,g,1,g,1,g,3,g,,,,
11,olive garden,chicken alfredo pizza fritta without sauce,25,g,105,mg,1150,g,57,g,41,g,10,g,0,g,3,g,7,g,,,,
12,olive garden,calamari sampler portion without sauce,21,g,150,mg,800,g,24,g,12,g,1.5,g,0,g,1,g,1,g,,,,
13,olive garden,fried mozzarella without sauce sampler portion,21,g,45,mg,740,g,20,g,14,g,9,g,0,g,1,g,1,g,,,,
14,olive garden,spicy shrimp scampi fritta,37,g,200,mg,1710,g,36,g,22,g,7,g,0,g,1,g,2,g,,,,
15,olive garden,lasagna fritta sampler portion,31,g,60,mg,730,g,43,g,20,g,10,g,0.5,g,3,g,0,g,,,,
16,olive garden,seafood stuffed mushroom sampler portion,29,g,45,mg,820,g,16,g,14,g,8,g,0,g,2,g,3,g,,,,
17,olive garden,bellini peach raspberry iced tea,0,g,0,mg,10,g,18,g,0,g,0,g,0,g,0,g,17,g,,,,
18,olive garden,strawberry passion fruit limonata,0,g,0,mg,30,g,48,g,0,g,0,g,0,g,0,g,44,g,,,,
19,olive garden,strawberry banana smoothie,0,g,0,mg,45,g,45,g,1,g,0,g,0,g,3,g,33,g,,,,
20,olive garden,mango strawberry iced tea,0,g,0,mg,10,g,24,g,0,g,0,g,0,g,0,g,22,g,,,,
21,olive garden,peach mango smoothie,0,g,0,mg,20,g,44,g,1,g,0,g,0,g,1,g,34,g,,,,
22,olive garden,frozen caramel cappuccino,11,g,35,mg,55,g,54,g,3,g,7,g,0,g,0,g,51,g,,,,
23,olive garden,blackberry pineapple iced tea,0,g,0,mg,15,g,24,g,0,g,0,g,0,g,0,g,23,g,,,,
24,olive garden,raspberry iced tea,0,g,0,mg,10,g,20,g,0,g,0,g,0,g,0,g,18,g,,,,
25,olive garden,vanilla iced coffee,7,g,20,mg,90,g,38,g,7,g,4,g,0,g,0,g,30,g,,,,
26,olive garden,caramel iced coffee,7,g,20,mg,90,g,40,g,7,g,4,g,0,g,0,g,31,g,,,,
27,olive garden,fresh brewed iced tea,0,g,0,mg,0,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
28,olive garden,cappuccino with whipped cream,6,g,30,mg,70,g,13,g,9,g,3,g,0,g,0.5,g,10,g,,,,
29,olive garden,apple juice,0,g,0,mg,65,g,53,g,0,g,0,g,0,g,0,g,53,g,,,,
30,olive garden,lavazza espresso,1.5,g,15,mg,15,g,6,g,5,g,0,g,0,g,0.5,g,3,g,,,,
31,olive garden,kiwi melon limonata,0,g,0,mg,35,g,43,g,0,g,0,g,0,g,0,g,39,g,,,,
32,olive garden,hot chocolate,8,g,30,mg,105,g,63,g,11,g,4,g,0,g,3,g,52,g,,,,
33,olive garden,blueberry limonata,0,g,0,mg,15,g,55,g,0,g,0,g,0,g,0,g,52,g,,,,
34,olive garden,orange juice,0,g,0,mg,10,g,51,g,4,g,0,g,0,g,0,g,45,g,,,,
35,olive garden,kids pineapple juice,0.5,g,0,mg,5,g,48,g,0,g,0,g,0,g,0.5,g,45,g,,,,
36,olive garden,cappuccino,5,g,25,mg,70,g,15,g,9,g,2.5,g,0,g,0.5,g,12,g,,,,
37,olive garden,pineapple juice,0,g,0,mg,10,g,60,g,2,g,0.5,g,0,g,0.5,g,56,g,,,,
38,olive garden,caramel hazelnut macchiato,2.5,g,15,mg,30,g,44,g,5,g,1,g,0,g,0.5,g,39,g,,,,
39,olive garden,caffe latte,7,g,30,mg,100,g,18,g,11,g,4,g,0,g,0.5,g,15,g,,,,
40,olive garden,grapefruit juice,0,g,0,mg,45,g,42,g,4,g,0,g,0,g,0,g,32,g,,,,
41,olive garden,cranberry juice,0,g,0,mg,65,g,56,g,0,g,0,g,0,g,0,g,56,g,,,,
42,olive garden,frozen vanilla cappuccino,11,g,35,mg,55,g,53,g,3,g,7,g,0,g,0,g,50,g,,,,
43,olive garden,frozen traditional cappuccino,11,g,35,mg,55,g,67,g,3,g,7,g,0,g,0,g,63,g,,,,
44,olive garden,traditional iced coffee,7,g,20,mg,90,g,29,g,7,g,4,g,0,g,0,g,21,g,,,,
45,olive garden,tomato juice,0,g,0,mg,1280,g,19,g,4,g,0,g,0,g,4,g,13,g,,,,
46,olive garden,caffe mocha,7,g,30,mg,85,g,34,g,10,g,3.5,g,0,g,2,g,27,g,,,,
47,olive garden,tiramisu,27,g,215,mg,125,g,54,g,6,g,17,g,0,g,0,g,35,g,,,,
48,olive garden,black tie mousse cake,50,g,155,mg,290,g,76,g,9,g,30,g,1,g,4,g,59,g,,,,
49,olive garden,seasonal sicilian cheesecake,42,g,155,mg,440,g,68,g,12,g,26,g,1.5,g,0.5,g,56,g,,,,
50,olive garden,zeppoli without sauce,28,g,0,mg,510,g,119,g,20,g,3.5,g,0,g,6,g,25,g,,,,
51,olive garden,chocolate brownie lasagna,47,g,170,mg,490,g,79,g,11,g,25,g,1.5,g,3,g,58,g,,,,
52,olive garden,chocolate mousse dolcini,18,g,55,mg,125,g,18,g,2,g,10,g,0,g,1,g,12,g,,,,
53,olive garden,lemon cream cake,31,g,70,mg,440,g,60,g,6,g,17,g,0,g,0,g,45,g,,,,
54,olive garden,strawberry and white chocolate dolcini,11,g,30,mg,100,g,23,g,1,g,6,g,0,g,0,g,18,g,,,,
55,olive garden,wild berry cheescake dolcini,13,g,40,mg,135,g,22,g,3,g,8,g,0,g,0.5,g,18,g,,,,
56,olive garden,chocolate sauce,3,g,10,mg,110,g,48,g,2,g,2,g,0,g,0.5,g,42,g,,,,
57,olive garden,raspberry sauce,0,g,0,mg,10,g,51,g,0,g,0,g,0,g,0,g,35,g,,,,
58,olive garden,warm apple crostata,29,g,35,mg,420,g,83,g,7,g,15,g,0,g,2,g,41,g,,,,
59,olive garden,kids cheese pizza,13,g,25,mg,720,g,54,g,17,g,7,g,0,g,3,g,4,g,,,,
60,olive garden,kids create your own pasta alfredo sauce,32,g,105,mg,450,g,4,g,6,g,20,g,1,g,0,g,0.5,g,,,,
61,olive garden,kids chicken fingers and pasta,16,g,50,mg,720,g,42,g,24,g,1.5,g,0,g,2,g,5,g,,,,
62,olive garden,kids french fries,13,g,5,mg,400,g,32,g,5,g,1.5,g,0,g,5,g,0.5,g,,,,
63,olive garden,kids create your own pasta spaghetti,1.5,g,0,mg,5,g,33,g,6,g,0,g,0,g,1,g,2,g,,,,
64,olive garden,kids raspberry lemonade,0,g,0,mg,10,g,27,g,0,g,0,g,0,g,0,g,6,g,,,,
65,olive garden,kids macaroni and cheese,14,g,40,mg,870,g,45,g,16,g,8,g,0,g,2,g,6,g,,,,
