,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,sharis,sharis banana cream dream slice,26,g,55,mg,260,g,48,g,5,g,16,g,0,g,2,g,29,g,,,,
1,sharis,sharis caramel pecan crunch pie slice,45,g,85,mg,450,g,71,g,6,g,1.5,g,0,g,2,g,47,g,,,,
2,sharis,sharis chocolate cream supreme slice,30,g,65,mg,310,g,54,g,6,g,16,g,0,g,2,g,34,g,,,,
3,sharis,sharis dutch apple pie slice,23,g,0,mg,320,g,72,g,3,g,9,g,0,g,0,g,43,g,,,,
4,sharis,sharis fresh pecan pie slice,5,g,225,mg,260,g,94,g,4,g,2,g,0,g,0,g,63,g,,,,
5,sharis,sharis lemon meringue delight slice,15,g,50,mg,270,g,73,g,3,g,5,g,0,g,1,g,52,g,,,,
6,sharis,sharis montana cherry pie slice,29,g,0,mg,290,g,63,g,5,g,8,g,0,g,2,g,34,g,,,,
7,sharis,sharis no sugar added grannys apple pie slice,27,g,0,mg,440,g,36,g,3,g,8,g,0,g,2,g,8,g,,,,
8,sharis,sharis no sugar added northwest marionberry slice,29,g,0,mg,470,g,51,g,5,g,9,g,0,g,3,g,6,g,,,,
9,sharis,sharis northwest berry trio slice,28,g,0,mg,360,g,73,g,4,g,9,g,0,g,0,g,37,g,,,,
10,sharis,sharis northwest marionberry cheese pie,35,g,75,mg,450,g,65,g,6,g,20,g,0,g,0,g,48,g,,,,
11,sharis,sharis northwest marionberry pie slice,29,g,0,mg,360,g,66,g,5,g,9,g,0,g,3,g,34,g,,,,
12,sharis,sharis peach perfection slice,29,g,0,mg,290,g,63,g,5,g,8,g,0,g,3,g,34,g,,,,
13,sharis,sharis peanut butter chocolate silk slice,45,g,95,mg,300,g,51,g,9,g,18,g,0,g,4,g,34,g,,,,
14,sharis,sharis smores galore pie slice,31,g,165,mg,270,g,59,g,6,g,13,g,0,g,2,g,43,g,,,,
15,sharis,sharis sampler basket,175,g,105,mg,4340,g,151,g,48,g,34,g,0,g,0,g,15,g,,,,
16,sharis,sharis sour cream lemon slice,32,g,70,mg,290,g,59,g,5,g,17,g,0,g,3,g,38,g,,,,
17,sharis,sharis strawberry rhubarb delight slice,29,g,0,mg,480,g,64,g,5,g,15,g,0,g,3,g,27,g,,,,
18,sharis,sharis tropical coconut cream slice,37,g,85,mg,370,g,63,g,7,g,22,g,0,g,0,g,42,g,,,,
19,sharis,shrimp skewers,1,g,165,mg,930,g,1,g,17,g,0,g,0,g,0,g,0,g,,,,
20,sharis,side black pepper and cheese biscuits,14,g,20,mg,1030,g,51,g,11,g,8,g,0,g,0,g,6,g,,,,
21,sharis,side dinner salad without dressing,1,g,0,mg,85,g,6,g,1,g,0,g,0,g,0,g,1,g,,,,
22,sharis,side hash browns,15,g,0,mg,550,g,30,g,3,g,3,g,0,g,2,g,2,g,,,,
23,sharis,side of bacon,12,g,20,mg,1000,g,0,g,12,g,4,g,0,g,0,g,0,g,,,,
24,sharis,side of biscuit and gravy,25,g,50,mg,1500,g,59,g,15,g,14,g,0,g,3,g,10,g,,,,
25,sharis,side of cottage cheese,1,g,10,mg,300,g,4,g,10,g,0.5,g,0,g,0,g,3,g,,,,
26,sharis,side of english muffin,11,g,0,mg,340,g,28,g,5,g,3,g,0,g,2,g,2,g,,,,
27,sharis,side of rye toast,25,g,0,mg,990,g,72,g,12,g,6,g,0,g,6,g,4,g,,,,
