,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit
0,greenz salads,champagne vinaigrette,14,g,0,mg,0,g,2,g,0,g,0,g,0,g,0,g,0,g,,,,
1,greenz salads,chicken pesto sandwich,5,g,0,mg,0,g,71,g,27,g,0,g,0,g,5,g,0,g,,,,
2,greenz salads,chipotle chicken salad,55,g,0,mg,0,g,21,g,43,g,0,g,0,g,6,g,0,g,,,,
3,greenz salads,chipotle dressing,20,g,0,mg,0,g,1,g,1,g,0,g,0,g,0,g,0,g,,,,
4,greenz salads,chipotle pinwheels without salsa,28,g,0,mg,0,g,21,g,21,g,0,g,0,g,2,g,0,g,,,,
5,greenz salads,cilantro lime vinaigrette,23,g,0,mg,0,g,9,g,0,g,0,g,0,g,1,g,0,g,,,,
6,greenz salads,cinnamon yogurt sauce,0,g,0,mg,0,g,14,g,0,g,0,g,0,g,0,g,0,g,,,,
7,greenz salads,classic caesar dressing,15,g,0,mg,0,g,1,g,1,g,0,g,0,g,0,g,0,g,,,,
8,greenz salads,classic greenz salad,11,g,0,mg,0,g,12,g,15,g,0,g,0,g,5,g,0,g,,,,
9,greenz salads,creamy asparagus soup bowl,44,g,0,mg,0,g,8,g,10,g,0,g,0,g,3,g,0,g,,,,
10,greenz salads,creamy asparagus soup cup,32,g,0,mg,0,g,5,g,9,g,0,g,0,g,2,g,0,g,,,,
11,greenz salads,enchilada soup bowl,21,g,0,mg,0,g,27,g,13,g,0,g,0,g,4,g,0,g,,,,
12,greenz salads,enchilada soup cup,16,g,0,mg,0,g,20,g,10,g,0,g,0,g,3,g,0,g,,,,
13,greenz salads,flour wrap,8,g,0,mg,0,g,49,g,8,g,0,g,0,g,3,g,0,g,,,,
14,greenz salads,fresh fruit without sauce,0.5,g,0,mg,0,g,8,g,1,g,0,g,0,g,4,g,0,g,,,,
15,greenz salads,grilled chicken riviera salad,12,g,0,mg,0,g,21,g,29,g,0,g,0,g,5,g,0,g,,,,
16,greenz salads,grilled southwestern shrimp salad,25,g,0,mg,0,g,22,g,7,g,0,g,0,g,6,g,0,g,,,,
17,greenz salads,hawaiian tuna salad,12,g,0,mg,0,g,51,g,34,g,0,g,0,g,7,g,0,g,,,,
18,greenz salads,jack cheese and chicken soup bowl,38,g,0,mg,0,g,19,g,26,g,0,g,0,g,1,g,0,g,,,,
19,greenz salads,jack cheese and chicken soup cup,25,g,0,mg,0,g,13,g,17,g,0,g,0,g,1,g,0,g,,,,
20,greenz salads,panko shrimp skewers without sauce,4.5,g,0,mg,0,g,44,g,16,g,0,g,0,g,1,g,0,g,,,,
21,greenz salads,pear and pumpkin soup bowl,27,g,0,mg,0,g,68,g,10,g,0,g,0,g,5,g,0,g,,,,
22,greenz salads,pear and pumpkin soup cup,11,g,0,mg,0,g,45,g,7,g,0,g,0,g,3,g,0,g,,,,
23,greenz salads,pesto soup soup bowl,4.5,g,0,mg,0,g,31,g,12,g,0,g,0,g,8,g,0,g,,,,
24,greenz salads,pesto soup soup cup,4,g,0,mg,0,g,21,g,9,g,0,g,0,g,6,g,0,g,,,,
25,greenz salads,ranch dressing,22,g,0,mg,0,g,2,g,0,g,0,g,0,g,0,g,0,g,,,,
26,greenz salads,roquefort cheese dressing,13,g,0,mg,0,g,2,g,1,g,0,g,0,g,0,g,0,g,,,,
27,greenz salads,sesame ginger vinaigrette,3.5,g,0,mg,0,g,3,g,0,g,0,g,0,g,0,g,0,g,,,,
28,greenz salads,slaw dressing,19,g,0,mg,0,g,3,g,1,g,0,g,0,g,0,g,0,g,,,,
29,greenz salads,spicy asian vinaigrette,12,g,0,mg,0,g,3,g,0,g,0,g,0,g,0,g,0,g,,,,
30,greenz salads,spicy lemongrass vinaigrette,13,g,0,mg,0,g,6,g,0,g,0,g,0,g,0,g,0,g,,,,
31,greenz salads,spicy panko shrimp salad,15,g,0,mg,0,g,60,g,24,g,0,g,0,g,4,g,0,g,,,,
32,greenz salads,spinach pinwheels,16,g,0,mg,0,g,18,g,7,g,0,g,0,g,3,g,0,g,,,,
33,greenz salads,strawberry balsamic vinaigrette,3,g,0,mg,0,g,5,g,0,g,0,g,0,g,0,g,0,g,,,,
34,greenz salads,the mediterranean salad with salmon,17,g,0,mg,0,g,13,g,33,g,0,g,0,g,7,g,0,g,,,,
35,greenz salads,the wedge salad,18,g,0,mg,0,g,8,g,15,g,0,g,0,g,4,g,0,g,,,,
36,greenz salads,tofu salad,21,g,0,mg,0,g,26,g,22,g,0,g,0,g,7,g,0,g,,,,
37,greenz salads,tomato basil wrap,8,g,0,mg,0,g,49,g,7,g,0,g,0,g,3,g,0,g,,,,
38,greenz salads,tortilla soup soup bowl,15,g,0,mg,0,g,24,g,7,g,0,g,0,g,4,g,0,g,,,,
39,greenz salads,tortilla soup soup cup,13,g,0,mg,0,g,18,g,6,g,0,g,0,g,3,g,0,g,,,,
