,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit
0,godfathers pizza,monkey bread italian 9 inch foil,4,g,0,mg,200,g,23,g,4,g,1,g,0,g,0,g,1,g
1,godfathers pizza,monkey bread italian mini,16,g,5,mg,760,g,86,g,15,g,4,g,0,g,0,g,3,g
2,godfathers pizza,mozza loaded crust jumbo all meat combo 1 slice,25,g,70,mg,1150,g,43,g,23,g,11,g,0.5,g,0,g,2,g
3,godfathers pizza,mozza loaded crust jumbo bacon cheeseburger 1 slice,22,g,65,mg,1000,g,43,g,21,g,10,g,0.5,g,0,g,3,g
4,godfathers pizza,mozza loaded crust jumbo bbq chicken 1 slice,16,g,50,mg,690,g,48,g,19,g,8,g,0,g,0,g,7,g
5,godfathers pizza,mozza loaded crust jumbo buffalo chicken 1 slice,19,g,50,mg,1040,g,42,g,19,g,8,g,0,g,0,g,2,g
6,godfathers pizza,mozza loaded crust jumbo cheese 1 slice,15,g,35,mg,570,g,41,g,15,g,8,g,0,g,0,g,2,g
7,godfathers pizza,mozza loaded crust jumbo chicken bacon ranch 1 slice,24,g,60,mg,800,g,41,g,21,g,9,g,0,g,0,g,2,g
8,godfathers pizza,mozza loaded crust jumbo chicken royale 1 slice,22,g,55,mg,710,g,43,g,20,g,9,g,0,g,0,g,4,g
9,godfathers pizza,mozza loaded crust jumbo chicken sausage italiano 1 slice,18,g,50,mg,730,g,44,g,18,g,9,g,0,g,0,g,3,g
10,godfathers pizza,mozza loaded crust jumbo classic combo 1 slice,22,g,55,mg,1010,g,44,g,20,g,10,g,0.5,g,0,g,3,g
11,godfathers pizza,mozza loaded crust jumbo hawaiian 1 slice,17,g,50,mg,790,g,44,g,19,g,8,g,0,g,0,g,5,g
12,godfathers pizza,mozza loaded crust jumbo hot stuff 1 slice,23,g,60,mg,990,g,43,g,19,g,11,g,0.5,g,0,g,3,g
