,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
0,wawa,greek quinoa grain bowl,22,g,95,mg,1570,g,56,g,44,g,6,g,0,g,0,g,7,g,,,,
1,wawa,cheese steak mac and cheese hot bowl,39,g,95,mg,1970,g,58,g,41,g,17,g,0,g,1,g,9,g,,,,
2,wawa,roasted chicken strips 3 pieces without dipping sauce,3,g,75,mg,650,g,2,g,23,g,0.5,g,0,g,0,g,1,g,,,,
3,wawa,grab and go turkey cheddar pinwheels,13,g,45,mg,830,g,30,g,20,g,5,g,0,g,3,g,6,g,,,,
4,wawa,garlic bread shorti,29,g,20,mg,750,g,49,g,11,g,6,g,0,g,2,g,1,g,,,,
5,wawa,grab and go grilled chicken with broccoli,10,g,90,mg,700,g,7,g,33,g,4,g,0,g,0,g,2,g,,,,
6,wawa,applewood smoked bacon mac and cheese hot bowl,36,g,70,mg,1800,g,56,g,30,g,15,g,0,g,1,g,8,g,,,,
7,wawa,grab and go jalapeno stuffed pretzel,6,g,15,mg,570,g,40,g,8,g,2.5,g,0,g,0,g,2,g,,,,
8,wawa,greek gyro meat bowl,50,g,80,mg,1580,g,70,g,37,g,20,g,0,g,0,g,9,g,,,,
9,wawa,grab and go pepperoni and cheese with crackers,46,g,125,mg,1480,g,10,g,25,g,24,g,0.5,g,0,g,0,g,,,,
10,wawa,grab and go macaroni salad,26,g,20,mg,590,g,27,g,4,g,4.5,g,0,g,1,g,8,g,,,,
11,wawa,grab and go italian pinwheel,29,g,55,mg,1300,g,30,g,19,g,10,g,0,g,3,g,4,g,,,,
12,wawa,grab and go potato salad,15,g,10,mg,520,g,23,g,2,g,2.5,g,0,g,3,g,7,g,,,,
13,wawa,grab and go grilled chicken breast protein meal,8,g,160,mg,1320,g,4,g,62,g,1,g,0,g,0,g,0,g,,,,
14,wawa,bbq brisket mac and cheese bowl,49,g,120,mg,2850,g,75,g,55,g,22,g,0,g,1,g,24,g,,,,
15,wawa,classic garlic bread,44,g,30,mg,1100,g,71,g,16,g,9,g,0,g,2,g,2,g,,,,
16,wawa,grab and go small watermelon fruit cup,0,g,0,mg,0,g,17,g,2,g,0,g,0,g,1,g,14,g,,,,
17,wawa,honey hot chicken bowl,53,g,155,mg,1770,g,45,g,20,g,28,g,0,g,0,g,8,g,,,,
18,wawa,hot turkey and mashed potato hot bowl,37,g,130,mg,1960,g,64,g,21,g,22,g,0,g,7,g,6,g,,,,
19,wawa,grab and go red grape fruit cup,0,g,0,mg,0,g,31,g,1,g,0,g,0,g,2,g,26,g,,,,
20,wawa,grab and go small pineapple fruit cup,0,g,0,mg,0,g,22,g,1,g,0,g,0,g,2,g,16,g,,,,
21,wawa,chicken tenders 3 pieces without dipping sauce,9,g,35,mg,820,g,19,g,14,g,0,g,0,g,1,g,1,g,,,,
22,wawa,grab and go chicken empanada,6,g,30,mg,480,g,20,g,12,g,2.5,g,0,g,0,g,2,g,,,,
23,wawa,greek roasted chicken bowl,25,g,95,mg,1590,g,64,g,10,g,8,g,0,g,0,g,8,g,,,,
24,wawa,fiery brisket mac and cheese bowl,49,g,120,mg,3820,g,65,g,55,g,22,g,0,g,1,g,14,g,,,,
25,wawa,greek rice grain bowl,22,g,95,mg,2160,g,64,g,39,g,6,g,0,g,0,g,4,g,,,,
26,wawa,grab and go beef empanada,11,g,45,mg,550,g,21,g,11,g,4.5,g,0,g,0,g,1,g,,,,
27,wawa,grab and go spicy boneless chicken wing meal,40,g,120,mg,0,g,32,g,37,g,6,g,0,g,0,g,3,g,,,,
28,wawa,carrots and celery peanut butter dipper,25,g,0,mg,340,g,22,g,12,g,3.5,g,0,g,6,g,8,g,,,,
29,wawa,pot roast entree platter without sides,15,g,135,mg,720,g,2,g,44,g,3.5,g,0,g,0,g,0,g,,,,
