,Restaurant Name,Food Name,Total Fat Amount,Total Fat Unit,Cholesterol Amount,Cholesterol Unit,Sodium Amount,Sodium Unit,Total Carbohydrate Amount,Total Carbohydrate Unit,Protein Amount,Protein Unit,Saturated Fat Amount,Saturated Fat Unit,Trans Fat Amount,Trans Fat Unit,Dietary Fiber Amount,Dietary Fiber Unit,Sugars Amount,Sugars Unit,Polyunsaturated Fat Amount,Polyunsaturated Fat Unit,Monounsaturated Fat Amount,Monounsaturated Fat Unit
33,which wich,wich krispie,6,g,0,mg,0,g,44,g,1,g,2,g,0,g,0,g,21,g,,,,
34,which wich,wrap tray large,458,g,0,mg,32660,g,844,g,518,g,194,g,0,g,48,g,44,g,,,,
35,which wich,wrap tray regular,305,g,0,mg,21780,g,563,g,345,g,129,g,0,g,32,g,29,g,,,,
36,which wich,yellow mustard regular,0,g,0,mg,130,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
37,which wich,yellow mustard super,0,g,0,mg,260,g,1,g,1,g,0,g,0,g,0,g,0,g,,,,
38,white castle,chocolate shake chicago,8,g,30,mg,140,g,51.7,g,6.7,g,5,g,0.3,g,0.3,g,44.7,g,,,,
39,white castle,strawberry banana smoothie,0.5,g,5,mg,60,g,88,g,5,g,0.5,g,0,g,6,g,68,g,,,,
40,white castle,strawberry lemonade smoothie,0.5,g,5,mg,75,g,88,g,4,g,0.5,g,0,g,4,g,75,g,,,,
41,white castle,vanilla shake chicago,7.7,g,30,mg,140,g,41.7,g,6.7,g,5,g,0.3,g,0.3,g,36,g,,,,
42,white castle,southern sweet iced tea,0,g,0,mg,17,g,46.9,g,0,g,0,g,0,g,0,g,45.5,g,,,,
43,white castle,crave cooler fanta wild cherry,0,g,0,mg,3,g,13,g,0,g,0,g,0,g,0,g,13,g,,,,
44,white castle,strawberry shake chicago,7.7,g,30,mg,140,g,50.7,g,6.7,g,5,g,0.3,g,0.3,g,44.7,g,,,,
45,white castle,coffee,0,g,0,mg,10,g,0,g,1,g,0,g,0,g,0,g,0,g,,,,
46,white castle,unsweetened iced tea,0,g,0,mg,5,g,0.3,g,0,g,0,g,0,g,0,g,0,g,,,,
47,white castle,chocolate shake st louis,11.2,g,39,mg,154,g,86.8,g,11.2,g,7.7,g,0,g,3.5,g,64.4,g,,,,
48,white castle,vanilla shake new york,14,g,60,mg,518,g,71.4,g,16.1,g,9.8,g,0,g,0,g,63.7,g,,,,
49,white castle,crave cooler coke,0,g,0,mg,11,g,27.3,g,0,g,0,g,0,g,0,g,27.3,g,,,,
50,white castle,decaffeinated coffee,0,g,0,mg,10,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
51,white castle,chocolate shake indianapolis,7.3,g,37,mg,167,g,42,g,5.7,g,4.3,g,0,g,1.3,g,31.7,g,,,,
52,white castle,hot tea,0,g,0,mg,0,g,0,g,0,g,0,g,0,g,0,g,0,g,,,,
53,white castle,apple juice 100,0,g,0,mg,10,g,24,g,0,g,0,g,0,g,0,g,23,g,,,,
54,white castle,chocolate shake columbus,6,g,22,mg,224,g,42,g,6.3,g,3.7,g,0,g,0,g,39,g,,,,
55,white castle,orange juice,0,g,0,mg,20,g,33,g,2,g,0,g,0,g,0,g,30,g,,,,
56,white castle,chocolate shake nashville,13.3,g,46,mg,224,g,101.5,g,13.3,g,9.1,g,0,g,0,g,79.1,g,,,,
57,white castle,chocolate shake detroit,5.7,g,18,mg,190,g,32,g,5.7,g,3,g,0,g,0,g,32,g,,,,
58,white castle,milk low fat,2.5,g,10,mg,130,g,13,g,8,g,1.5,g,0,g,0,g,12,g,,,,
59,white castle,strawberry shake cincinnati,7.7,g,17,mg,167,g,52.1,g,6.7,g,5,g,0,g,0,g,42,g,,,,
60,white castle,chocolate shake cincinnati,8,g,17,mg,167,g,53.4,g,6.7,g,5,g,0,g,0,g,42,g,,,,
61,white castle,vanilla shake st louis,9.8,g,42,mg,140,g,88.2,g,8.4,g,6.3,g,0,g,0,g,76.3,g,,,,
62,white castle,chocolate shake minneapolis,16.8,g,63,mg,294,g,108.5,g,14,g,10.5,g,0.7,g,0.7,g,93.8,g,,,,
63,white castle,chocolate milk low fat,2.5,g,10,mg,220,g,27,g,8,g,1.5,g,0,g,0,g,25,g,,,,
64,white castle,strawberry shake louisville,22.4,g,74,mg,4411,g,117.6,g,14.7,g,14.7,g,0,g,0,g,102.9,g,,,,
65,white castle,vanilla shake louisville,22.4,g,74,mg,441,g,98.7,g,14.7,g,14.7,g,0,g,0,g,84,g,,,,
66,white castle,vanilla shake columbus,5.3,g,22,mg,224,g,32,g,6.3,g,3.7,g,0,g,0,g,30.4,g,,,,
67,white castle,strawberry shake columbus,5.3,g,22,mg,224,g,40.7,g,6.3,g,3.7,g,0,g,0,g,39,g,,,,
68,white castle,chocolate shake louisville,23.1,g,74,mg,441,g,125.3,g,14.7,g,14.7,g,0,g,4.9,g,102.9,g,,,,
69,white castle,hot chocolate,6,g,0,mg,300,g,41,g,2,g,1.5,g,1.5,g,2,g,34,g,,,,
70,white castle,chocolate shake new jersey,14,g,39,mg,399,g,79.1,g,16.1,g,7.7,g,0,g,4.2,g,64.4,g,,,,
71,white castle,vanilla shake cincinnati,7.7,g,17,mg,167,g,52.1,g,6.7,g,5,g,0,g,0,g,42,g,,,,
72,white castle,hot chocolate columbus,10,g,15,mg,280,g,46,g,1,g,3.5,g,1.5,g,2,g,35,g,,,,
73,white castle,chocolate shake new york,14,g,39,mg,399,g,79.1,g,16.1,g,7.7,g,0,g,4.2,g,63.7,g,,,,
74,white castle,vanilla shake new jersey,14,g,60,mg,518,g,71.4,g,16.1,g,9.8,g,0,g,0,g,63.7,g,,,,
75,white castle,vanilla shake nashville,13.3,g,46,mg,287,g,123.2,g,13.3,g,9.1,g,0,g,0,g,101.5,g,,,,
76,white castle,southern sweet iced tea columbus new york and new jersey,0,g,0,mg,21,g,61.6,g,0,g,0,g,0,g,0,g,59.5,g,,,,
77,white castle,vanilla shake detroit,11.2,g,56,mg,245,g,65.1,g,11.2,g,7.7,g,0,g,0,g,57.4,g,,,,
78,white castle,vanilla shake minneapolis,16.1,g,63,mg,294,g,87.5,g,14,g,10.5,g,0.7,g,0.7,g,75.6,g,,,,
79,white castle,breakfast slider with sausage egg and cheese,26,g,195,mg,680,g,15,g,14,g,9,g,0,g,1,g,2,g,,,,
80,white castle,breakfast toast sandwich with sausage egg and cheese,27,g,200,mg,850,g,29,g,16,g,9,g,0,g,2,g,4,g,,,,
81,white castle,breakfast waffle slider with sausage egg and cheese,36,g,240,mg,730,g,28,g,15,g,15,g,0,g,0,g,14,g,,,,
82,white castle,hash round nibblers,27.5,g,0,mg,458,g,25.3,g,2.5,g,4.3,g,0,g,2.5,g,0,g,,,,
83,white castle,breakfast slider with bacon egg and cheese,17,g,180,mg,560,g,15,g,12,g,6,g,0,g,1,g,2,g,,,,
84,white castle,breakfast waffle slider with egg and cheese,21,g,210,mg,390,g,27,g,9,g,9,g,0,g,0,g,14,g,,,,
85,white castle,breakfast waffle slider with bacon egg and cheese,26,g,220,mg,570,g,27,g,12,g,11,g,0,g,0,g,14,g,,,,
86,white castle,breakfast toast sandwich with bacon egg and cheese,23,g,195,mg,910,g,29,g,17,g,8,g,0,g,2,g,4,g,,,,
87,white castle,breakfast slider with egg and cheese,12,g,170,mg,370,g,15,g,9,g,4,g,0,g,1,g,2,g,,,,
88,white castle,breakfast slider with bologna egg and cheese,24,g,200,mg,870,g,17,g,15,g,7,g,0,g,1,g,3,g,,,,
89,white castle,waffles 2 with syrup,10,g,40,mg,200,g,46,g,2,g,5,g,0,g,0,g,23,g,,,,
90,white castle,breakfast toast sandwich with egg and cheese,13,g,170,mg,540,g,29,g,11,g,4,g,0,g,2,g,4,g,,,,
91,white castle,breakfast toast sandwich with bacon egg and jalapeno cheese,24,g,195,mg,940,g,29,g,18,g,8,g,0,g,2,g,4,g,,,,
92,white castle,breakfast slider with bologna egg and cheddar cheese,25,g,208,mg,900,g,17,g,16,g,8,g,0,g,1,g,3,g,,,,
93,white castle,chocolate covered donut side,9,g,0,mg,150,g,21,g,2,g,6,g,0,g,1,g,12,g,,,,
94,white castle,breakfast toast sandwich with sausage egg and cheddar cheese,28,g,200,mg,880,g,30,g,17,g,10,g,0,g,2,g,4,g,,,,
95,white castle,breakfast toast sandwich with bacon egg and cheddar cheese,24,g,195,mg,940,g,29,g,18,g,8,g,0,g,2,g,4,g,,,,
96,white castle,breakfast toast sandwich with bologna egg and jalapeno cheese,25,g,200,mg,1040,g,31,g,17,g,8,g,0,g,0,g,5,g,,,,
97,white castle,glazed donut side,9,g,0,mg,150,g,21,g,2,g,6,g,0,g,1,g,12,g,,,,
98,white castle,breakfast waffle slider with bacon egg and jalapeno cheese,34.1,g,284,mg,771,g,34.1,g,16.4,g,13.9,g,0,g,0,g,17.7,g,,,,
99,white castle,plain donut side,8,g,0,mg,160,g,22,g,2,g,4,g,0,g,1,g,10,g,,,,
100,white castle,breakfast slider with sausage egg and cheddar cheese,27,g,200,mg,710,g,16,g,15,g,10,g,0,g,1,g,2,g,,,,
101,white castle,powdered sugar donut side,8,g,0,mg,160,g,22,g,2,g,4,g,0,g,1,g,10,g,,,,
102,white castle,breakfast slider with egg and cheddar cheese,13,g,175,mg,400,g,15,g,10,g,4.5,g,0,g,1,g,2,g,,,,
103,white castle,breakfast toast sandwich with bologna egg and cheddar cheese,25,g,205,mg,1050,g,31,g,18,g,8,g,0,g,0,g,5,g,,,,
104,white castle,breakfast original slider with egg and jalapeno cheese,18,g,185,mg,600,g,17,g,14,g,7,g,0,g,1,g,2,g,,,,
105,white castle,breakfast original slider with egg and cheese,18,g,180,mg,560,g,16,g,13,g,6,g,0.5,g,1,g,2,g,,,,
106,white castle,cinnamon donuts side,8,g,0,mg,160,g,22,g,2,g,4,g,0,g,1,g,10,g,,,,
107,white castle,breakfast toast sandwich with bologna egg and cheese,24,g,200,mg,1020,g,31,g,17,g,8,g,0,g,0,g,5,g,,,,
108,white castle,breakfast waffle slider with bacon egg and cheddar cheese,27,g,225,mg,610,g,27,g,13,g,11,g,0,g,0,g,14,g,,,,
109,white castle,breakfast waffle slider with egg and cheddar cheese,22,g,215,mg,420,g,27,g,10,g,9,g,0,g,0,g,14,g,,,,
110,white castle,breakfast slider with bologna and egg and jalapeno cheese,25,g,200,mg,900,g,17,g,15,g,8,g,0,g,1,g,3,g,,,,
111,white castle,breakfast original slider with egg and cheddar cheese,18,g,185,mg,600,g,17,g,14,g,7,g,0,g,1,g,2,g,,,,
112,white castle,breakfast waffle slider with bologna egg and cheese,33,g,240,mg,890,g,29,g,15,g,13,g,0,g,0,g,15,g,,,,
113,white castle,breakfast slider with egg and jalapeno cheese,13,g,170,mg,400,g,15,g,9,g,4,g,0,g,1,g,2,g,,,,
114,white castle,breakfast slider with bacon egg and cheddar cheese,18,g,185,mg,590,g,15,g,13,g,6,g,0,g,1,g,2,g,,,,
115,white castle,breakfast waffle slider with sausage egg and jalapeno cheese,36,g,240,mg,730,g,28,g,15,g,15,g,0,g,0,g,14,g,,,,
116,white castle,breakfast toast sandwich with egg and jalapeno cheese,14,g,170,mg,560,g,29,g,11,g,4,g,0,g,2,g,4,g,,,,
117,white castle,breakfast toast sandwich with sausage egg and jalapeno cheese,28,g,200,mg,880,g,30,g,17,g,10,g,0,g,2,g,4,g,,,,
118,white castle,breakfast waffle slider with sausage egg and cheddar cheese,36,g,240,mg,730,g,28,g,15,g,15,g,0,g,0,g,14,g,,,,
119,white castle,breakfast waffle slider with bologna egg and jalapeno cheese,34,g,240,mg,910,g,29,g,15,g,13,g,0,g,0,g,15,g,,,,
120,white castle,breakfast slider with bacon egg and jalapeno cheese,18,g,185,mg,590,g,15,g,12,g,6,g,0,g,1,g,2,g,,,,
121,white castle,breakfast toast sandwich with egg and cheddar cheese,14,g,175,mg,570,g,29,g,12,g,4.5,g,0,g,2,g,4,g,,,,
122,white castle,hash round nibblers new york and new jersey,25.5,g,0,mg,384,g,23.3,g,2.3,g,5.6,g,0,g,2.3,g,0,g,,,,
123,white castle,breakfast waffle slider with bologna egg and cheddar cheese,34,g,245,mg,920,g,29,g,16,g,13,g,0,g,0,g,15,g,,,,
124,white castle,breakfast slider with sausage egg and jalapeno cheese,27,g,200,mg,710,g,16,g,15,g,10,g,0,g,1,g,2,g,,,,
125,white castle,breakfast waffle slider with egg and jalapeno cheese,22,g,210,mg,410,g,27,g,9,g,9,g,0,g,0,g,14,g,,,,
126,white castle,mayonnaise,7,g,5,mg,45,g,0,g,0,g,1,g,0,g,0,g,0,g,,,,
127,white castle,dusseldorf mustard,0,g,0,mg,65,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
128,white castle,horseradish mustard,0,g,0,mg,65,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
129,white castle,yellow mustard,0,g,0,mg,25,g,1,g,0,g,0,g,0,g,0,g,0,g,,,,
130,white castle,fudge dipped cheesecake on a stick,10,g,40,mg,110,g,21,g,3,g,7,g,0,g,1,g,10,g,,,,
131,white castle,fudge dipped brownie on a stick,12,g,35,mg,95,g,33,g,2,g,7,g,0,g,1,g,26,g,,,,
132,white castle,gooey butter cake on a stick,10,g,55,mg,120,g,32,g,3,g,4.5,g,0,g,1,g,23,g,,,,
133,white castle,french fries,20.5,g,0,mg,48,g,31.9,g,3.4,g,3.8,g,0,g,3.4,g,1.7,g,,,,
134,white castle,cheese fries,27,g,0,mg,350,g,35,g,4,g,5,g,0,g,3,g,2,g,,,,
135,white castle,cheese fries new york and jew jersey,28,g,0,mg,350,g,35,g,4,g,5,g,0,g,3,g,2,g,,,,
136,white castle,french fries new york and new jersey,20.5,g,0,mg,40,g,34,g,5,g,4.6,g,0,g,3.4,g,1.7,g,,,,
137,white castle,ranch dressing,13,g,10,mg,340,g,1,g,0,g,2,g,0,g,0,g,1,g,,,,
138,white castle,cheese slider,9,g,15,mg,510,g,16,g,8,g,4,g,0.5,g,1,g,2,g,,,,
139,white castle,double cheese slider,17,g,30,mg,960,g,24,g,14,g,8,g,1,g,2,g,4,g,,,,
140,white castle,jalapeno cheese slider,9,g,15,mg,490,g,16,g,8,g,4.5,g,0.5,g,1,g,2,g,,,,
141,white castle,the original slider,7,g,10,mg,380,g,16,g,6,g,2.5,g,0,g,1,g,2,g,,,,
142,white castle,double original slider,13,g,20,mg,690,g,24,g,11,g,4.5,g,1,g,2,g,3,g,,,,
143,white castle,chicken ring slider with cheese,10,g,45,mg,470,g,18,g,9,g,3,g,0,g,1,g,2,g,,,,
144,white castle,plain panko fish slider,20,g,25,mg,320,g,25,g,9,g,3.5,g,0,g,1,g,3,g,,,,
145,white castle,crispy chicken and waffle slider,18,g,65,mg,650,g,36,g,9,g,7,g,0,g,0,g,14,g,,,,
146,white castle,plain veggie slider,10,g,0,mg,320,g,22,g,5,g,1,g,0,g,3,g,3,g,,,,
147,white castle,bacon cheese slider,14,g,25,mg,650,g,15,g,11,g,6,g,0.5,g,1,g,2,g,,,,
148,white castle,double jalapeno cheese slider,19,g,40,mg,930,g,25,g,15,g,9,g,1,g,2,g,3,g,,,,
149,white castle,impossible slider with dairy free cheese,11,g,0,mg,590,g,18,g,8,g,5,g,0,g,1,g,2,g,,,,
150,white castle,crispy chicken slider with cheese,10,g,25,mg,620,g,22,g,11,g,3,g,0,g,1,g,2,g,,,,
151,white castle,bacon and cheddar crispy chicken sliders,16,g,40,mg,840,g,23,g,14,g,5,g,0,g,1,g,2,g,,,,
152,white castle,bacon jalapeno cheese slider,15,g,30,mg,690,g,16,g,11,g,6,g,0,g,1,g,2,g,,,,
153,white castle,impossible slider without cheese,10,g,0,mg,530,g,16,g,8,g,4,g,0,g,1,g,2,g,,,,
154,white castle,impossible slider with smoked cheddar cheese,13,g,10,mg,700,g,17,g,10,g,6,g,0,g,1,g,2,g,,,,
155,white castle,chicken ring slider with jalapeno cheesse,11,g,45,mg,510,g,19,g,10,g,3.5,g,0,g,1,g,2,g,,,,
156,white castle,the original slider new york and new jersey,7,g,10,mg,420,g,17,g,6,g,2.5,g,0,g,1,g,3,g,,,,
157,white castle,surf and turf slider with cheese,36,g,30,mg,1020,g,31,g,21,g,11,g,1,g,3,g,3,g,,,,
158,white castle,panko surf and turf slider with smoked cheddar cheese,37,g,65,mg,1110,g,36,g,22,g,12,g,1,g,2,g,4,g,,,,
159,white castle,panko fish slider with cheese,22,g,30,mg,460,g,25,g,11,g,4.5,g,0,g,1,g,3,g,,,,
160,white castle,panko surf and turf slider with jalapeno cheese,37,g,65,mg,1110,g,36,g,22,g,12,g,1,g,2,g,4,g,,,,
161,white castle,panko fish slider with cheddar cheese,23,g,35,mg,490,g,26,g,11,g,5,g,0,g,1,g,3,g,,,,
162,white castle,impossible slider with american cheese las vegas only,12,g,10,mg,660,g,17,g,9,g,5,g,0,g,1,g,2,g,,,,
163,white castle,veggie slider with ranch,23,g,5,mg,520,g,23,g,5,g,3,g,0,g,3,g,4,g,,,,
164,white castle,panko surf and turf slider with cheese,36,g,55,mg,1050,g,34,g,21,g,11,g,1,g,2,g,4,g,,,,
165,white castle,double smoked cheddar cheese slidernew york and new jersey,19,g,40,mg,1110,g,29,g,15,g,9,g,1,g,2,g,5,g,,,,
166,white castle,panko surf and turf slider with cheese new york and new jersey,36,g,55,mg,1100,g,36,g,21,g,11,g,1,g,2,g,5,g,,,,
167,white castle,bacon smoked cheddar cheese slider new york and new jersey,15,g,30,mg,730,g,18,g,11,g,6,g,0,g,1,g,3,g,,,,
168,white castle,veggie slider with honey mustard,10,g,0,mg,370,g,27,g,5,g,1,g,0,g,3,g,7,g,,,,
169,white castle,bacon smoked cheddar cheese slider,15,g,30,mg,690,g,16,g,11,g,6,g,0,g,1,g,2,g,,,,
170,white castle,cheese slider new york and new jersey,9,g,15,mg,550,g,17,g,8,g,4,g,0.5,g,1,g,3,g,,,,
171,white castle,double jalapeno cheese slider new york and new jersey,18,g,35,mg,1000,g,27,g,15,g,8,g,1,g,2,g,6,g,12,g,,
172,white castle,chicken ring slider with smoked cheddar cheese,11,g,45,mg,510,g,19,g,10,g,3.5,g,0,g,1,g,2,g,,,,
173,white castle,bacon jalapeno cheese slider new york and new jersey,14,g,30,mg,720,g,17,g,11,g,6,g,0.5,g,1,g,3,g,,,,
174,white castle,double original slider new york and new jersey,13,g,20,mg,770,g,27,g,11,g,4.5,g,1,g,2,g,5,g,,,,
175,white castle,jalapeno cheese slider new york and new jersey,9,g,15,mg,540,g,17,g,8,g,4,g,0.5,g,1,g,3,g,,,,
176,white castle,panko fish slider with jalapeno cheese,23,g,35,mg,490,g,26,g,11,g,5,g,0,g,1,g,3,g,,,,
177,white castle,crispy chicken slider with jalapeno cheesse,11,g,30,mg,660,g,23,g,11,g,3.5,g,0,g,1,g,2,g,,,,
178,white castle,panko surf and turf slider with jalapeno cheese new york and new jersey,37,g,65,mg,1170,g,38,g,22,g,12,g,1,g,2,g,5,g,,,,
179,white castle,smoked cheddar cheese slider new york or new jersey,10,g,20,mg,540,g,18,g,8,g,4.5,g,0,g,1,g,3,g,,,,
180,white castle,bacon cheese slider new york and new jersey,14,g,25,mg,700,g,17,g,11,g,6,g,0.5,g,1,g,3,g,,,,
181,white castle,double smoked cheddar cheese slider,19,g,40,mg,1030,g,26,g,15,g,9,g,1,g,2,g,3,g,,,,
182,white castle,smoked cheddar cheese slider,10,g,20,mg,500,g,16,g,8,g,4.5,g,0,g,1,g,2,g,,,,
183,white castle,double cheese slider new york and new jersey,17,g,30,mg,1050,g,27,g,14,g,8,g,1,g,2,g,6,g,,,,
184,white castle,crispy chicken slider with smoked cheddar cheesse,11,g,30,mg,660,g,23,g,11,g,3.5,g,0,g,1,g,2,g,,,,
185,white castle,panko surf and turf slider with smoked cheddar cheese new york and new jersey,37,g,65,mg,1170,g,38,g,22,g,12,g,1,g,2,g,5,g,,,,
186,white castle,fat free honey mustard sauce,0,g,0,mg,49,g,4.7,g,0,g,0,g,0,g,0,g,4.3,g,,,,
187,white castle,zesty zing sauce,10,g,10,mg,170,g,4,g,0,g,1.5,g,0,g,0,g,3,g,,,,
188,white castle,marinara sauce,0,g,0,mg,105,g,5,g,0,g,0,g,0,g,0,g,3,g,,,,
189,white castle,bbq sauce,0,g,0,mg,380,g,10,g,0,g,0,g,0,g,0,g,8,g,,,,
190,white castle,tartar sauce,11,g,5,mg,210,g,4,g,0,g,2,g,0,g,0,g,3,g,,,,
191,white castle,chicken rings,3.4,g,18,mg,101,g,2.1,g,2.9,g,0.8,g,0,g,0.1,g,0.0001,g,,,,
192,white castle,mozzarella cheese sticks,11.1,g,10,mg,311,g,7.7,g,4.1,g,3.1,g,0.1,g,0.4,g,0.6,g,,,,
193,white castle,onion chips,35.9,g,0,mg,693,g,32.7,g,3.9,g,6,g,0,g,5.7,g,3.9,g,,,,
194,white castle,fish nibblers,15.5,g,10,mg,698,g,27.7,g,16.1,g,2.9,g,0,g,0.9,g,0.9,g,,,,
195,white castle,onion rings new york and new jersey,21.9,g,0,mg,309,g,33.1,g,2.1,g,3.7,g,0,g,3.2,g,4.8,g,,,,
196,white castle,clam strips,17,g,17,mg,623,g,4.7,g,8,g,2.7,g,0,g,0,g,1,g,,,,
197,white castle,mac and cheese nibblers,19.8,g,13,mg,827,g,30.8,g,7.5,g,5.3,g,0,g,2.5,g,4.3,g,,,,
198,white castle,onion rings,33,g,0,mg,580,g,40,g,6,g,5,g,0,g,2,g,7,g,,,,
199,white castle,loaded fries,38,g,20,mg,900,g,20,g,4,g,8,g,0,g,2,g,3,g,,,,
200,white castle,motts applesauce pouch,0,g,0,mg,5,g,10,g,0,g,0,g,0,g,1,g,8,g,,,,
201,white castle,loaded fries new york and new jersey,38,g,20,mg,900,g,20,g,4,g,8,g,0,g,2,g,3,g,,,,
202,white castle,100 apple juice box,0,g,0,mg,10,g,24,g,0,g,0,g,0,g,0,g,23,g,,,,
203,white castle,bacon and smoked cheddar crispy chicken slider,16,g,40,mg,840,g,23,g,14,g,5,g,0,g,1,g,2,g,,,,
204,white castle,bacon cheese slider,14,g,25,mg,650,g,15,g,11,g,6,g,0.5,g,1,g,2,g,,,,
205,white castle,bacon cheese slider ny and nj only,14,g,25,mg,700,g,17,g,11,g,6,g,0.5,g,1,g,3,g,,,,
206,white castle,bacon jalapeno cheese slider,15,g,30,mg,690,g,16,g,11,g,6,g,0,g,1,g,2,g,,,,
207,white castle,bacon jalapeno cheese slider ny and nj only,14,g,30,mg,720,g,17,g,11,g,6,g,0.5,g,1,g,3,g,,,,
208,white castle,bacon smoked cheddar cheese slider,15,g,30,mg,690,g,16,g,11,g,6,g,0,g,1,g,2,g,,,,
209,white castle,bacon smoked cheddar cheese slider ny and nj only,15,g,30,mg,730,g,18,g,11,g,6,g,0,g,1,g,3,g,,,,
210,white castle,barqs red cream soda,0,g,0,mg,105,g,75,g,0,g,0,g,0,g,0,g,75,g,,,,
211,white castle,barqs red cream soda kids,0,g,0,mg,25,g,39,g,0,g,0,g,0,g,0,g,39,g,,,,
212,white castle,barqs red cream soda large,0,g,0,mg,95,g,155,g,0,g,0,g,0,g,0,g,155,g,,,,
213,white castle,barqs red cream soda medium,0,g,0,mg,70,g,116,g,0,g,0,g,0,g,0,g,116,g,,,,
214,white castle,barqs red cream soda small,0,g,0,mg,50,g,81,g,0,g,0,g,0,g,0,g,81,g,,,,
215,white castle,bbq sauce packets,0,g,0,mg,125,g,3,g,0,g,0,g,0,g,0,g,3,g,,,,
